,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
2027,317697756,t,102256711888440842,864691136903050674,102256643168988796,864691134917399050,6400,[272424 142070  16504],[272462 141998  16509],[272450 142002  16503],"[1036.0205122431437, 264.41975507044486, 660.1600000000001]",L2/3
2038,333191751,t,103382337387347794,864691135873715598,103382337387347766,864691134917399050,5688,[280770 140226  20253],[280668 140242  20244],[280735 140312  20249],"[1069.9203368027452, 259.98143029320795, 810.1200000000002]",L2/3
2045,313082900,t,101834774637146594,864691135307293510,101834705917691302,864691134917399050,1752,[269570 144144  19370],[269536 144036  19363],[269542 144096  19364],"[1023.9249095278938, 271.68921632660675, 774.8000000000002]",L2/3
2051,350242482,t,104790124386196398,864691136023842873,104790124386196379,864691134917399050,19208,[290982 143246  18522],[291032 143248  18530],[291004 143240  18529],"[1109.5600564580052, 275.5756000259126, 740.8800000000001]",L2/3
2053,326747058,t,102469261431604069,864691135619682115,102469261431593145,864691134917399050,340,[274332 152926  18288],[274394 152948  18286],[274324 152908  18286],"[1039.8388192059056, 308.34368626903085, 731.5200000000001]",L4
2055,306306935,t,101061611871365254,864691135991526337,101061611871364410,864691134917399050,6228,[263994 150780  19763],[263898 150768  19754],[263920 150738  19755],"[999.3923209461617, 296.18828670651015, 790.5200000000002]",L4
2077,358817202,t,105704849475434875,864691135657958530,105704849475442835,864691134917399050,6944,[297518 142722  19743],[297544 142740  19746],[297542 142692  19744],"[1135.787249081715, 275.766175677107, 789.7200000000003]",L2/3
2082,340059020,t,104087192993182682,864691135740391275,104087192993170811,864691134917399050,13780,[285986 148764  19806],[285944 148724  19797],[286030 148710  19797],"[1087.7284000574134, 295.8218890391243, 792.2400000000002]",L4
2144,336525920,t,103800220457959384,864691136004885706,103800220457954815,864691134917399050,5612,[284028 107830  19480],[284130 107892  19472],[284090 107858  19475],"[1094.1967358764894, 132.0263501751746, 779.2000000000002]",L2/3
2190,333889576,t,103103061568193985,864691136888363118,103103061568200250,864691134917399050,3336,[278732 156678  21390],[278702 156642  21396],[278730 156636  21393],"[1056.0638125051635, 324.8285173703506, 855.6000000000003]",L4
2198,322189424,t,102959712672335037,864691135715256980,102959712672356029,864691134917399050,3480,[277610 137350  20603],[277670 137302  20615],[277661 137331  20608],"[1058.3310754834347, 247.4195578980301, 824.1200000000002]",L2/3
2209,337166487,t,103734455852101733,864691135497904147,103664155827398671,864691134917399050,16736,[283206 142464  19418],[283168 142590  19421],[283150 142532  19416],"[1078.8470397318742, 269.7486107878583, 776.7200000000001]",L2/3
2244,337167885,t,103875605657304094,864691135334501609,103875605657307239,864691134917399050,2068,[284310 145178  19415],[284352 145134  19424],[284378 145160  19424],"[1082.3000727753788, 280.9481801903161, 776.6000000000001]",L2/3
2273,328882473,t,103451400327365437,864691135570814445,103451400327367960,864691134917399050,3664,[281628 130484  19328],[281548 130414  19326],[281693 130369  19330],"[1076.7355619899868, 221.46083380707873, 773.1200000000001]",L2/3
2280,349639808,t,104931136886619039,864691135780803664,104931136886627811,864691134917399050,10968,[292024 145320  19497],[291944 145420  19508],[291982 145396  19503],"[1112.9891519178168, 284.203296377054, 779.8800000000001]",L4
2286,295934011,t,100639674284400486,864691136691745654,100639674284394849,864691134917399050,596,[260916 152994  19958],[260882 152958  19949],[260887 152989  19952],"[986.3553205654828, 303.9375254481015, 798.3200000000003]",L4
2319,339858682,t,103664087107905050,864691135113227673,103664087107904070,864691134917399050,4704,[283094 142076  19406],[282970 142108  19406],[282976 142118  19398],"[1078.5360102198733, 268.1634708436691, 776.2400000000001]",L2/3
2352,323163301,t,102608693249625416,864691135926618068,102608624530166472,864691134917399050,10036,[275418 143090  18052],[275372 142982  18041],[275340 143022  18046],"[1047.59534451708, 269.528006613805, 722.0800000000002]",L2/3
2357,331122431,t,103312861929238720,864691135103964749,103312793209744666,864691134917399050,7960,[280164 146662  19754],[280132 146584  19743],[280164 146630  19751],"[1065.2618234132751, 285.41620108046146, 790.1600000000002]",L4
2360,318634722,t,102045949455042003,864691136311799869,102045949455033378,864691134917399050,21500,[270888 144740  18425],[270980 144768  18419],[270918 144744  18413],"[1028.969068685523, 274.52362956262306, 737.0000000000001]",L2/3
2396,329371927,t,103103199073960749,864691136273075134,103103199073957700,864691134917399050,3372,[278708 157590  21614],[278700 157636  21607],[278732 157600  21611],"[1055.650233664603, 328.4542686776855, 864.5600000000003]",L4
2408,306305498,t,100780343053178287,864691135334785001,100850711797378346,864691134917399050,5180,[262122 152352  19844],[262178 152460  19846],[262090 152400  19844],"[991.3847797364534, 301.79973676641663, 793.7600000000002]",L4
2413,331091876,t,103313343032733144,864691135322999964,103313343032734221,864691134917399050,4968,[280434 150596  20281],[280412 150634  20277],[280438 150562  20274],"[1064.9662309193372, 301.1864490518007, 811.2400000000002]",L4
2427,331091481,t,103243111727597596,864691135586056178,103243111727595342,864691134917399050,1596,[279960 151470  20355],[279968 151388  20356],[279940 151468  20363],"[1062.7727492951094, 304.50389842808, 814.2000000000003]",L4
2444,329231326,t,103242424599724915,864691135538143090,103242424599724801,864691134917399050,2316,[280032 146322  20707],[280024 146284  20709],[280026 146288  20706],"[1064.8543644228193, 284.01535805888597, 828.2800000000002]",L4
2455,339858467,t,103663606071524119,864691136906644334,103663606071500896,864691134917399050,10568,[282728 138920  19361],[282802 138946  19344],[282756 138904  19353],"[1078.1778352783135, 255.45991296757623, 774.4400000000002]",L2/3
2475,322303473,t,102890168427579062,864691135758594382,102890168427574111,864691134917399050,2048,[277146 143286  19503],[277096 143384  19502],[277086 143356  19506],"[1054.412712167976, 270.9114437509808, 780.1200000000001]",L2/3
2478,331283467,t,103102511744968690,864691136004767434,103102511744975768,864691134917399050,17396,[278684 152290  20595],[278678 152322  20611],[278635 152356  20600],"[1057.4023007198368, 307.3265741268368, 823.8000000000003]",L4
2479,333592741,t,103383299191464122,864691136602107857,103383367910965711,864691134917399050,5172,[280624 147552  18119],[280692 147686  18112],[280682 147612  18111],"[1066.7845472135823, 289.1230207723238, 724.7600000000001]",L4
2500,340052359,t,103663331193615576,864691135615770985,103663331193613382,864691134917399050,5556,[282912 136878  19350],[282878 136854  19351],[282902 136834  19353],"[1079.622922682872, 247.38714130022524, 774.0000000000001]",L2/3
2523,318176150,t,101975443472698792,864691136209038524,101975443472656884,864691134917399050,2068,[270764 143590  19470],[270834 143720  19459],[270820 143668  19464],"[1028.8758725319087, 269.8979047029982, 778.8000000000002]",L2/3
2548,333889211,t,103032555384963373,864691136194322508,103032555384970075,864691134917399050,4124,[278294 155436  21275],[278262 155558  21282],[278272 155506  21281],"[1054.7514691240772, 319.7267252489369, 851.0000000000002]",L4
2559,360685726,t,105775149500178514,864691136572071330,105704780756011728,864691134917399050,740,[298020 142194  19780],[297890 142262  19776],[297952 142252  19780],"[1137.9716809641664, 273.83722120617466, 791.2000000000003]",L2/3
2595,333569329,t,103033036488410261,864691135476413096,103032967768914669,864691134917399050,2696,[278192 159028  21786],[278224 158896  21787],[278248 158962  21788],"[1053.0927679754573, 334.00449112807803, 871.4400000000003]",L4
2597,345004440,t,104364888398346737,864691136334151347,104364888398332157,864691134917399050,956,[288220 120660  19525],[288224 120750  19512],[288282 120724  19518],"[1106.428095856282, 184.6124895756357, 781.0000000000001]",L2/3
2604,313154111,t,101551993922849148,864691137196925761,101551993922863909,864691134917399050,3472,[267746 134470  18457],[267766 134566  18469],[267734 134532  18461],"[1020.0292516319798, 232.50457799016155, 738.2800000000001]",L2/3
2613,315741215,t,102047186405216344,864691135210073024,102047186405201963,864691134917399050,780,[271382 153998  18046],[271360 153892  18030],[271344 153946  18039],"[1027.709997943521, 311.5869313700259, 721.8400000000001]",L4
2628,323209247,t,102820418225888854,864691135715227930,102820418225887293,864691134917399050,2756,[276838 148130  20098],[276934 148028  20094],[276864 148108  20099],"[1051.4966706284486, 290.10633634614135, 803.9200000000003]",L4
2637,295206190,t,100497493619438503,864691135448071666,100497493619443303,864691134917399050,13236,[260074 142502  18960],[259984 142522  18969],[259950 142451  18961],"[986.6578890339434, 261.835685817013, 758.4000000000001]",L2/3
2646,306570245,t,100709149473633809,864691136040991574,100709080754151046,864691134917399050,304,[261474 146170  17992],[261526 146094  17985],[261540 146128  17986],"[990.9578302856636, 276.9399265868021, 719.6800000000002]",L2/3
2701,318808637,t,101974893515744809,864691136577484564,101974893515739436,864691134917399050,528,[270600 139962  18120],[270554 139926  18117],[270540 139896  18114],"[1029.4871729487145, 255.38395307704823, 724.8000000000002]",L2/3
2730,295207519,t,100638231107904365,864691136903024050,100638231107902363,864691134917399050,4908,[260992 142444  19061],[261056 142438  19062],[261002 142444  19061],"[990.3361360976539, 261.92460453442516, 762.4400000000002]",L2/3
2760,322300775,t,102468024682041219,864691136717212790,102468024682031323,864691134917399050,3564,[274448 143972  19569],[274380 143930  19563],[274392 144008  19564],"[1043.4226236280701, 272.7044172268118, 782.7600000000001]",L2/3
2761,329573617,t,102962804780641137,864691135925568014,102962804780643529,864691134917399050,13356,[278018 160384  18813],[277954 160296  18807],[277980 160344  18810],"[1051.926683716922, 339.3471907735754, 752.5200000000001]",L4
2767,340191799,t,103734524638214060,864691135584351730,103734524638205157,864691134917399050,6364,[283198 142802  19487],[283320 142950  19493],[283196 142900  19488],"[1078.6973269373404, 271.09267703591047, 779.4800000000001]",L2/3
2774,359995011,t,105354380278320350,864691135181740290,105354448997772880,864691134917399050,2824,[295312 153184  20745],[295244 153304  20741],[295274 153240  20735],"[1123.3495335432494, 316.6858691288451, 829.8000000000003]",L4
2781,340825286,t,103948585942538286,864691135476412328,103948585942541671,864691134917399050,5288,[284744 164576  20596],[284738 164614  20600],[284724 164596  20598],"[1077.2668783799897, 358.3962215740607, 823.8400000000003]",L4
2785,319699430,t,102118104838206646,864691135571554597,102118104838205689,864691134917399050,11160,[271556 158274  17636],[271650 158272  17636],[271622 158254  17637],"[1026.9126376294369, 328.6865058831395, 705.4400000000002]",L4
2838,332283491,t,103521013157352332,864691135583663736,103521013157351527,864691134917399050,4172,[281886 124760  19385],[281940 124798  19385],[281922 124796  19382],"[1079.759152804368, 198.74190472608566, 775.4000000000001]",L2/3
2839,357995755,t,105284904819941109,864691136237478716,105284904819941155,864691134917399050,2952,[294610 159740  19978],[294632 159742  19983],[294598 159756  19982],"[1118.266646633193, 342.56534556596756, 799.1200000000002]",L4
31,118645041,t,86072108094236738,864691135739717012,86072108094229297,864691135858920808,480,[154908 143782  25952],[154842 143796  25944],[154848 143788  25947],"[567.1484051530093, 230.27291930404184, 1038.0800000000002]",L2/3
36,138923580,t,87266933569078611,864691136483178028,87266933569063641,864691135858920808,14460,[163812 133024  25381],[163842 133066  25371],[163860 133070  25374],"[606.3793614421622, 190.5088079894585, 1015.2400000000002]",L2/3
60,144641719,t,87900389638734045,864691135502364341,87970758382936863,864691135858920808,2360,[168480 133954  25075],[168542 133920  25082],[168508 133930  25078],"[624.65608948191, 195.84202429494397, 1003.0000000000002]",L2/3
68,145155868,t,88180902609740901,864691136966015950,88180902609753363,864691135858920808,1612,[170328 126850  25453],[170330 126880  25453],[170331 126871  25452],"[634.4965782761217, 168.17841100435967, 1018.1200000000002]",L2/3
73,131577601,t,86912890758061011,864691136487266066,86842453360937853,864691135858920808,5232,[160872 116488  25088],[160740 116336  25094],[160872 116422  25090],"[600.4289412409044, 123.5915543441656, 1003.5200000000002]",L2/3
79,159951560,t,88954752570146844,864691135207732345,88954752570157035,864691135858920808,976,[175662 125598  24941],[175742 125566  24937],[175672 125584  24942],"[656.1878643142875, 165.04902288358025, 997.6400000000002]",L2/3
88,145394865,t,88177329196737499,864691135589181380,88177329196738370,864691135858920808,8844,[170276 100156  25275],[170190 100062  25276],[170264 100130  25274],"[643.5955113665426, 61.79059752642399, 1011.0000000000002]",L1
147,122566577,t,86064754908802507,864691134940133219,86064754908797331,864691135858920808,1200,[154998  89134  24375],[155084  89190  24372],[155020  89199  24370],"[586.5585833630184, 12.544103926160199, 975.0000000000002]",L1
175,178231035,t,91064853158158395,864691135415667898,91135221902381792,864691135858920808,2028,[191488 118422  27365],[191572 118384  27363],[191546 118446  27363],"[721.7526919221161, 141.97155740845255, 1094.6000000000004]",L2/3
181,138221808,t,87479070459600639,864691135855941166,87479070459591060,864691135858920808,3080,[165038 140832  24420],[165104 140846  24411],[165090 140880  24413],"[608.5426520841092, 222.04937256269443, 976.8000000000003]",L2/3
184,157279384,t,89236983326826677,864691135699461922,89236983326820829,864691135858920808,17480,[178036 130814  23860],[177976 130846  23855],[177978 130782  23859],"[663.8293117506795, 186.66125999769818, 954.4000000000002]",L2/3
198,125382673,t,86212089533842089,864691136951560159,86212020814391771,864691135858920808,23332,[155936 137960  24682],[155960 137898  24691],[155924 137926  24686],"[573.2744406886702, 207.4319215890597, 987.2800000000002]",L2/3
206,138731369,t,87477283752904698,864691135617795215,87477283752917932,864691135858920808,12248,[164914 127656  24161],[164956 127652  24159],[164930 127642  24155],"[612.6419957796284, 169.50269794606425, 966.4400000000003]",L2/3
208,124488254,t,86350765706550985,864691135884173168,86350765706553327,864691135858920808,2428,[156838 122808  26947],[156762 122880  26945],[156787 122844  26944],"[582.1510464158351, 147.36901124694867, 1077.8800000000003]",L2/3
241,164624022,t,89443348116708048,864691136388811536,89443348116694526,864691135858920808,2648,[179646  95726  25358],[179668  95706  25344],[179641  95687  25350],"[682.4772884125098, 47.40462471442041, 1014.3200000000003]",L1
245,124257373,t,86139246821387273,864691135210384576,86139246821383444,864691135858920808,324,[155206 119886  24166],[155182 119818  24166],[155194 119828  24166],"[576.6665637479268, 135.1565349269957, 966.6400000000002]",L2/3
249,129965815,t,86702609360473019,864691135577029637,86702609360470879,864691135858920808,3012,[159316 122998  26535],[159328 122988  26533],[159304 123018  26534],"[591.9590898988324, 148.9900069396132, 1061.4000000000003]",L2/3
260,145700321,t,88040920968343423,864691135952028963,88040852248859694,864691135858920808,4164,[169338 132344  24774],[169410 132254  24775],[169400 132274  24775],"[628.6363126690558, 189.72564894834306, 990.9600000000003]",L2/3
268,160800686,t,89236296266143435,864691136370978440,89236296266136090,864691135858920808,2124,[177926 125818  24777],[177870 125904  24766],[177896 125880  24771],"[665.1327064465884, 166.7149566242238, 991.0800000000003]",L2/3
309,125117658,t,86631621670952206,864691136227189841,86631621670959371,864691135858920808,2180,[158992 118352  22691],[159046 118362  22696],[159050 118380  22696],"[592.2877238933279, 130.36377082767518, 907.6400000000002]",L2/3
311,131689681,t,86913577751111190,864691136966045646,86913577751103192,864691135858920808,4476,[161180 121640  23184],[161264 121708  23188],[161208 121652  23182],"[599.8601475624098, 144.22851055750536, 927.3600000000002]",L2/3
323,131966044,t,86844171415271151,864691136965829838,86844171415278626,864691135858920808,4432,[160484 129020  25874],[160550 129036  25877],[160514 129052  25876],"[594.5139039970114, 173.39353645736426, 1034.9600000000003]",L2/3
326,123772245,t,86417492251134933,864691136483203884,86417492251132882,864691135858920808,13840,[157470  95644  26235],[157542  95638  26236],[157544  95666  26231],"[594.1394209966006, 39.3468098487581, 1049.4000000000003]",L1
331,145700004,t,87970483504666967,864691136390532223,87970483504674322,864691135858920808,2012,[168886 132106  24755],[168930 132126  24758],[168930 132110  24758],"[626.9181649220017, 188.619694012872, 990.2000000000003]",L2/3
335,145565454,t,87899908870308227,864691136065215896,87899908870315995,864691135858920808,548,[168420 130466  26656],[168412 130420  26667],[168440 130416  26665],"[625.6329996771833, 181.92219848890852, 1066.2400000000002]",L2/3
352,139763857,t,87409388910223039,864691135345548959,87479757654385181,864691135858920808,3520,[164856 146078  24449],[164932 146068  24451],[164922 146050  24452],"[605.9885462380817, 242.89007272673138, 977.9600000000003]",L2/3
365,136986281,t,87264734545669482,864691136109021880,87264734545658160,864691135858920808,2200,[163736 116812  25230],[163598 116778  25218],[163658 116842  25225],"[611.7283938596426, 125.88107886180963, 1009.2000000000003]",L2/3
373,137300514,t,87617540339322058,864691135644646383,87617540339334321,864691135858920808,2280,[165938 123846  25325],[166010 123820  25337],[165970 123862  25334],"[618.0506627824864, 154.67768066944038, 1013.0000000000002]",L2/3
384,130112918,t,87193197570420232,864691135207722105,87193197570401179,864691135858920808,1600,[163174 108096  25278],[163260 108112  25267],[163165 108087  25275],"[612.5275459934867, 90.95382079784228, 1011.1200000000002]",L1
388,136024546,t,87548683423430353,864691135162202669,87548683423440688,864691135858920808,6340,[165768 135264  25150],[165792 135152  25155],[165764 135206  25155],"[613.3926733050131, 200.11661901561817, 1006.0000000000002]",L2/3
391,122578506,t,86558092166490093,864691135975765571,86558092166503005,864691135858920808,5368,[158436  94408  25382],[158410  94490  25392],[158372  94430  25386],"[598.4196153021717, 34.75839305136947, 1015.2800000000002]",L1
397,145565370,t,87900046309373842,864691135501821250,87900046309379658,864691135858920808,3592,[168286 131440  26758],[168320 131408  26768],[168262 131416  26767],"[624.7594805452613, 185.75665755456134, 1070.3200000000002]",L2/3
398,131836227,t,86984153056286021,864691136005131210,86913784312100635,864691135858920808,1288,[161348 123282  26200],[161310 123294  26190],[161328 123268  26194],"[599.9571514811606, 150.8300859936984, 1048.0000000000002]",L2/3
421,107528514,t,85436590440122497,864691135939818918,85436590440121280,864691135858920808,240,[150128 127184  26133],[150084 127180  26132],[150076 127190  26138],"[553.8876065979978, 162.46714310699952, 1045.3200000000002]",L2/3
434,150417167,t,88812847052145731,864691135408301810,88812847052147919,864691135858920808,18620,[174970 116498  26611],[174916 116626  26611],[174968 116570  26605],"[656.6028664259842, 128.54628877711522, 1064.4400000000003]",L2/3
442,130474817,t,87124753172754875,864691136237782588,87124753172760062,864691135858920808,22188,[162432 122436  26668],[162572 122322  26681],[162525 122338  26675],"[604.5715867255446, 147.8368704359098, 1066.7200000000003]",L2/3
450,145154010,t,87899358913670876,864691135876161619,87899358913672192,864691135858920808,3276,[168478 126344  25531],[168474 126434  25533],[168454 126402  25540],"[627.301140733564, 165.51716043908934, 1021.2400000000002]",L2/3
455,138924028,t,87337096154768884,864691135615811945,87407464898950856,864691135858920808,6548,[164334 131776  25342],[164454 131766  25333],[164414 131748  25339],"[608.8944974395741, 185.71778524744155, 1013.6800000000003]",L2/3
466,151475632,t,88603527257537098,864691135841351395,88603527257527188,864691135858920808,18248,[173116 130178  24497],[173098 130166  24488],[173060 130178  24491],"[644.4459243017841, 182.41171566847893, 979.8800000000002]",L2/3
469,131702728,t,87195259221957125,864691135864051326,87195259221964495,864691135858920808,6036,[162926 123320  25924],[162932 123316  25931],[162920 123276  25928],"[606.2318847426181, 151.53163463603153, 1036.9600000000003]",L2/3
536,151812610,t,88670597533623670,864691135753722061,88670597533605927,864691135858920808,2040,[173932 105556  24753],[173948 105606  24744],[173930 105535  24749],"[656.2812985880868, 84.58296858714742, 990.1200000000002]",L1
540,131578231,t,86983259502193397,864691136136603517,87053628246405761,864691135858920808,7184,[161726 116662  25071],[161870 116666  25080],[161806 116672  25079],"[603.7712819326334, 124.58262987126346, 1002.8400000000003]",L2/3
559,115133871,t,85853580292308737,864691134988722810,85853580292312311,864691135858920808,30960,[153626  88534  26919],[153632  88448  26923],[153618  88436  26922],"[581.3006406424854, 9.674925934540807, 1076.7600000000002]",L1
560,139764758,t,87549920239985794,864691135341145265,87549920239986740,864691135858920808,3192,[165870 144338  24313],[165824 144336  24317],[165858 144322  24314],"[610.6357159030655, 236.31006132059724, 972.5200000000002]",L2/3
564,138361540,t,87335721765311801,864691136105791193,87335721765333688,864691135858920808,4764,[164054 121228  25403],[164072 121280  25417],[164078 121236  25412],"[611.4560344757205, 143.58872411367722, 1016.1200000000002]",L2/3
572,114870671,t,85579801494596565,864691135373705033,85579801494603419,864691135858920808,5500,[151084 145876  23996],[151084 145816  24001],[151112 145868  23998],"[551.1805945497435, 237.2839118541901, 959.8400000000003]",L2/3
580,138924097,t,87407808496432837,864691136105801689,87407808496436517,864691135858920808,7068,[164424 133946  25435],[164504 133922  25432],[164470 133922  25428],"[608.4966156838375, 194.3961312942671, 1017.4000000000002]",L2/3
583,125391486,t,86421958950436196,864691135715499802,86421958950427368,864691135858920808,16572,[157304 128892  26074],[157264 128876  26068],[157316 128862  26073],"[581.8869311775712, 171.77486372419105, 1042.9600000000003]",L2/3
595,160301021,t,88955096234535871,864691137053906294,88955096234543520,864691135858920808,1012,[175772 127908  25359],[175830 127914  25370],[175838 127886  25363],"[655.8208709184594, 174.2922104207569, 1014.3600000000002]",L2/3
612,164625855,t,89724754374105261,864691135718485809,89724754374110049,864691135858920808,19896,[181550  95388  25499],[181594  95332  25498],[181622  95390  25504],"[690.1821417973712, 46.721547619366554, 1019.9600000000003]",L1
623,119298114,t,86001532990269872,864691135926474708,86001532990280378,864691135858920808,1648,[154314 142082  24398],[154262 142084  24404],[154256 142060  24404],"[565.3741056010275, 223.29171331224958, 975.9200000000003]",L2/3
635,152735236,t,88391664976443650,864691135568886150,88391664976439498,864691135858920808,3596,[171994 124436  23391],[171890 124388  23384],[171956 124414  23386],"[641.9767955961764, 159.13996086925624, 935.6400000000002]",L2/3
659,138362735,t,87476527973093639,864691135012394742,87476527973083402,864691135858920808,3532,[165150 121746  25376],[165108 121690  25370],[165122 121752  25376],"[615.6427653331817, 146.0349303043291, 1015.0400000000003]",L2/3
686,131351406,t,86701921695680119,864691135274407397,86701921695686086,864691135858920808,2452,[159378 117742  22722],[159408 117686  22726],[159400 117682  22724],"[594.038508519486, 128.06762423113378, 908.8800000000002]",L2/3
691,137714656,t,87336821209754929,864691135724581803,87336821209751072,864691135858920808,3572,[163952 129468  24858],[164064 129472  24853],[164018 129476  24851],"[608.1769337579362, 176.3877418197401, 994.3200000000003]",L2/3
696,118048723,t,85857909216783956,864691135945822756,85857909216783181,864691135858920808,24736,[153498 120958  23884],[153442 120980  23882],[153464 121034  23890],"[569.4868377456621, 138.8327697579611, 955.3600000000002]",L2/3
726,159839895,t,89236640064790535,864691136273852685,89236640064783393,864691135858920808,18852,[177848 128456  26243],[177734 128542  26234],[177770 128524  26240],"[663.9022263033104, 177.19961048675054, 1049.7200000000003]",L2/3
734,139160508,t,87196015001884596,864691135113511065,87266383746092295,864691135858920808,1888,[163316 128790  24795],[163420 128766  24790],[163362 128740  24791],"[605.8789808203226, 173.46433758896538, 991.8000000000003]",L2/3
735,130119733,t,86627224161230442,864691135544574248,86627224161229815,864691135858920808,5568,[159262  85534  26752],[159140  85616  26749],[159198  85582  26752],"[604.8047228292376, -0.3145713780568913, 1070.0800000000002]",unidentified
745,137716640,t,87618227467230233,864691135490940135,87618227467220378,864691135858920808,2496,[166148 129106  25056],[166098 129016  25050],[166086 129153  25045],"[617.0537095014729, 175.71082794119877, 1002.2400000000002]",L2/3
752,125011304,t,86423470778547094,864691135563767236,86423539498036983,864691135858920808,6984,[157546 140414  25750],[157468 140536  25744],[157530 140523  25745],"[578.83441377357, 217.7718517288232, 1030.0000000000002]",L2/3
759,139258639,t,87618090095273169,864691135807321629,87688458839449439,864691135858920808,272,[166384 128152  25420],[166468 128132  25414],[166400 128118  25419],"[618.3267036107965, 171.99162399443443, 1016.8000000000003]",L2/3
766,130923972,t,87125440032421007,864691136311979581,87195808776578913,864691135858920808,3004,[162822 127368  24491],[162860 127376  24494],[162846 127352  24492],"[604.406241961642, 167.6257623985501, 979.6400000000002]",L2/3
778,164564398,t,89516946810715909,864691136952003807,89516946810710478,864691135858920808,11836,[179862 119580  26532],[179874 119554  26525],[179806 119632  26530],"[675.0219482816503, 142.53284058927633, 1061.2800000000002]",L2/3
830,117715103,t,85858046655417653,864691136084398956,85858046655414462,864691135858920808,2476,[153534 121720  23581],[153430 121726  23582],[153494 121738  23580],"[569.3646390782925, 141.88172162470042, 943.2400000000002]",L2/3
839,152373855,t,88672590465872229,864691135278524065,88672590465861904,864691135858920808,7960,[174048 120150  25552],[174010 120134  25542],[174026 120116  25545],"[651.6557292893641, 142.77727054758608, 1022.0800000000003]",L2/3
863,130732331,t,86704808584718030,864691135416009914,86704808584727474,864691135858920808,4640,[159634 139306  27786],[159736 139268  27794],[159710 139242  27791],"[587.5409061438897, 214.08464159030893, 1111.4400000000003]",L2/3
897,152373383,t,88602359160610173,864691136951546847,88602359160602675,864691135858920808,300,[173256 121432  25506],[173122 121394  25502],[173178 121358  25501],"[648.0528498369995, 147.60964756637597, 1020.2400000000002]",L2/3
899,109581811,t,85368282945007316,864691136486805522,85368214225501607,864691135858920808,8756,[149646 142608  23799],[149614 142524  23796],[149646 142604  23795],"[546.5897825155173, 223.76033492845036, 951.9600000000003]",L2/3
902,136986228,t,87264871984608550,864691135012857750,87264871984594464,864691135858920808,268,[163498 117662  25232],[163626 117648  25221],[163600 117614  25218],"[610.4836869817171, 129.18516856822586, 1009.2800000000002]",L2/3
910,132384895,t,86985733470165993,864691135118023901,86985733470168508,864691135858920808,22660,[161316 135262  25305],[161314 135280  25306],[161330 135210  25309],"[595.6531353673373, 198.55657999118318, 1012.2000000000003]",L2/3
922,136986205,t,87264390948274412,864691135866967830,87264390948273988,864691135858920808,30100,[163606 114000  25258],[163576 113906  25264],[163652 113982  25267],"[612.1907004110604, 114.63055991144496, 1010.3200000000003]",L2/3
931,118048676,t,85857909216745490,864691135132924320,85857909216737325,864691135858920808,9628,[153408 120902  23847],[153444 120890  23843],[153411 120882  23841],"[569.1477305407246, 138.5782460781993, 953.8800000000002]",L2/3
933,145153057,t,87758896303102234,864691135697374741,87758896303075657,864691135858920808,2148,[167380 128264  25441],[167324 128268  25426],[167378 128218  25433],"[622.2564975152432, 172.78514769828618, 1017.6400000000002]",L2/3
955,145795332,t,88322121000330269,864691135491391583,88322121000332150,864691135858920808,1772,[171148 130564  24531],[171226 130688  24532],[171202 130634  24534],"[636.4693111716034, 183.263750275423, 981.2400000000002]",L2/3
958,143529450,t,87824729561518761,864691135761784886,87824729561522481,864691135858920808,4704,[167958  94874  25194],[167950  94850  25197],[167982  94914  25198],"[636.2002206586084, 39.934887898385234, 1007.7600000000002]",L1
985,129965891,t,86702678079910900,864691135771789131,86702746799388881,864691135858920808,10672,[159440 123522  26531],[159366 123610  26525],[159394 123544  26524],"[592.2705240322869, 151.12126027521637, 1061.2400000000002]",L2/3
995,158370895,t,89165927521856123,864691135403786478,89095558777704094,864691135858920808,13960,[177204 125990  24670],[177128 126064  24683],[177180 126046  24677],"[662.195733007489, 167.14863279145567, 986.8000000000003]",L2/3
1012,137934155,t,87408358118149509,864691136175499782,87408358118154615,864691135858920808,3504,[164498 138148  24512],[164418 138112  24519],[164472 138232  24510],"[607.32657559037, 211.1659698796465, 980.4800000000002]",L2/3
1013,137717446,t,87688733650364383,864691135517333386,87688733650369788,864691135858920808,2004,[166710 129790  25038],[166712 129890  25046],[166760 129848  25046],"[619.0546970706255, 178.63234274487448, 1001.5200000000002]",L2/3
1015,117694140,t,85998303241845307,864691135403996142,85998303241848228,864691135858920808,14296,[154228 118236  24791],[154176 118194  24797],[154228 118238  24797],"[573.3446779911266, 128.24069665396138, 991.6400000000002]",L2/3
1025,123074442,t,86349665792226584,864691136521831825,86349665792216555,864691135858920808,3456,[156726 114808  23799],[156822 114744  23790],[156756 114760  23796],"[584.4937349590151, 115.4517351352619, 951.9600000000003]",L2/3
1027,118048834,t,85857977936162777,864691135644585199,85857909216689923,864691135858920808,2220,[153492 121040  23795],[153506 120996  23802],[153500 121000  23800],"[569.4343419892867, 139.1574298811092, 951.8000000000003]",L2/3
1054,137410772,t,87547515192472476,864691136662432990,87617883936653722,864691135858920808,5048,[165824 126578  25292],[165946 126574  25279],[165928 126562  25284],"[616.6439600434102, 165.52435331149405, 1011.6800000000003]",L2/3
