,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
216,339680150,t,104013595171473533,864691135355248591,104013595171461762,864691135847953246,6288,[285542 124984  25168],[285630 125000  25156],[285623 124859  25162],"[1094.2494125237597, 200.90906075751764, 1006.7200000000003]",L2/3
228,366811806,t,106196400563777568,864691135341123525,106126031819634513,864691135847953246,6184,[301092 135016  24981],[301084 135056  24992],[301042 135090  24988],"[1152.7153371000884, 246.3054488014476, 999.2400000000002]",L2/3
231,329708411,t,103521151266919538,864691135341325509,103521151266928512,864691135847953246,4320,[281698 125672  24093],[281810 125802  24099],[281738 125750  24094],"[1078.6920702418595, 202.31048186617818, 963.7200000000003]",L2/3
247,339679129,t,103731982755866570,864691136543676066,103802351500075098,864691135847953246,2032,[283616 123678  25216],[283706 123596  25216],[283650 123656  25225],"[1087.0300301697746, 195.03349181255845, 1008.6400000000002]",L2/3
258,351375891,t,104718244484926087,864691134947420412,104718244484919186,864691135847953246,6656,[290448 131790  23900],[290388 131874  23901],[290488 131779  23899],"[1111.42600933855, 229.7398095140474, 956.0000000000002]",L2/3
281,343961336,t,104505076802456001,864691136662196190,104505076802447289,864691135847953246,2004,[289264 116748  25058],[289176 116844  25051],[289198 116774  25059],"[1111.9520179780284, 169.3879973216104, 1002.3200000000003]",L2/3
285,365241152,t,106056212361360301,864691135122443559,106056212361362318,864691135847953246,1000,[300266 139230  21302],[300300 139274  21298],[300280 139264  21298],"[1147.9548126178386, 262.80934405844374, 852.0800000000003]",L2/3
296,343888351,t,104224357739854786,864691135307350086,104224357739842830,864691135847953246,940,[287082 122188  24969],[287032 122156  24964],[287108 122216  24970],"[1101.3607216908947, 190.3044986293852, 998.7600000000002]",L2/3
300,343130007,t,104154263940318171,864691135758562638,104154263940304622,864691135847953246,2364,[286608 124382  25139],[286606 124478  25125],[286604 124455  25132],"[1098.7070577449595, 198.88185601158878, 1005.5600000000003]",L2/3
315,324151666,t,102600722662774490,864691136693224310,102530353918590036,864691135847953246,9380,[275050  83770  24762],[274956  83840  24764],[274998  83784  24766],"[1066.8092605606535, 33.02263539727108, 990.4800000000002]",L1
335,339679056,t,103732051475441766,864691135454049642,103732051475453707,864691135847953246,8628,[283592 124396  25293],[283608 124266  25306],[283582 124336  25298],"[1086.6840841855865, 197.88619603417413, 1011.7200000000003]",L2/3
342,356288592,t,105209588944874337,864691135859005288,105209588944880206,864691135847953246,3188,[294352 123054  25423],[294354 123066  25429],[294314 123046  25428],"[1130.028156018525, 196.2898060626769, 1016.9200000000003]",L2/3
363,356439305,t,105281125852747414,864691135781081680,105281125852734750,864691135847953246,1028,[294560 131422  24640],[294668 131444  24634],[294590 131422  24640],"[1127.9397129860874, 229.70694857516983, 985.6000000000003]",L2/3
365,328936321,t,103381100973834405,864691135155902820,103381100973842825,864691135847953246,16840,[280794 131186  24514],[280714 131180  24518],[280768 131170  24519],"[1073.1675231515173, 223.9673969615142, 980.5600000000003]",L2/3
389,311721645,t,101340476313106524,864691135584251634,101340476313120793,864691135847953246,1716,[265996 131544  25732],[266026 131580  25737],[265984 131578  25736],"[1014.0759595584561, 220.23502504446213, 1029.2800000000002]",L2/3
427,441973828,t,112389399605442725,864691135739297940,112389468324892442,864691135847953246,29180,[346192 139432  23047],[346164 139538  23044],[346139 139508  23042],"[1330.8893415959444, 279.6251279402177, 921.8800000000002]",L2/3
432,304654577,t,101130606695567735,864691136907490670,101130537976062119,864691135847953246,6624,[264616 140512  23142],[264576 140476  23132],[264461 140491  23140],"[1005.4505140211458, 255.4894215544422, 925.6800000000003]",L2/3
434,349493153,t,105210619670084430,864691135348298967,105210688389563641,864691135847953246,5208,[294192 130710  25064],[294214 130828  25055],[294188 130764  25058],"[1126.7215339458417, 226.74149282167997, 1002.5600000000003]",L2/3
438,354695148,t,105002468240598068,864691136922743012,105002468240593009,864691135847953246,9796,[292410 152596  23837],[292416 152608  23831],[292410 152592  23836],"[1111.9906957947428, 313.33111533711843, 953.4800000000002]",L4
460,322793865,t,102746133075680502,864691135738097556,102746133075691801,864691135847953246,3452,[276264 118712  24852],[276200 118672  24862],[276240 118643  24858],"[1059.4651981622321, 172.6820042469409, 994.0800000000003]",L2/3
462,352537795,t,104787651357448654,864691135341342641,104787651357455998,864691135847953246,5208,[291284 124942  25159],[291272 125076  25161],[291326 125016  25158],"[1117.1446545143126, 202.74349314766638, 1006.3600000000002]",L2/3
463,339491016,t,103873338652686112,864691136118439960,103943707396824609,864691135847953246,2808,[284594 128640  24922],[284722 128662  24919],[284662 128686  24917],"[1089.1972766466542, 215.1469174459122, 996.8800000000002]",L2/3
467,367831623,t,105987974323625113,864691136575416226,105987974323616999,864691135847953246,9680,[299968 155166  24356],[299980 155272  24357],[299968 155200  24358],"[1141.2116928720066, 326.20688924824884, 974.2400000000002]",L4
468,371153857,t,106546870096242523,864691136273221054,106546870096258628,864691135847953246,1720,[303818 124896  26332],[303936 124858  26343],[303886 124938  26337],"[1167.105908554506, 206.92983364161412, 1053.2800000000002]",L2/3
478,311722139,t,101410845057175838,864691135446613076,101410845057173629,864691135847953246,11432,[266706 131598  25639],[266660 131546  25638],[266678 131584  25638],"[1016.8863268606033, 220.69772540865333, 1025.5600000000002]",L2/3
486,356398321,t,105351563316805090,864691135428795184,105351563316821713,864691135847953246,4280,[295146 132000  25008],[295176 131970  25021],[295156 131984  25015],"[1130.073289281182, 232.21444377815845, 1000.3200000000003]",L2/3
487,367949493,t,106058617945500958,864691135013270934,106058617945481850,864691135847953246,6312,[300264 157256  24179],[300304 157346  24166],[300300 157316  24175],"[1141.6625653851765, 334.63826932370904, 967.1600000000003]",L4
495,358790641,t,105563700341317518,864691135692847764,105563700341317494,864691135847953246,5180,[296664 139782  24841],[296542 139772  24844],[296612 139801  24844],"[1133.4091995277458, 263.7532020103222, 993.6400000000002]",L2/3
497,324560265,t,102606632538128993,864691135876305235,102606632538134445,864691135847953246,2116,[275308 127734  25078],[275300 127816  25079],[275273 127811  25065],"[1052.510473192452, 208.2993949514088, 1003.1200000000002]",L2/3
501,342666147,t,104505832649601701,864691135937411381,104505832649608471,864691135847953246,1072,[288956 122250  24545],[288948 122236  24550],[288994 122222  24547],"[1108.806582523589, 191.2048743621483, 981.8000000000003]",L2/3
504,390865089,t,108167412595196494,864691135446631764,108167412595195126,864691135847953246,4524,[315784 140288  24692],[315730 140188  24689],[315760 140222  24690],"[1209.4217668144813, 272.4351712846007, 987.6800000000003]",L2/3
513,311361590,t,101621607625287659,864691135510419408,101621607625281050,864691135847953246,20684,[268010 129034  25188],[267980 129066  25185],[268050 129042  25185],"[1022.9763477034696, 210.9353569391962, 1007.5200000000002]",L2/3
545,437117550,t,112038655463495688,864691135964837066,112038655463500720,864691135847953246,648,[343948 147322  23732],[343932 147266  23743],[343930 147312  23741],"[1319.196862744757, 310.2827226650902, 949.2800000000002]",L4
555,339563590,t,103732188914447420,864691136002204874,103732120195006363,864691135847953246,4064,[283488 125152  25364],[283488 125092  25376],[283502 125057  25370],"[1086.0061082251116, 200.86243201222055, 1014.5600000000003]",L2/3
556,356399154,t,105492369524650561,864691135462406813,105492369524649570,864691135847953246,6880,[296098 132540  25003],[296104 132468  25000],[296070 132496  25004],"[1133.6785422871803, 234.69811339441972, 1000.1200000000002]",L2/3
564,373067526,t,106685683036677674,864691135711594388,106685683036681449,864691135847953246,1948,[304740 110584  23343],[304726 110612  23349],[304714 110621  23347],"[1175.7693665618863, 150.22110994451126, 933.7200000000003]",L2/3
569,311361436,t,101551238881116624,864691135081916663,101621607625262265,864691135847953246,5584,[267776 128830  25182],[267854 128810  25167],[267828 128845  25172],"[1022.1150285521379, 210.04088429034147, 1007.2800000000002]",L2/3
572,324092669,t,102675627093787670,864691135994229194,102675627093798178,864691135847953246,34724,[275988 117710  26307],[275936 117652  26317],[275933 117719  26315],"[1058.7147194324716, 168.59303595699575, 1052.2800000000002]",L2/3
575,317761842,t,102182358488781399,864691135925522702,102182358488787225,864691135847953246,56232,[272130 112816  25072],[272146 112786  25075],[272080 112774  25074],"[1045.0476036715477, 147.7465411250699, 1002.8800000000002]",L2/3
607,338732217,t,104080459222397433,864691136091251892,104080459222385220,864691135847953246,13780,[285866  98938  25197],[285828  98950  25195],[285850  98906  25196],"[1104.6207147549087, 97.23446617412817, 1007.8800000000002]",L1
609,330369155,t,103311213735340173,864691136723670525,103311213735328222,864691135847953246,2740,[280440 134388  27770],[280466 134450  27757],[280484 134386  27765],"[1070.6406207059074, 236.6032461229426, 1110.8000000000002]",L2/3
612,344663307,t,104363720838493695,864691136388399735,104363720838500094,864691135847953246,4480,[287894 112170  24812],[287834 112170  24819],[287870 112148  24816],"[1108.0888669936808, 150.66806653989707, 992.4800000000002]",L2/3
616,354240800,t,105140594522791013,864691135799743586,105210963266970056,864691135847953246,8472,[293904 133134  24605],[294036 133028  24606],[293960 133135  24610],"[1124.7288555719588, 236.30019319873216, 984.2000000000003]",L2/3
620,343165108,t,104365507612068169,864691135385300053,104365507612081957,864691135847953246,3980,[287884 125558  25363],[287872 125464  25371],[287838 125488  25365],"[1103.3816548701345, 204.01279878239643, 1014.5200000000002]",L2/3
641,343251687,t,104366332312966376,864691135404012782,104366332312962351,864691135847953246,27272,[287826 131334  25969],[287804 131274  25967],[287830 131290  25971],"[1101.1368914197355, 227.0086609547906, 1038.7600000000002]",L2/3
642,352991283,t,105070294296782723,864691135730553017,105070294296792169,864691135847953246,3772,[293348 133562  23071],[293258 133488  23082],[293282 133512  23080],"[1122.3641079318188, 237.8118441499945, 922.8400000000003]",L2/3
677,311014710,t,101831683267231900,864691136723388925,101831683267224547,864691135847953246,3672,[269460 121326  26928],[269492 121250  26922],[269512 121284  26926],"[1031.4414628127977, 180.72618531556782, 1077.1200000000003]",L2/3
719,342340849,t,104289641444116431,864691135873841038,104289710163572367,864691135847953246,2768,[287330  84672  26515],[287340  84802  26511],[287320  84732  26515],"[1115.4278862110864, 40.89799595175107, 1060.6000000000004]",L1
757,344147913,t,104505832649614392,864691136056713688,104505832649610255,864691135847953246,2736,[289124 122186  24565],[289120 122122  24560],[289110 122120  24560],"[1109.4983372308502, 191.00841717856326, 982.6000000000003]",L2/3
764,366834098,t,106195095027889867,864691136001931978,106195095027888836,864691135847953246,8264,[301166 125412  25974],[301242 125462  25978],[301204 125440  25974],"[1156.3583857441174, 208.06143137940842, 1038.9600000000003]",L2/3
793,345195535,t,104220646820910609,864691136586529442,104220646820931044,864691135847953246,7492,[287088  94746  24370],[286942  94644  24378],[287023  94768  24375],"[1110.9515419335737, 80.95629074707634, 974.8000000000003]",L1
798,325029645,t,102536745031373340,864691135560477409,102536745031375792,864691135847953246,13760,[274874 131658  26384],[274810 131736  26384],[274828 131716  26382],"[1049.4130826583973, 223.78436456324678, 1055.3600000000004]",L2/3
804,359023762,t,105491957341649454,864691135937159940,105491957341654548,864691135847953246,340,[296058 129366  25722],[295972 129362  25726],[296016 129368  25726],"[1134.6256804454101, 222.03648058860733, 1028.8800000000003]",L2/3
822,339679575,t,103872445366350039,864691136451100415,103872445366327207,864691135847953246,3360,[284252 121890  25228],[284298 121918  25215],[284330 121956  25223],"[1090.1876873538513, 188.13043154135633, 1009.1200000000002]",L2/3
849,339049062,t,103943020202155441,864691136423021615,103943020202186249,864691135847953246,6280,[284760 123232  24993],[284744 123176  25000],[284617 123164  25006],"[1091.7441029533043, 193.65510514997604, 999.7200000000003]",L2/3
860,307953510,t,101333466792201520,864691135683463666,101333466792202365,864691135847953246,45700,[265822  79272  24690],[265968  79216  24691],[265899  79206  24695],"[1031.6058279882066, 11.882007612902846, 987.6000000000003]",L1
862,339050016,t,104083551532062259,864691135462739262,104083551532069241,864691135847953246,620,[285902 122002  25023],[285766 121892  25026],[285871 121972  25034],"[1096.7235265885058, 189.1519546682359, 1000.9200000000003]",L2/3
880,356288804,t,105280026408606296,864691136521839505,105280026408598627,864691135847953246,1340,[294746 123086  25469],[294664 123202  25464],[294712 123126  25471],"[1131.5870029276457, 196.5546764346029, 1018.7600000000002]",L2/3
881,371926971,t,106478425161907538,864691135738256532,106478356442448496,864691135847953246,3228,[303354 138970  23787],[303366 138866  23788],[303346 138936  23786],"[1160.3504515011255, 262.8498493068474, 951.4800000000002]",L2/3
985,351186650,t,104997932822008190,864691135653149636,104997932822011810,864691135847953246,7132,[292764 118628  24118],[292694 118726  24115],[292748 118658  24121],"[1125.2433325658506, 178.09956184972748, 964.7200000000003]",L2/3
987,343787083,t,104365851209677955,864691135995104714,104365851209685990,864691135847953246,4148,[288144 127880  25592],[288126 127866  25596],[288094 127908  25597],"[1103.6081948175097, 213.35609711073008, 1023.6800000000003]",L2/3
993,354682708,t,104861318569378953,864691135660508656,104861318569378930,864691135847953246,15396,[291506 149560  24650],[291372 149574  24649],[291438 149614  24648],"[1109.4468751063707, 300.9181717577168, 986.0000000000002]",L4
1051,359285557,t,105422687975107396,864691136333822387,105493056719296305,864691135847953246,46788,[295948 137924  24897],[296026 137842  24909],[295982 137874  24903],"[1131.203839392512, 256.09986896687496, 995.8800000000002]",L2/3
1063,349564638,t,105069813462258644,864691135058889115,105069813528820812,864691135847953246,9596,[293180 130062  25088],[293110 130160  25090],[293168 130092  25087],"[1122.914845493168, 223.80654971758364, 1003.5200000000002]",L2/3
1086,331131040,t,103095296669752363,864691136378797269,103095296669759900,864691135847953246,3236,[278708  98792  24239],[278770  98778  24248],[278728  98818  24242],"[1076.1485671129103, 94.15724524409167, 969.5600000000003]",L1
1101,420713014,t,110279093261997073,864691136723378941,110279093262001076,864691135847953246,16120,[331220 144698  24026],[331168 144606  24035],[331194 144689  24031],"[1269.3933849513894, 295.38938993915036, 961.0400000000003]",L4
1113,356554919,t,105492987663997044,864691135937382197,105492987663994215,864691135847953246,20520,[296238 136924  22092],[296282 136944  22086],[296273 136882  22082],"[1132.708048213289, 252.2161908360952, 883.6800000000003]",L2/3
1119,356425605,t,105633382158987452,864691135736296084,105633382158994983,864691135847953246,3288,[297254 134354  26739],[297308 134428  26748],[297284 134376  26746],"[1137.6525445017796, 242.32951027823862, 1069.5600000000002]",L2/3
1139,362571720,t,105773981940270697,864691135569311366,105773981940284345,864691135847953246,1576,[298454 133506  24978],[298372 133462  24992],[298388 133488  24984],"[1142.72991133202, 239.3687654275002, 999.1200000000002]",L2/3
1151,311236484,t,101339033204305261,864691135952035619,101339033204300091,864691135847953246,24436,[266016 120936  25938],[265920 120998  25936],[266000 120992  25937],"[1017.8538476105721, 177.97146407445305, 1037.5200000000002]",L2/3
1164,366834363,t,106195095027921104,864691135564677463,106195163747381251,864691135847953246,19244,[301600 125624  26007],[301564 125698  25997],[301636 125702  26000],"[1158.0138716701547, 209.0575068528001, 1040.2800000000002]",L2/3
1180,304653823,t,100989937926641961,864691135491316063,100989937926650520,864691135847953246,13404,[263508 141386  23085],[263500 141364  23092],[263504 141340  23088],"[1000.7306826425573, 258.58584396711325, 923.4000000000002]",L2/3
1194,356439581,t,105281125852733171,864691135617754511,105281125852739987,864691135847953246,3664,[294816 131316  24625],[294864 131404  24632],[294872 131344  24634],"[1128.9967703918585, 229.37380950375245, 985.0000000000002]",L2/3
1205,390864653,t,108096975131516960,864691135564343794,108096975131524466,864691135847953246,3148,[315334 139658  24677],[315330 139802  24683],[315340 139708  24679],"[1207.8482488296402, 269.76788030846365, 987.0800000000003]",L2/3
1209,357798457,t,105352250175937319,864691136535199650,105352250175938969,864691135847953246,2704,[295210 137054  22364],[295228 136958  22365],[295258 137014  22361],"[1128.5663746285068, 252.37582766492463, 894.5600000000003]",L2/3
1220,325412301,t,102746476471589588,864691135644699631,102746476471579957,864691135847953246,4220,[276406 121316  23190],[276418 121374  23185],[276418 121338  23188],"[1059.1232225342887, 183.10787268414518, 927.6000000000003]",L2/3
1249,357754882,t,105630701696971370,864691136008450476,105630701696970632,864691135847953246,5824,[297044 114556  23849],[297044 114624  23849],[297008 114610  23847],"[1143.717778535055, 163.36564892304904, 953.9600000000003]",L2/3
1259,336862147,t,103733632224650194,864691135354957007,103733563505154633,864691135847953246,3168,[283532 135908  26766],[283578 135844  26761],[283586 135909  26764],"[1082.4316498160003, 243.73805211364345, 1070.6400000000003]",L2/3
1262,357935348,t,105351563450938387,864691135508838409,105421932195106468,864691135847953246,24176,[295412 131922  25944],[295490 131846  25939],[295416 131868  25945],"[1131.1604330316889, 231.9963647426372, 1037.7600000000002]",L2/3
1275,311014667,t,101831683267183504,864691135732172692,101831683267185346,864691135847953246,1172,[269470 121092  26879],[269456 121172  26884],[269448 121156  26881],"[1031.5628883759332, 179.79723330786388, 1075.1600000000003]",L2/3
1277,308822804,t,101759252670041530,864691136907019118,101759321389523124,864691135847953246,10392,[268834 106168  24652],[268912 106206  24664],[268846 106182  24657],"[1034.2314182830519, 120.10667040102906, 986.0800000000003]",L2/3
1281,349912306,t,104721886617006723,864691135117930461,104721886617009535,864691135847953246,15548,[290626 159076  23748],[290690 159034  23756],[290636 159042  23753],"[1102.6227735771406, 338.53053853140915, 949.9200000000003]",L4
1288,342687896,t,104366469818827669,864691135134715161,104366469818816198,864691135847953246,17820,[288026 132624  26246],[288128 132588  26241],[288062 132606  26246],"[1101.4841235456308, 232.21875019114214, 1049.8400000000001]",L2/3
1297,336137762,t,103593925595898166,864691136378790101,103593925595917089,864691135847953246,1704,[282470 143824  27613],[282410 143682  27625],[282414 143756  27620],"[1075.4401153001447, 274.9113234388284, 1104.5200000000002]",L2/3
1315,344146136,t,104294863922771772,864691136008777644,104294863922766409,864691135847953246,4916,[287290 123328  24755],[287388 123326  24747],[287329 123317  24758],"[1101.7921254927776, 194.91966003064957, 990.2000000000003]",L2/3
1316,335110284,t,103727172258577680,864691135307074886,103727172258585847,864691135847953246,5744,[283524  87834  24462],[283414  87844  24469],[283488  87862  24470],"[1099.1594722930652, 52.17100746562518, 978.4800000000002]",L1
1320,359098689,t,105280850974977803,864691135888543881,105210482230810942,864691135847953246,3512,[294486 129628  24747],[294420 129646  24754],[294490 129626  24756],"[1128.2702689654093, 222.53245732181014, 989.8800000000002]",L2/3
1322,420716579,t,110771743190650795,864691135739884436,110771743190657130,864691135847953246,1368,[334660 145344  23935],[334658 145370  23942],[334646 145348  23939],"[1282.875813557872, 299.16282005922733, 957.4000000000002]",L4
1342,349212391,t,105208626871924363,864691135463536965,105208626871930947,864691135847953246,8040,[294006 115616  25158],[293948 115692  25167],[293937 115709  25163],"[1131.2424802145943, 166.53039785708842, 1006.3200000000003]",L2/3
1392,338602132,t,103940340142558926,864691136729867382,103940340142551272,864691135847953246,408,[285064 103480  24986],[285160 103430  24977],[285120 103424  24982],"[1099.8414766291908, 115.05373582632456, 999.4400000000003]",L2/3
1411,364698855,t,105911901997337060,864691136390532223,105911901997326356,864691135847953246,15188,[299212 112732  25592],[299262 112810  25581],[299315 112733  25579],"[1152.9926672559934, 156.85322700687934, 1023.6800000000003]",L2/3
1424,351307806,t,104858569790789781,864691135382972139,104858569790800529,864691135847953246,9512,[291660 128782  25052],[291540 128872  25059],[291650 128814  25054],"[1117.3042191316383, 218.17612594744813, 1002.0800000000003]",L2/3
1431,424510512,t,111052874569936350,864691136544678562,111052874569938911,864691135847953246,1924,[336862 142616  23886],[336776 142560  23899],[336838 142544  23895],"[1292.6013399235264, 289.0600112957715, 955.4400000000003]",L4
1446,311377471,t,101340338807348699,864691135751072392,101340338807347623,864691135847953246,2604,[266204 130726  25525],[266222 130636  25525],[266222 130650  25525],"[1015.1899671375387, 217.047989570272, 1021.0000000000002]",L2/3
1466,317668255,t,101903220175545231,864691136065822872,101903220175549518,864691135847953246,12928,[270328 130000  26569],[270354 129966  26577],[270317 130083  26576],"[1031.8762951541994, 215.592761299379, 1062.7600000000002]",L2/3
1533,343343843,t,104362964924223271,864691136906644334,104362964924216345,864691135847953246,3320,[287848 106650  24781],[287808 106600  24766],[287826 106590  24775],"[1109.8299659691002, 128.65605094936578, 991.2400000000002]",L2/3
1540,362609956,t,105844350684548439,864691136557475490,105844350684529290,864691135847953246,4684,[298834 133736  25078],[298826 133726  25076],[298828 133740  25078],"[1144.1639439897917, 240.41774127872097, 1003.1200000000002]",L2/3
1554,333027939,t,103381925875605054,864691135359197528,103381857156089689,864691135847953246,6180,[280744 136926  26225],[280800 136878  26215],[280728 136920  26221],"[1070.9671883584128, 246.82259608115112, 1049.0000000000002]",L2/3
1576,353326708,t,104791843044363631,864691136723390717,104791911763857731,864691135847953246,2132,[291160 156346  23767],[291216 156362  23762],[291202 156316  23766],"[1105.7023861630691, 327.83825709475644, 950.6800000000003]",L4
1586,338602671,t,104010502728158991,864691136740562524,104080871472359988,864691135847953246,844,[285672 101850  24883],[285780 101868  24886],[285732 101894  24886],"[1102.8324775776646, 108.77050916112867, 995.3200000000003]",L2/3
1603,338791769,t,103871758171557596,864691135323221404,103871758171562957,864691135847953246,3996,[284344 116826  25217],[284338 116904  25225],[284276 116846  25222],"[1092.3197137278455, 167.98358505014104, 1008.6800000000003]",L2/3
1628,343129998,t,104154470098765328,864691135340983749,104154470098771224,864691135847953246,5076,[286614 125904  25136],[286508 125782  25141],[286651 125818  25127],"[1098.2003622558657, 204.9487810713973, 1005.4400000000003]",L2/3
1642,295325524,t,100497081772893156,864691135876173907,100497081772884402,864691135847953246,5724,[259898 139330  23031],[259866 139252  23024],[259884 139286  23023],"[987.0624000304693, 249.13460984473065, 921.2400000000002]",L2/3
1645,346368854,t,104224907696597644,864691136618442381,104224907696598400,864691135847953246,10236,[286846 126424  26127],[286760 126418  26126],[286826 126394  26126],"[1098.9435469907796, 207.10174657269795, 1045.0800000000002]",L2/3
1646,349858510,t,104789438265439650,864691135510499536,104789438265450182,864691135847953246,12208,[291070 138092  26971],[291040 138068  26983],[291026 138038  26980],"[1111.7075197842191, 255.06872895150033, 1078.8400000000001]",L2/3
1647,419650531,t,110419624591949504,864691135716553876,110419624591952947,864691135847953246,1288,[331882 143096  24047],[331996 143128  24049],[331940 143092  24049],"[1272.5898025114632, 289.2365627205744, 961.8800000000002]",L4
1689,319167832,t,101974138340115296,864691135997404808,101974138406628484,864691135847953246,2676,[270428 134176  24060],[270484 134296  24073],[270406 134238  24065],"[1030.8189235065793, 232.2680598334026, 962.4000000000002]",L2/3
1693,365300225,t,106337687673689016,864691136543448226,106337687673700804,864691135847953246,560,[302180 139082  23896],[302182 139066  23911],[302160 139132  23904],"[1155.6332754261357, 262.88686116364954, 955.8400000000003]",L2/3
1695,369641093,t,106407644235287385,864691135509028105,106407644235295346,864691135847953246,3280,[302922 136354  24936],[302908 136266  24944],[302898 136300  24937],"[1159.5410247549344, 252.2750628625474, 997.4400000000003]",L2/3
1715,371926534,t,106408056417829154,864691135609468423,106408056417832171,864691135847953246,4872,[303008 138978  23856],[302956 138972  23860],[302978 139020  23860],"[1158.9689290551985, 262.76110398922367, 954.2400000000002]",L2/3
1721,356252464,t,105773157440764351,864691135848267614,105773157440776819,864691135847953246,11216,[298258 127486  25988],[298266 127510  25995],[298245 127586  25990],"[1144.0476049740796, 215.31206699513675, 1039.5200000000002]",L2/3
1750,325925406,t,102396350871859688,864691135496786162,102396350871856647,864691135847953246,10520,[273852 133946  24234],[273812 133990  24226],[273850 133958  24225],"[1044.5429893749715, 232.54524576382997, 969.3600000000002]",L2/3
1765,356398397,t,105351838194759349,864691135560809441,105351838194753236,864691135847953246,14988,[295232 133922  25065],[295370 133902  25053],[295298 133884  25057],"[1129.7459269070814, 239.90317019259308, 1002.6000000000003]",L2/3
1775,349209805,t,104716251754462703,864691135715256980,104716251754449238,864691135847953246,8692,[290442 117278  25078],[290518 117192  25069],[290446 117242  25074],"[1116.4613172208117, 171.91060794139182, 1003.1200000000002]",L2/3
1793,319457380,t,102326325591000694,864691135462749246,102326325590997598,864691135847953246,11980,[273342 136578  23370],[273238 136506  23371],[273272 136524  23367],"[1041.5931765312173, 242.8553858301348, 934.8000000000003]",L2/3
1838,342492563,t,104436425977639238,864691135446611796,104436425977644111,864691135847953246,2148,[288570 129604  24146],[288642 129656  24153],[288640 129628  24147],"[1104.7046845810703, 220.3743691344128, 965.8400000000003]",L2/3
1842,358759469,t,105634962438416155,864691134940001123,105635031157897600,864691135847953246,3092,[297422 146604  24592],[297380 146670  24603],[297386 146666  24598],"[1134.051355944262, 291.20161914386057, 983.6800000000003]",L4
1867,338791641,t,103801251988433168,864691137197327937,103801251988441736,864691135847953246,6276,[284150 115496  25227],[284156 115502  25238],[284118 115511  25241],"[1092.010335193544, 162.6161963999208, 1009.0800000000003]",L2/3
1868,364957259,t,105915062958822363,864691135544710696,105915131678299358,864691135847953246,4412,[299064 136342  24381],[299066 136414  24376],[299082 136392  24376],"[1144.1719316496346, 250.88225809495717, 975.2400000000002]",L2/3
1870,329688730,t,103522113675646560,864691135407577545,103522113675657630,864691135847953246,13928,[281812 133262  27115],[281742 133182  27125],[281782 133252  27123],"[1076.5002866743703, 232.59469591893645, 1084.6000000000004]",L2/3
1967,335619170,t,103803725956981680,864691135341201861,103803725956964627,864691135847953246,3080,[283838 134096  26005],[283886 134082  25994],[283857 134152  26001],"[1084.2826969499, 236.62431157099752, 1040.2000000000003]",L2/3
2015,336267232,t,104078878272036027,864691136546771618,104008509527860731,864691135847953246,228,[285742  87062  22400],[285610  87036  22398],[285690  87022  22402],"[1108.26684858814, 49.868003987575065, 896.0000000000002]",L1
2072,311897697,t,101831751852327418,864691135692711871,101831751852333898,864691135847953246,2972,[269486 121874  25752],[269482 121900  25754],[269446 121886  25759],"[1031.3540216732963, 182.91890829103073, 1030.0800000000002]",L2/3
2081,358337509,t,105351838127683030,864691135445702290,105351838127685051,864691135847953246,21476,[295208 134268  24556],[295118 134238  24556],[295184 134296  24556],"[1129.529668668102, 241.27353670344823, 982.2400000000002]",L2/3
2084,323912882,t,102393946025809085,864691136965815246,102393946025810724,864691135847953246,2808,[273860 116304  26888],[273788 116324  26885],[273818 116320  26888],"[1050.7252740595272, 162.24856729265971, 1075.5200000000002]",L2/3
2088,369307302,t,106405857663005215,864691135945464356,106405857663016028,864691135847953246,3812,[302848 122854  25903],[302842 122908  25916],[302774 122926  25908],"[1163.952561232673, 198.45475106573986, 1036.1200000000003]",L2/3
2094,343888419,t,104224563898294169,864691136005128650,104224563898287526,864691135847953246,10556,[287230 123874  24950],[287180 123952  24945],[287266 123933  24960],"[1101.362690623075, 197.07443187302252, 998.0000000000002]",L2/3
2119,329946275,t,103310732162403744,864691135233128025,103310732162403885,864691135847953246,4664,[280306 130984  23886],[280226 131034  23883],[280244 131012  23884],"[1071.2933729409822, 222.99234363561257, 955.4400000000003]",L2/3
2127,336442120,t,103942745391042713,864691135925533966,103942745391035324,864691135847953246,16340,[284758 121304  25207],[284756 121406  25202],[284733 121315  25197],"[1092.4082784837894, 185.9717543923505, 1008.2800000000002]",L2/3
2146,356553985,t,105422618919882665,864691135946980449,105422550200390305,864691135847953246,6160,[295478 137028  22147],[295486 136892  22144],[295532 136970  22140],"[1129.643359542107, 252.3656543725485, 885.8800000000002]",L2/3
2180,357601845,t,105701070440956398,864691136907729518,105701001721467276,864691135847953246,3436,[297946 114428  23697],[297986 114362  23694],[297958 114358  23696],"[1147.356672746057, 163.17005515745964, 947.8800000000002]",L2/3
2186,366120030,t,105982133369182780,864691135593538347,105982133369173685,864691135847953246,2028,[299998 111746  25680],[299954 111714  25677],[299978 111712  25678],"[1156.4684456361908, 153.19825277280407, 1027.2000000000003]",L2/3
2215,430931337,t,111967393299248486,864691135736328340,111967324579748620,864691135847953246,10988,[343370 140532  23423],[343356 140466  23426],[343350 140514  23429],"[1319.2608105757954, 283.02457058768573, 936.9200000000003]",L4
