,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer,is_pre_tuned
1130,111155306,t,85160611948379695,864691135440485448,85160543228854222,864691135577202181,1888,[148184 168176  18411],[148154 168118  18425],[148176 168150  18415],"[531.8504437987883, 325.133472308101, 736.4400000000002]",L4,nan
1132,102101320,t,84460566839689456,864691135700611451,84460566839680048,864691135577202181,6312,[143000 195582  19556],[142924 195548  19547],[142982 195510  19551],"[501.63898939618866, 432.53305841009524, 782.2400000000001]",L5,nan
1138,141015434,t,87278546422602206,864691136040979286,87278546422610925,864691135577202181,12268,[163772 219520  19910],[163854 219512  19919],[163810 219510  19916],"[576.0654777916618, 535.1622894951934, 796.4000000000002]",L5,nan
1143,146015802,t,88189423086789690,864691135575132190,88119054342606715,864691135577202181,10528,[170094 190508  19918],[170004 190472  19913],[170034 190492  19913],"[611.3714989513861, 421.7598815936453, 796.7200000000003]",L5,nan
1145,155899392,t,88546008518642384,864691135293177356,88546008518648118,864691135577202181,9144,[172660 225856  20420],[172642 225750  20421],[172636 225778  20418],"[609.2733165540228, 563.5084088897952, 816.8000000000003]",L5,nan
1162,113160145,t,85232904569188270,864691137196884289,85303273313372137,864691135577202181,1692,[148900 182912  16203],[149030 182826  16194],[148972 182846  16197],"[529.566237313605, 384.10278663965016, 648.1200000000001]",L5,nan
1167,165562218,t,89525123354724643,864691136065479064,89525123354727680,864691135577202181,1856,[180100 180440  18352],[180160 180430  18353],[180098 180414  18351],"[654.7531316197438, 385.12945015982683, 734.0800000000002]",L5,untuned
1177,96188370,t,84317767699903707,864691136618387597,84317767699898157,864691135577202181,12192,[141984 180012  19019],[142042 179984  19010],[142016 179998  19015],"[503.0185138014679, 370.13585167441477, 760.7600000000001]",L4,nan
1178,96187779,t,84247673833740603,864691136723467261,84247673833735627,864691135577202181,8096,[141426 182142  19130],[141476 182262  19132],[141418 182118  19126],"[500.052440307117, 378.42889888434365, 765.2000000000002]",L5,nan
1192,120356928,t,85866429492479562,864691135416000954,85866360772988276,864691135577202181,6668,[153314 184096  16862],[153412 183976  16861],[153358 184038  16856],"[546.74228130546, 390.3595865237654, 674.4800000000001]",L5,nan
1205,112177610,t,84952598159257235,864691135467534220,84952598159249099,864691135577202181,608,[146832 191632  18851],[146898 191680  18839],[146852 191684  18847],"[518.285722463952, 418.1291054050816, 754.0400000000001]",L5,nan
1215,100960034,t,84669473982009301,864691136134407563,84669473982011209,864691135577202181,8992,[144842 179046  19173],[144744 179064  19174],[144770 179074  19175],"[514.7437813800296, 367.28291981207946, 766.9200000000002]",L4,nan
1223,100979624,t,84599242274240869,864691136136564861,84599242274235481,864691135577202181,9508,[144082 180074  16171],[144102 180076  16165],[144116 180024  16164],"[511.35696508365237, 371.1143189526798, 646.8400000000001]",L5,nan
1224,118618134,t,85656560411784167,864691135654100930,85656560411790217,864691135577202181,5312,[151656 193474  18316],[151648 193488  18327],[151654 193432  18319],"[536.8661318457654, 427.15082515268045, 732.6400000000001]",L5,nan
1225,112828435,t,85159993473018092,864691135866905878,85159993473013504,864691135577202181,8628,[148242 163832  18406],[148256 163818  18400],[148275 163839  18401],"[533.5959791547289, 307.84381336637637, 736.2400000000001]",L4,nan
1232,105077295,t,84740392213820531,864691135516208083,84740392213819478,864691135577202181,11180,[145004 183256  17345],[144960 183168  17347],[145006 183234  17348],"[513.9216128365226, 384.11531544924486, 693.8000000000002]",L5,nan
1287,122408306,t,86148385907811100,864691136065224600,86148385907813462,864691135577202181,7056,[155278 187884  19549],[155342 187986  19551],[155300 187960  19554],"[553.2478030395563, 406.1386241042771, 781.9600000000002]",L5,nan
1293,182682385,t,90863504084507942,864691135785700804,90863435365038977,864691135577202181,4860,[189548 190692  19494],[189516 190636  19497],[189500 190696  19496],"[688.8272389514311, 429.2751921690925, 779.7600000000001]",L5,nan
1304,117911853,t,85936523224127026,864691135699240226,85936523224135137,864691135577202181,4184,[154002 182110  15430],[154048 182074  15441],[154018 182082  15435],"[550.176174334996, 382.68566844616606, 617.2000000000002]",L5,nan
1315,120102024,t,85726035869594638,864691135577101317,85725967150137919,864691135577202181,2784,[152362 186588  18551],[152294 186480  18561],[152318 186536  18555],"[542.0800034514181, 399.9577662059608, 742.0400000000001]",L5,nan
1333,133605574,t,86853585044086024,864691135366941689,86853585044075801,864691135577202181,7012,[160536 199126  18749],[160468 199096  18740],[160492 199108  18745],"[570.2805504899452, 452.76856686953545, 749.9600000000002]",L5,nan
1340,111673446,t,85162879690645875,864691136105738713,85162948410125139,864691135577202181,10112,[148292 185520  18046],[148356 185592  18048],[148330 185518  18044],"[526.2342830995024, 394.283126963781, 721.8400000000001]",L5,nan
1344,127711421,t,86502428719212924,864691136056331480,86432059975044352,864691135577202181,3872,[157762 204248  20227],[157664 204298  20235],[157717 204195  20230],"[557.4411272625051, 472.2115237225112, 809.0800000000003]",L5,nan
1365,111322674,t,85020905117820135,864691135494033552,85020905117829256,864691135577202181,7664,[147352 176100  17323],[147350 176224  17333],[147360 176154  17327],"[525.7726194214091, 356.4188051469528, 692.9200000000002]",L4,tuned
1407,91053418,t,83540000528121773,864691136723304445,83540000528113992,864691135577202181,3128,[136470 152408  18120],[136562 152380  18110],[136564 152389  18119],"[490.66983203158185, 258.2177108278742, 724.8000000000002]",L2/3,nan
1414,99449885,t,84246574389082795,864691135575220420,84316943133262511,864691135577202181,2804,[141816 174012  19501],[141960 173900  19499],[141876 173932  19502],"[504.4408087902941, 346.1686102610864, 780.0400000000001]",L4,nan
1431,126957433,t,86430135695568371,864691135737574769,86500504439753227,864691135577202181,10648,[157702 189784  19289],[157774 189744  19277],[157738 189772  19281],"[562.2445231873717, 414.55476589145565, 771.5600000000002]",L5,untuned
1433,140234456,t,87276690929231396,864691136423065135,87276690929218241,864691135577202181,1448,[163724 205988  19039],[163698 205992  19033],[163686 205950  19036],"[580.5917744530734, 481.2235289742758, 761.5600000000002]",L5,nan
1459,120054382,t,85867254394679031,864691135440454472,85796885650513183,864691135577202181,4608,[153142 190224  18898],[153076 190256  18900],[153071 190220  18898],"[543.9205377869423, 414.71834781237976, 755.9200000000002]",L5,nan
1465,118618681,t,85726791717103089,864691136378801621,85726791717104591,864691135577202181,6280,[152338 192710  18368],[152390 192696  18373],[152366 192700  18367],"[539.8500989319966, 424.34421502152765, 734.7200000000001]",L5,nan
1469,174560875,t,90232040813055693,864691134917529098,90232040813055849,864691135577202181,3956,[185022 204712  19754],[184978 204762  19755],[184978 204714  19751],"[665.9044360838894, 483.56392327137405, 790.1600000000002]",L5,nan
1473,96086481,t,84317630260895251,864691135382973419,84387999005073290,864691135577202181,4924,[142364 178934  18967],[142502 178914  18959],[142434 178930  18965],"[504.9085453052952, 365.9727368652196, 758.6800000000002]",L4,nan
1474,110805702,t,85091480087161111,864691135348618711,85021111343013732,864691135577202181,7324,[147492 177468  17495],[147458 177478  17497],[147494 177489  17498],"[525.8535722280253, 361.91878975084956, 699.8000000000002]",L4,tuned
1484,189708033,t,91497647483118932,864691135445539474,91497716202597863,864691135577202181,7056,[194438 197316  20154],[194394 197334  20154],[194430 197326  20153],"[706.0035286862636, 457.37513321787566, 806.1600000000002]",L5,tuned
1501,86350706,t,83332261214299072,864691136084425068,83332192494823774,864691135577202181,7432,[135118 177360  15442],[135138 177334  15454],[135136 177361  15445],"[476.58357073214336, 357.1745729982359, 617.6800000000002]",L4,nan
1505,74858522,t,82628642827474601,864691136371134600,82628642827474777,864691135577202181,11596,[130042 178154  17954],[129978 178310  17948],[130024 178234  17954],"[456.08002694312194, 358.5688771586267, 718.1600000000001]",L4,nan
1507,63413852,t,81925024038544556,864691135134652185,81925024038540103,864691135577202181,1072,[124830 178574  17903],[124858 178512  17907],[124910 178556  17909],"[435.1649382294892, 358.4254613266177, 716.1200000000001]",L4,nan
1511,96188033,t,84247536394746522,864691135575417886,84247536394740989,864691135577202181,4312,[141666 181372  19080],[141704 181346  19077],[141697 181326  19076],"[501.2772269049479, 375.44428872725877, 763.2000000000002]",L5,nan
1561,105075608,t,84458504920155151,864691135437748210,84458573639669681,864691135577202181,8716,[143134 180412  17268],[143178 180428  17283],[143132 180428  17275],"[507.46156022429363, 372.1306796080007, 690.7200000000001]",L5,nan
1571,100979686,t,84599173554872732,864691137019955822,84599173554869641,864691135577202181,6760,[144228 179718  16266],[144228 179750  16273],[144232 179750  16271],"[512.0628525650106, 369.74663665636183, 650.6400000000001]",L4,nan
1583,97210188,t,84108723119055305,864691136922899940,84108723119050570,864691135577202181,5972,[140526 195420  19818],[140436 195502  19822],[140500 195494  19825],"[491.8371235851731, 431.0250310155008, 792.7200000000003]",L5,nan
1584,122954776,t,86363065754872677,864691135945821476,86363065754864631,864691135577202181,3932,[157078 214610  21479],[157140 214590  21479],[157108 214580  21480],"[551.1031073431212, 513.2633434568602, 859.1600000000002]",L5,nan
1589,100959994,t,84669473982016566,864691134988795258,84669473982005515,864691135577202181,4220,[144698 178972  19175],[144746 178976  19170],[144722 179008  19177],"[514.1957713337821, 366.9378444736216, 767.0000000000001]",L4,nan
1595,118308824,t,86078085950301865,864691135134891545,86078085950299288,864691135577202181,16656,[154796 188432  20109],[154850 188450  20107],[154830 188414  20110],"[551.1360942735325, 408.1542466104767, 804.3600000000002]",L5,nan
1613,117911520,t,85866154480111392,864691136814190446,85866154480122551,864691135577202181,7592,[153526 182078  15568],[153600 182010  15575],[153580 182072  15571],"[548.290575564901, 382.39221099061876, 622.7200000000001]",L5,nan
1615,111842195,t,85159581222767438,864691134917384458,85159581222755636,864691135577202181,6152,[148022 160518  18453],[148054 160510  18443],[148022 160562  18451],"[533.8746643462712, 294.56155939485416, 738.1200000000001]",L4,nan
1617,120229415,t,85866498211707916,864691135291742646,85866498211700023,864691135577202181,8020,[153472 184572  16589],[153540 184586  16581],[153478 184614  16587],"[547.2059318204625, 392.3114236583486, 663.5600000000002]",L5,nan
1624,101031269,t,84598967799053097,864691136601614289,84528599054878114,864691135577202181,4552,[143932 178088  19326],[143868 178114  19328],[143908 178045  19327],"[511.45161348518474, 363.1482548253904, 773.0400000000001]",L4,nan
1625,104467843,t,84667343543916301,864691136788552302,84667343543910950,864691135577202181,1520,[144622 163338  18060],[144646 163394  18058],[144558 163338  18056],"[519.3432996740298, 304.61331748796084, 722.4000000000001]",L4,nan
1628,74858770,t,82699149010613305,864691135303140519,82699149010619969,864691135577202181,6036,[130338 178998  17959],[130264 178982  17966],[130266 179004  17965],"[456.9652836781465, 362.0352228587977, 718.3600000000001]",L4,nan
1631,155242749,t,88471035502362962,864691134988699770,88470966782910979,864691135577202181,9396,[172082 191234  19901],[172090 191156  19897],[172100 191194  19894],"[619.0401389136724, 425.3458934632331, 796.0400000000003]",L5,nan
1637,182565928,t,91073029635055478,864691135406155762,91073029635060429,864691135577202181,2388,[191186 179104  18613],[191114 179144  18619],[191169 179154  18612],"[699.3941496011677, 383.6706199496266, 744.5200000000001]",L5,untuned
1640,187051050,t,91284204587150463,864691135446675028,91284204587147364,864691135577202181,9100,[192590 179628  18681],[192588 179502  18671],[192584 179541  18677],"[704.8061005888518, 386.2481106880977, 747.2400000000001]",L5,nan
1660,99206387,t,84315224945184487,864691136056402136,84315224945177980,864691135577202181,11604,[141938 160978  18092],[141880 161016  18084],[141942 161028  18086],"[509.4709036068547, 294.27353548383593, 723.6800000000002]",L4,untuned
1677,118618173,t,85656560411823012,864691136817329006,85656560411803665,864691135577202181,4948,[151710 193582  18336],[151664 193486  18326],[151692 193506  18330],"[537.0436586196863, 427.60000690268953, 733.4400000000002]",L5,nan
1680,148888348,t,88193889919507687,864691135433014514,88264258663688767,864691135577202181,372,[170402 223794  20113],[170534 223810  20118],[170482 223800  20116],"[600.994546607041, 554.5046043514379, 804.5200000000002]",L5,nan
1697,104468363,t,84737849727076124,864691135876037971,84737849727070741,864691135577202181,6048,[145010 164068  18078],[144964 164174  18068],[145030 164167  18073],"[520.6348990766451, 307.65747171913324, 723.1200000000001]",L4,nan
1714,108406292,t,85162192496010798,864691136662175710,85162192496012497,864691135577202181,18132,[148040 180242  18163],[148166 180242  18163],[148110 180318  18168],"[527.0701508847145, 373.16361150897836, 726.5200000000001]",L5,nan
1716,111674451,t,85233110995965849,864691135366969081,85233110995959913,864691135577202181,2816,[148942 184142  18119],[148962 184122  18115],[148908 184114  18120],"[529.304791768566, 389.0187067190433, 724.7600000000001]",L5,nan
1718,113109037,t,85091548806826792,864691135122687015,85091548806822749,864691135577202181,596,[147786 178266  17662],[147808 178312  17658],[147770 178278  17658],"[526.7468960621309, 365.2011383806297, 706.4800000000001]",L4,nan
1728,118647256,t,85790700561861201,864691135771986427,85790700561860161,864691135577202181,2764,[152750 144282  16169],[152846 144202  16166],[152800 144274  16169],"[558.3749410335862, 231.51298032882758, 646.7600000000001]",L2/3,nan
1732,111958374,t,85093473153268114,864691135272150033,85093473153281876,864691135577202181,18252,[147948 192602  18994],[147856 192604  19004],[147874 192598  18996],"[522.3945713143725, 422.38340406930325, 759.7600000000001]",L5,nan
