,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer,is_pre_tuned
5018,439099023,t,112105931428456041,864691136911662321,112105931428451261,864691135517531786,2016,[344366 124596  20551],[344392 124468  20552],[344370 124524  20553],"[1328.7853059186994, 219.87036423163227, 822.0400000000003]",L2/3,nan
5048,449081224,t,113023198668661944,864691135948274634,113023198668657736,864691135517531786,23232,[351126 142780  18266],[351218 142774  18260],[351243 142813  18264],"[1349.3830504506068, 294.68627307593016, 730.6400000000001]",L4,nan
4,129575598,t,86924228666280618,864691135348247511,86924228666277765,864691135577202181,560,[161174 201000  18817],[161116 200962  18813],[161129 201008  18821],"[572.169519911839, 460.45846378192323, 752.6800000000002]",L5,nan
8,120169314,t,85867185674904616,864691135654315970,85867116955420007,864691135577202181,2336,[153510 189682  18626],[153552 189594  18622],[153536 189685  18621],"[545.5758900328104, 412.6868909602415, 745.0400000000001]",L5,nan
15,127113431,t,86218822969028987,864691136486802962,86218822969035148,864691135577202181,656,[155874 188256  16702],[155968 188284  16708],[155944 188272  16705],"[555.4930434545985, 407.82874110574807, 668.0800000000002]",L5,nan
20,110805159,t,85021042623488704,864691135274074853,85021042623489944,864691135577202181,9508,[147282 177018  17456],[147218 176980  17459],[147162 176958  17455],"[525.1736490185742, 360.05242847037636, 698.2400000000001]",L4,nan
21,104715390,t,84952117055374716,864691135809421516,84952048335901774,864691135577202181,7096,[146908 187670  17934],[146826 187562  17938],[146790 187630  17931],"[519.9698098632366, 402.3679071755189, 717.3600000000001]",L5,nan
22,112437663,t,85228987894553316,864691136116145828,85228987894550850,864691135577202181,10812,[148710 153698  18695],[148694 153552  18699],[148666 153697  18692],"[538.9938008175757, 267.62522063495294, 747.8000000000002]",L2/3,nan
29,125692623,t,86148591932182515,864691136390619519,86148591932177973,864691135577202181,3304,[155516 189246  18662],[155456 189130  18660],[155510 189168  18662],"[553.7213559056504, 411.64886508657673, 746.4800000000001]",L5,nan
36,105076043,t,84528942383842002,864691135504551620,84528942383837277,864691135577202181,4276,[143522 180492  17295],[143556 180452  17296],[143518 180504  17292],"[508.97976455805286, 372.5847276241345, 691.8000000000002]",L5,nan
37,101204380,t,84881129769080314,864691135373712072,84951498513264874,864691135577202181,17600,[146410 183196  17675],[146492 183290  17668],[146471 183263  17676],"[519.54512919685, 384.3663926189157, 707.0000000000001]",L5,nan
39,108407901,t,85373436167596905,864691135213028152,85373436167603361,864691135577202181,704,[149854 181396  18211],[149818 181306  18224],[149849 181342  18216],"[533.896228705545, 378.39444830474696, 728.4400000000002]",L5,nan
51,119279695,t,85584610985465139,864691135233146713,85584610985468200,864691135577202181,10320,[151472 181718  17298],[151498 181706  17302],[151476 181696  17300],"[540.2313441949359, 380.2416190429519, 691.9200000000002]",L5,tuned
55,105048210,t,84882573079388755,864691136422841135,84882573079389735,864691135577202181,12072,[146242 193920  19186],[146220 193834  19188],[146262 193854  19181],"[515.1370536188288, 427.04059172913276, 767.4400000000002]",L5,nan
57,122954911,t,86433297060029966,864691135501870429,86433297060025368,864691135577202181,2104,[157226 213408  21398],[157356 213278  21390],[157306 213336  21394],"[552.1118994155222, 508.5252355481417, 855.9200000000003]",L5,nan
59,122954954,t,86433434499044515,864691135366941177,86433434499027883,864691135577202181,9372,[157414 214418  21479],[157378 214372  21472],[157376 214376  21475],"[552.5089286277868, 512.6154032469786, 859.1600000000002]",L5,nan
81,113960162,t,85305541324495026,864691135393949173,85305541324488881,864691135577202181,5116,[149226 199546  18219],[149236 199526  18212],[149209 199547  18217],"[525.0662807004586, 450.4992481604255, 728.7600000000001]",L5,nan
87,126262303,t,86639523672606143,864691135415461818,86639523672604454,864691135577202181,12804,[159058 176958  17064],[159006 177044  17061],[159010 177006  17058],"[572.1193214557471, 363.91872584922004, 682.5600000000002]",L4,nan
91,129368928,t,86639523672619983,864691136388277111,86639523672631534,864691135577202181,704,[159212 176904  17091],[159234 176970  17096],[159208 176924  17089],"[572.7518030302052, 363.7572357319648, 683.6400000000001]",L4,nan
94,117916720,t,85725005010485809,864691135737830513,85725005010467758,864691135577202181,10492,[152296 178946  18165],[152390 179050  18159],[152324 179003  18157],"[544.4811847954322, 369.4830775586069, 726.6000000000001]",L4,nan
101,111669627,t,85301967911587978,864691135194663466,85301967911587039,864691135577202181,6544,[149226 173170  18062],[149242 173154  18056],[149247 173145  18059],"[534.2615601833076, 345.396722732954, 722.4800000000001]",L4,nan
120,86369446,t,83825048917643647,864691135415508666,83754680173465932,864691135577202181,8024,[138306 179018  18129],[138238 179044  18129],[138240 179034  18132],"[488.70902863630675, 364.8927462674984, 725.1600000000001]",L4,nan
123,133840358,t,86991779844532400,864691135373384904,86991779844524824,864691135577202181,1316,[161454 180052  18088],[161408 179940  18082],[161383 179999  18089],"[580.5882119700134, 377.082932071297, 723.5200000000001]",L5,nan
124,78742737,t,83124316279104230,864691136236727311,83124316279098503,864691135577202181,9508,[133296 201048  17063],[133368 201126  17060],[133326 201062  17059],"[461.0651228356245, 450.93082197867994, 682.5200000000001]",L5,nan
129,106044653,t,84883947334654496,864691137019964014,84883947334648456,864691135577202181,7192,[146118 204430  18119],[146060 204430  18114],[146100 204370  18114],"[510.97891362346365, 468.8773875885071, 724.7600000000001]",L5,nan
162,120101880,t,85655598405967917,864691135374059081,85725967150155765,864691135577202181,4424,[152088 186506  18579],[152122 186516  18574],[152146 186548  18579],"[541.0167611459308, 399.53549165093534, 743.1600000000001]",L5,nan
169,96187748,t,84247742553260219,864691135593507627,84247742553246733,864691135577202181,4748,[141386 182658  19146],[141436 182648  19139],[141364 182596  19140],"[499.7131597023912, 380.47109982236526, 765.8400000000001]",L5,nan
190,134517137,t,87204397972963201,864691134988414842,87204397972965649,864691135577202181,5360,[163020 191672  18827],[162976 191646  18828],[162980 191632  18826],"[582.777376635949, 423.9320052111727, 753.0800000000002]",L5,nan
199,86598379,t,83755985776473088,864691135939849126,83755917056989311,864691135577202181,2060,[137928 188654  17689],[137920 188586  17682],[137958 188594  17682],"[483.8434513043263, 403.1582952277122, 707.5600000000002]",L5,nan
210,122293878,t,86428829891159935,864691135256186287,86499198635311604,864691135577202181,4072,[157682 180120  18116],[157776 180078  18108],[157732 180062  18110],"[565.5339200031779, 376.0388911826013, 724.6400000000001]",L5,nan
217,125693120,t,86289260701051821,864691135058726811,86289260701051838,864691135577202181,6396,[156336 188696  18664],[156430 188736  18656],[156402 188704  18660],"[557.1806171494362, 409.74310758698715, 746.5600000000002]",L5,nan
224,82977168,t,82839474048292049,864691136370821512,82839474048295376,864691135577202181,6164,[131614 175890  17318],[131546 175884  17316],[131568 175880  17316],"[463.1333816110457, 350.0953732831052, 692.7200000000001]",L4,nan
232,98479408,t,84035948656211378,864691135122345255,84035948656196204,864691135577202181,2904,[140252 177560  15555],[140298 177548  15547],[140256 177554  15550],"[496.97170045795724, 359.76135908977506, 622.2000000000002]",L4,nan
233,162002574,t,88963272980086704,864691135210401984,88963272980081673,864691135577202181,2556,[176106 188714  18874],[176144 188738  18865],[176096 188684  18868],"[635.9534186610535, 416.70710974173454, 754.9600000000002]",L5,nan
238,113071156,t,85514310826135553,864691135478274758,85514379545599642,864691135577202181,8672,[150674 182432  15894],[150584 182482  15895],[150604 182448  15891],"[536.8025739173397, 382.80854996985147, 635.7600000000001]",L5,nan
248,80253133,t,83052161163949191,864691135462232221,83122598627610301,864691135577202181,8672,[133146 188076  19505],[133282 188130  19516],[133233 188109  19509],"[464.98974319646004, 399.18797803844683, 780.2000000000002]",L5,nan
259,67869017,t,81788135041739262,864691136084040044,81788135041743636,864691135577202181,2512,[123464 207236  18991],[123538 207244  18995],[123486 207202  18990],"[419.72949880458236, 472.160972095067, 759.6400000000001]",L5,nan
260,117911994,t,86006891968289677,864691135986927619,86006891968297188,864691135577202181,5888,[154176 182074  15403],[154168 182162  15414],[154220 182114  15410],"[550.8820762718235, 382.6028768065932, 616.1200000000001]",L5,nan
270,100979640,t,84599242274205352,864691135502183261,84599242274215435,864691135577202181,8752,[144168 180022  16144],[144142 179978  16143],[144150 179984  16138],"[511.7177844542874, 370.93709203098194, 645.7600000000001]",L4,nan
273,111669784,t,85301967911592363,864691135233368153,85302036631077181,864691135577202181,5952,[149388 173228  18065],[149462 173316  18058],[149388 173286  18064],"[534.8868742153535, 345.6843168242117, 722.6000000000001]",L4,nan
276,118613303,t,85936798102488036,864691135585966020,85936798102488765,864691135577202181,9248,[154044 184330  15845],[154082 184256  15843],[154050 184274  15848],"[549.5695920486761, 391.54651953000246, 633.8000000000002]",L5,nan
297,105186852,t,84601166822259147,864691135472032818,84601166822266931,864691135577202181,12972,[144290 194326  19301],[144310 194296  19308],[144364 194340  19310],"[507.21722448990624, 427.97789987946004, 772.0400000000001]",L5,nan
311,97437618,t,84108723119113861,864691135440640840,84108723119110211,864691135577202181,1248,[140490 195720  19868],[140424 195686  19868],[140468 195664  19875],"[491.58908465735067, 432.20791422625524, 794.7200000000003]",L5,nan
315,140815358,t,87343692285114057,864691135575338526,87343692285118323,864691135577202181,8032,[163976 180682  18275],[163890 180702  18277],[163977 180685  18277],"[590.4181916126389, 380.47256984332665, 731.0000000000001]",L5,nan
323,120100404,t,86078910516746120,864691135939922342,86078910516738118,864691135577202181,5508,[154946 194350  19475],[154922 194322  19465],[154938 194374  19472],"[549.670660350065, 431.7884609493531, 779.0000000000001]",L5,nan
351,104698896,t,84949436995864133,864691136065286552,84949436995866782,864691135577202181,464,[146504 167938  17996],[146478 167856  17998],[146504 167868  17996],"[525.2389876947076, 323.5994083642534, 719.8400000000001]",L4,nan
360,111672990,t,85092717104887028,864691134964417823,85092717104874717,864691135577202181,5416,[147910 186750  18025],[147844 186782  18014],[147898 186706  18019],"[524.2832913464997, 399.051230903474, 721.0000000000001]",L5,nan
379,182895980,t,90861992122018702,864691136486801170,90861992122011297,864691135577202181,3980,[189488 179770  18658],[189600 179816  18648],[189521 179754  18655],"[692.3958123130487, 385.7325208206009, 746.3200000000002]",L5,nan
393,113960740,t,85375703910257571,864691135407625458,85375703910264722,864691135577202181,2520,[149854 197914  18192],[149860 197914  18199],[149834 197968  18201],"[528.1376744707218, 444.2150243970648, 727.6800000000002]",L5,nan
397,97719876,t,83896173777239537,864691135570700013,83896173777248648,864691135577202181,4764,[138990 184692  19530],[138888 184650  19540],[138928 184708  19536],"[489.456530592885, 387.7408392475462, 781.2000000000002]",L5,nan
409,117059090,t,85724936290977702,864691135472294194,85724936290975011,864691135577202181,12404,[152358 178544  18157],[152374 178636  18154],[152384 178610  18155],"[544.8683875148972, 367.9028111082769, 726.2800000000001]",L4,nan
421,65661488,t,81994499362346621,864691136174958854,81994499362359288,864691135577202181,1780,[125284 171804  17252],[125224 171860  17265],[125256 171803  17256],"[439.33420531483034, 331.6067837311229, 690.0800000000002]",L4,nan
424,109114985,t,85158962747770049,864691135366926841,85158962747774247,864691135577202181,716,[148094 156068  18709],[148068 156028  18708],[148088 156052  18709],"[535.7129406402298, 276.85439462273246, 748.3600000000001]",L2/3,nan
434,104239565,t,84810142683758132,864691135581571181,84810142683748021,864691135577202181,5256,[145670 178508  18613],[145656 178586  18612],[145690 178542  18615],"[518.2307373785025, 365.42776864176625, 744.5200000000001]",L4,nan
441,113159127,t,85092167080982663,864691135771722571,85092167080997505,864691135577202181,5452,[147818 182960  16322],[147740 182904  16330],[147798 182944  16322],"[525.2379727576565, 383.916845967072, 652.8800000000001]",L5,nan
449,100958607,t,84528736493431107,864691135660501232,84528736493417408,864691135577202181,1304,[143422 179020  18971],[143430 179072  18960],[143352 179011  18967],"[509.0944596921143, 366.6842709446713, 758.8400000000001]",L4,nan
450,97680403,t,84247398687594555,864691136487169042,84247398687582218,864691135577202181,7472,[141784 180080  17239],[141762 180152  17234],[141726 180066  17234],"[502.1978516809672, 370.3370920380975, 689.5600000000002]",L4,nan
452,147834036,t,87977285793266749,864691135445249266,87977285793277178,864691135577202181,16388,[168736 182948  17528],[168666 182914  17535],[168742 182942  17532],"[608.595759012041, 391.1615239287456, 701.1200000000001]",L5,nan
455,127027591,t,86359629176773447,864691136388599056,86359629176763223,864691135577202181,11552,[157078 188824  16612],[157106 188940  16608],[157020 188888  16617],"[560.0926992730857, 410.5118375168852, 664.4800000000001]",L5,nan
463,120398425,t,85936866889035173,864691135437195762,85936866889031298,864691135577202181,7796,[153788 184902  16316],[153860 184828  16318],[153868 184876  16320],"[548.3500763384235, 393.73656551866276, 652.6400000000001]",L5,nan
465,112717290,t,85374054575450768,864691135508684809,85374054575447690,864691135577202181,7612,[149776 185936  17422],[149700 185892  17426],[149714 185900  17421],"[532.002667671443, 396.4581514303558, 696.8800000000001]",L5,nan
477,111670572,t,85442774119432484,864691136091298484,85442774119446135,864691135577202181,4984,[150108 173710  18056],[150076 173728  18067],[150092 173744  18062],"[537.5878786738402, 347.8559887412459, 722.2400000000001]",L4,nan
481,97874916,t,84249048022208737,864691135686882784,84249048022207484,864691135577202181,336,[141820 192404  17800],[141852 192328  17798],[141830 192374  17801],"[498.04487422300383, 419.4580563021838, 712.0000000000001]",L5,nan
513,91052370,t,83469494344969409,864691135501609026,83539863089145083,864691135577202181,5344,[136156 151538  18096],[136240 151528  18105],[136174 151507  18101],"[489.7219134755404, 254.64148566562386, 723.8400000000001]",L2/3,nan
535,103527942,t,84951842110628333,864691136723541501,84951842110616884,864691135577202181,15452,[146706 185578  17664],[146686 185694  17654],[146714 185621  17659],"[519.894203802491, 393.96132810174703, 706.5600000000002]",L5,nan
539,118617901,t,85586260387088753,864691135474609984,85586260387083712,864691135577202181,2156,[151246 194238  18320],[151274 194120  18308],[151284 194166  18316],"[534.9660245910582, 430.0522607319427, 732.8000000000002]",L5,nan
552,105048392,t,84952873104021225,864691135941139572,84952873104026638,864691135577202181,4244,[146498 193424  19112],[146546 193472  19120],[146500 193480  19116],"[516.3300739832861, 425.1533889286924, 764.4800000000001]",L5,nan
573,105263041,t,84952048202213824,864691136194297932,84952048202215922,864691135577202181,10228,[146678 187232  17380],[146776 187248  17380],[146744 187254  17380],"[519.2060076022861, 400.5423907811343, 695.2000000000002]",L5,nan
581,104451275,t,84950398934497611,864691135700234875,84950398934494910,864691135577202181,9900,[146696 175020  17138],[146762 175050  17135],[146702 174994  17131],"[523.5351173422864, 351.88654738222664, 685.5200000000001]",L4,nan
594,111589248,t,85444011002943689,864691135953738504,85444011002941754,864691135577202181,1568,[150126 182662  17615],[150122 182792  17609],[150094 182720  17610],"[534.5387318557947, 383.534003703993, 704.6000000000001]",L5,nan
607,64607815,t,81647534992422430,864691135454060650,81717903736596652,864691135577202181,10484,[122912 208490  19067],[122948 208534  19058],[122938 208486  19062],"[417.09272770557357, 476.96544482070834, 762.6800000000002]",L5,nan
612,100882173,t,84809317781585252,864691135946657889,84809317781563619,864691135577202181,6436,[145810 172480  16572],[145902 172472  16555],[145837 172495  16561],"[520.8901056785654, 341.4563292973167, 662.8800000000001]",L4,nan
613,108314017,t,85302517466258610,864691136004999882,85302517466250272,864691135577202181,5760,[149472 177138  16705],[149438 177220  16699],[149482 177158  16704],"[533.8584798173389, 361.2940862319299, 668.2000000000002]",L4,nan
620,133841487,t,87132448613374031,864691135416508402,87132517332872577,864691135577202181,9640,[162684 179896  18045],[162718 179950  18042],[162702 179907  18045],"[585.5438750680993, 376.8901128340063, 721.8000000000002]",L5,nan
637,111673274,t,85162948410126555,864691135373730760,85162948410122030,864691135577202181,9712,[148202 185824  18047],[148190 185950  18044],[148231 185854  18042],"[525.7696716250082, 395.4631236492714, 721.8800000000001]",L5,nan
674,111842057,t,85089075039642727,864691135113402009,85089075039642655,864691135577202181,9032,[147852 159500  18468],[147836 159464  18460],[147882 159452  18460],"[533.5521501360372, 290.4457886791562, 738.7200000000001]",L4,nan
676,120100398,t,86078841730675426,864691137197083457,86078841730676523,864691135577202181,3356,[154900 194146  19429],[154846 194130  19432],[154900 194176  19431],"[549.5584796116982, 430.95952941904466, 777.1600000000001]",L5,nan
677,120100352,t,86078910516765542,864691135490586308,86078910516779657,864691135577202181,208,[154842 194498  19488],[154820 194598  19497],[154861 194493  19489],"[549.2046471559523, 432.34195142164043, 779.5200000000001]",L5,nan
683,113961550,t,85516235240257034,864691135462696766,85516235240270513,864691135577202181,2560,[150768 196764  18266],[150706 196658  18278],[150736 196714  18273],"[532.1806787035845, 439.95117018132817, 730.6400000000001]",L5,nan
695,99204894,t,84103843834736300,864691135952244003,84103843834733922,864691135577202181,504,[140540 159242  18115],[140556 159216  18108],[140538 159240  18110],"[504.50539233276544, 286.8685845868421, 724.6000000000001]",L4,nan
702,104715834,t,84599105103620009,864691136039347966,84599105103635546,864691135577202181,5928,[143972 179122  18175],[143944 179140  18186],[143928 179188  18180],"[511.25052848487513, 367.28246101553754, 727.0000000000001]",L4,nan
716,120054149,t,85796816930925470,864691136050857203,85796816930930124,864691135577202181,2872,[152638 189896  18835],[152638 190016  18834],[152678 189938  18842],"[542.0265576100743, 413.23563439110416, 753.4000000000001]",L5,nan
723,155423440,t,88399841788628788,864691135269677477,88399841788631463,864691135577202181,11988,[171974 185060  17043],[171918 185116  17051],[171950 185094  17050],"[620.762181026993, 400.70621791829234, 681.7200000000001]",L5,nan
725,91637400,t,83263129957669506,864691135564643415,83263129957680428,864691135577202181,4116,[134622 186946  19664],[134622 186910  19672],[134580 186980  19666],"[471.2652206512132, 395.19974550825435, 786.5600000000003]",L5,nan
736,91638356,t,83474098751302094,864691135478282950,83474098751305504,864691135577202181,6344,[135876 185784  19690],[135890 185774  19692],[135874 185756  19691],"[476.6672331491324, 391.0066057571462, 787.6000000000003]",L5,nan
740,168080563,t,89877035861782367,864691135571546917,89877035861783448,864691135577202181,1556,[182598 181334  18499],[182606 181422  18505],[182658 181390  18501],"[664.3954401070109, 389.5627025817375, 739.9600000000002]",L5,nan
744,75275480,t,82630704345201311,864691135988669184,82630635625770087,864691135577202181,1288,[129882 193284  17907],[129840 193212  17905],[129808 193234  17906],"[450.167796785255, 418.8028006117807, 716.2800000000001]",L5,nan
772,152785692,t,88753609923530420,864691136422819375,88753609923538099,864691135577202181,8716,[174416 199532  19300],[174396 199618  19308],[174387 199536  19305],"[625.4477392017767, 459.22527389658643, 772.0000000000001]",L5,nan
779,83017589,t,82772816357259507,864691135363257330,82772816357267959,864691135577202181,4376,[130676 203748  18922],[130662 203756  18929],[130639 203788  18925],"[449.68372037794836, 460.7763325340753, 756.8800000000001]",L5,nan
786,113960566,t,85375703910283469,864691135590024715,85375703910292542,864691135577202181,3220,[149580 197934  18215],[149692 197922  18226],[149654 197996  18224],"[527.0388726221935, 444.19919727886054, 728.6000000000001]",L5,nan
796,127027721,t,86429997920937768,864691135274476261,86359629176753518,864691135577202181,6916,[157262 188822  16596],[157208 188820  16594],[157194 188822  16600],"[560.8265958168232, 410.5680145859628, 663.8400000000001]",L5,untuned
801,102101218,t,84390198095525726,864691137019544686,84390198095520594,864691135577202181,4016,[142784 195468  19561],[142836 195580  19557],[142756 195508  19566],"[500.8180201957303, 432.00349106603136, 782.4400000000002]",L5,nan
804,98480194,t,84176686144535815,864691136056310488,84176686144542497,864691135577202181,7468,[141118 177586  15561],[141038 177522  15569],[141076 177528  15567],"[500.41345469490136, 360.16687083125447, 622.4400000000002]",L4,nan
805,113961565,t,85516235240277972,864691135360167239,85516235240273629,864691135577202181,9780,[150738 196324  18280],[150830 196360  18283],[150806 196378  18279],"[532.2145294470492, 438.1874088235569, 731.2000000000002]",L5,nan
810,86597837,t,83685548312808577,864691135396772129,83685617032293559,864691135577202181,3228,[137272 188586  17672],[137342 188698  17666],[137306 188652  17674],"[481.253142778561, 402.6586336008614, 706.8800000000001]",L5,nan
849,100036485,t,83970115665911290,864691135476114600,83970115665898127,864691135577202181,2660,[139680 211318  17612],[139652 211258  17603],[139678 211244  17608],"[482.92359273402155, 494.0801092230931, 704.4800000000001]",L5,nan
854,111012846,t,85230843253488437,864691134884777978,85230843253493429,864691135577202181,5900,[148600 167142  18374],[148526 167114  18382],[148521 167062  18381],"[533.8685879284172, 321.1582381927258, 734.9600000000002]",L4,nan
868,115760661,t,85867460552613002,864691135724245163,85867460552617111,864691135577202181,5216,[153540 191988  18443],[153502 192034  18450],[153528 192034  18444],"[544.8915088254769, 421.88624954456947, 737.7200000000001]",L5,nan
883,109113995,t,85018431417806995,864691135771924987,85018431417813381,864691135577202181,15984,[147140 157792  18668],[147206 157822  18671],[147134 157758  18675],"[531.310435670324, 283.3915669464481, 746.7200000000001]",L4,nan
906,152780542,t,88401491324757799,864691135538374002,88401491324748746,864691135577202181,6156,[171806 197662  19319],[171774 197662  19305],[171808 197652  19309],"[615.6993915094513, 450.8638316005747, 772.7600000000001]",L5,nan
913,120256884,t,85867460619850356,864691135644717039,85867460619851968,864691135577202181,1888,[153328 191892  19083],[153422 191880  19081],[153376 191912  19087],"[544.0802035267103, 421.4298027106523, 763.3200000000002]",L5,nan
919,83242369,t,83264847609141274,864691135915508582,83264916328624013,864691135577202181,2144,[134356 199866  17163],[134414 199916  17157],[134336 199884  17158],"[465.70106070724455, 446.5903537953522, 686.5200000000001]",L5,untuned
920,127711603,t,86502634877896149,864691135771687755,86502634877889344,864691135577202181,5484,[157944 205590  20413],[158042 205572  20411],[157992 205612  20411],"[557.6985049756465, 477.62254624258793, 816.5200000000002]",L5,nan
945,86597430,t,83615248288091351,864691135256119983,83615248288102987,864691135577202181,13676,[136886 188986  17651],[136850 188960  17659],[136853 188979  17658],"[479.57556897631105, 404.11797665100573, 706.0400000000001]",L5,nan
953,126191862,t,86148523414006316,864691135386640001,86078085950353854,864691135577202181,9016,[155178 188656  20164],[155160 188530  20164],[155148 188588  20163],"[552.5801882267149, 409.18001103488524, 806.5600000000003]",L5,tuned
961,91483832,t,83405447658579127,864691135865603205,83405447658589679,864691135577202181,8012,[135558 198532  17215],[135584 198606  17227],[135594 198596  17224],"[470.9558278589711, 441.6937036974654, 688.6000000000001]",L5,nan
979,70448385,t,82487424169052333,864691136056400088,82487355449537453,864691135577202181,5208,[129036 174290  17348],[128908 174272  17346],[128972 174234  17347],"[453.4184186379086, 342.8209771961042, 693.9200000000002]",L4,nan
1000,78742792,t,83124316279101410,864691136273622541,83124316279101336,864691135577202181,2008,[133440 201154  17061],[133334 201056  17059],[133392 201102  17064],"[461.6019769468005, 451.4034102384935, 682.4400000000002]",L5,nan
1005,112456108,t,85090999118361247,864691136136631677,85090930398887758,864691135577202181,5120,[147892 173782  18401],[147978 173664  18395],[147930 173726  18398],"[528.7325080160437, 347.37034431058106, 736.0400000000001]",L4,nan
1011,120100387,t,86079047955819829,864691135488216378,86079047955806514,864691135577202181,5072,[154964 195428  19590],[154950 195426  19574],[154960 195443  19580],"[549.3665708055997, 436.09032770100254, 783.6000000000001]",L5,untuned
1013,105161927,t,84882298134529980,864691135575328030,84882298134534562,864691135577202181,12680,[146300 191728  18829],[146392 191750  18830],[146350 191756  18829],"[516.1323523411975, 418.3261767485819, 753.1600000000001]",L5,nan
1024,82389638,t,81507003662550673,864691136754557038,81507003662541358,864691135577202181,288,[121880 209844  19111],[121752 209832  19100],[121832 209852  19103],"[412.50840048912954, 482.0010563995109, 764.4400000000002]",L5,nan
1027,127559140,t,86433022181976738,864691135737072772,86503390926129636,864691135577202181,1880,[157718 211412  21247],[157778 211506  21245],[157724 211448  21246],"[554.7682620314641, 500.74313958030456, 849.8800000000002]",L5,nan
1036,67870177,t,81858435066474491,864691136989923989,81858435066474485,864691135577202181,364,[124306 206972  19004],[124246 207004  19006],[124270 207006  19006],"[423.1767190120969, 471.40253103545615, 760.1600000000001]",L5,nan
1044,127303754,t,86431991255595876,864691135012912022,86431991255592759,864691135577202181,11464,[157522 203688  20227],[157546 203722  20229],[157504 203698  20222],"[556.6800092160919, 469.89637808574787, 809.0800000000003]",L5,nan
1048,158403366,t,89033916803261126,864691135855788078,89033916803255410,864691135577202181,10252,[176368 190760  20261],[176438 190726  20252],[176448 190732  20259],"[636.2841481060069, 424.9513063693171, 810.4400000000003]",L5,nan
1052,125433450,t,86641104086661124,864691135951974435,86641104086665791,864691135577202181,3180,[158978 188822  16357],[158920 188862  16357],[158936 188844  16355],"[567.664476224525, 411.1662516041827, 654.2800000000001]",L5,nan
1055,147839794,t,88329541763890534,864691136273615629,88329541763901200,864691135577202181,3428,[171262 186052  17005],[171262 185982  17006],[171257 185999  17002],"[617.5791845396051, 404.410898924975, 680.2000000000002]",L5,nan
1061,99991084,t,83897960416494651,864691136065408152,83897960416483769,864691135577202181,1456,[139080 198118  18988],[139128 198104  18982],[139154 198064  18986],"[485.1345486756778, 441.2718553812545, 759.5200000000001]",L5,nan
1067,126955908,t,86218892024224178,864691136237472828,86218892024217895,864691135577202181,2312,[156086 188786  19378],[156010 188858  19371],[156032 188840  19378],"[556.1530463839553, 410.0145819355525, 775.1200000000001]",L5,nan
1069,120334763,t,86008404266850592,864691135462275229,86008404266861800,864691135577202181,2540,[154638 193668  19303],[154574 193516  19314],[154604 193590  19310],"[548.6811093482316, 428.96346593789366, 772.1200000000001]",L5,nan
1070,105160002,t,84600960596805197,864691136136857725,84600960596806819,864691135577202181,2180,[144158 192860  18839],[144096 192954  18840],[144098 192938  18842],"[507.20231496478607, 422.0901959376793, 753.5600000000002]",L5,nan
1071,118339844,t,85796404412661248,864691135322950812,85796404412667662,864691135577202181,7888,[152782 186818  17203],[152804 186966  17208],[152784 186892  17206],"[543.6734272608843, 401.02068697602124, 688.1200000000001]",L5,nan
1076,101255754,t,84528873596958191,864691135583653496,84528873596964490,864691135577202181,14164,[143824 180308  16521],[143902 180262  16528],[143842 180282  16524],"[510.2473143800099, 371.95681246357816, 660.8400000000001]",L5,nan
1077,96876012,t,84177442528623741,864691135359195736,84177442528623742,864691135577202181,3164,[141030 183290  19205],[141042 183294  19205],[141028 183284  19202],"[498.07424873464254, 382.8653702414686, 768.2000000000002]",L5,nan
1078,153787920,t,88540373118737859,864691135777099965,88540373118740849,864691135577202181,3260,[172870 183786  17220],[172884 183660  17225],[172870 183724  17226],"[624.7766884899959, 395.94197591882437, 688.8000000000002]",L5,nan
1080,105075256,t,84458573639642839,864691136388719120,84388204895469021,864691135577202181,6544,[142884 180438  17261],[142754 180446  17266],[142815 180384  17262],"[506.45630132895616, 372.14712811385465, 690.4400000000002]",L5,nan
1092,94073180,t,84038285722465179,864691135012881046,84108654466657934,864691135577202181,3892,[140306 194950  20250],[140408 194890  20244],[140342 194958  20246],"[491.12432504721806, 429.07548792947046, 810.0000000000002]",L5,nan
1108,136394907,t,87624961103128741,864691135478492870,87624961103134210,864691135577202181,8456,[166124 178954  18017],[166204 179014  18019],[166168 178962  18015],"[599.579916952515, 374.33571423180433, 720.6800000000002]",L5,nan
1112,153787830,t,88540304399297214,864691136286599875,88540304399299708,864691135577202181,8724,[172880 183304  17247],[172770 183424  17244],[172824 183372  17246],"[624.9845725499371, 394.0247987706135, 689.8800000000001]",L5,nan
1114,75274881,t,82489966923428085,864691135113139609,82489966923426029,864691135577202181,6012,[128972 193422  17944],[129004 193314  17943],[129016 193366  17944],"[446.49353811420434, 419.0354531815259, 717.7600000000001]",L5,nan
1116,153787567,t,88470004374589829,864691135491221188,88470004374591756,864691135577202181,3340,[172520 183616  17244],[172562 183544  17245],[172568 183578  17243],"[623.4412818177358, 395.1425454842753, 689.7600000000001]",L5,nan
1120,171966587,t,90228948302237583,864691137197329985,90228948302228400,864691135577202181,8136,[185330 181592  18583],[185286 181496  18581],[185322 181540  18578],"[675.191911041242, 391.54321346691455, 743.3200000000002]",L5,nan
