,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer,is_pre_tuned
71843,125614111,t,86564071029255848,864691135918344624,86564071029257235,864691136534887842,6264,[158612 139144  27235],[158622 139196  27239],[158606 139122  27239],"[583.5249391393912, 213.0828147495931, 1089.4000000000003]",L2/3,nan
71854,126538160,t,86570942574724169,864691136194511948,86570942574715317,864691136534887842,11192,[158260 190524  24541],[158280 190546  24537],[158244 190530  24534],"[564.2100487549794, 417.6980338156201, 981.6400000000002]",L5,nan
71855,325677224,t,102538186797958137,864691135463638853,102538186797950971,864691136534887842,19556,[274772 142138  15906],[274880 142232  15896],[274766 142142  15893],"[1045.3530664855941, 265.50928676421177, 636.2400000000001]",L2/3,nan
71859,326109902,t,102469261297473347,864691135210004672,102469261297483443,864691136534887842,23116,[274422 152832  17314],[274384 152802  17326],[274304 152882  17311],"[1040.2302198564917, 308.0004931299375, 692.5600000000002]",L4,nan
71922,155070785,t,88616171506969412,864691135761488694,88616171506978690,864691136534887842,5628,[173472 224322  23451],[173406 224300  23456],[173470 224322  23454],"[613.0437445709244, 557.6788400747488, 938.0400000000003]",L5,tuned
71932,210570207,t,93329434190468846,864691136023719225,93329434190448741,864691136534887842,6732,[207852 213226  22655],[207854 213306  22641],[207902 213260  22647],"[753.9087599386135, 525.4493923373027, 906.2000000000003]",L5,nan
71956,50066074,t,80928043077991135,864691135697657877,80928043077985888,864691136534887842,2856,[117308  90516  27120],[117358  90536  27116],[117372  90536  27117],"[435.8904737327979, 4.911468440574361, 1084.8000000000002]",L1,nan
71981,97108501,t,84250148540324028,864691135510810064,84250148540330247,864691136534887842,15372,[141468 200642  25341],[141460 200620  25346],[141504 200656  25344],"[493.7702760530698, 452.1619487079144, 1013.6400000000002]",L5,nan
72023,93845219,t,84038011850896434,864691135501819997,84037943131393422,864691136534887842,1456,[140180 192742  27656],[140160 192668  27659],[140167 192702  27657],"[491.3920024393271, 420.23316986157937, 1106.2400000000002]",L5,tuned
72063,197404965,t,92062247173707786,864691135538149490,92062315893169967,864691136534887842,14412,[198364 209604  23716],[198264 209664  23716],[198322 209710  23718],"[717.3638911575636, 507.7087888025904, 948.6400000000002]",L5,nan
72103,360573306,t,105283049528633481,864691136723670525,105283049528631345,864691136534887842,1756,[294540 145636  21360],[294456 145612  21358],[294484 145678  21360],"[1122.9046905005794, 286.3396218704542, 854.4000000000002]",L4,nan
72108,147610865,t,88118299233147942,864691135431537138,88118230447090874,864691136534887842,2204,[169698 184558  25606],[169656 184514  25595],[169636 184590  25598],"[611.8678332270031, 397.9123930825495, 1024.2400000000002]",L5,nan
72111,103867227,t,84814885133258695,864691136134418059,84814885133258660,864691136534887842,4244,[145850 213800  25042],[145830 213740  25047],[145814 213768  25046],"[506.6443956689272, 506.12133391676025, 1001.6800000000003]",L5,nan
72129,333064128,t,103103130086182318,864691137019568750,103032830061466068,864691136534887842,2620,[278632 157364  19680],[278554 157436  19671],[278574 157420  19674],"[1055.4261792678271, 327.5272133248153, 787.2000000000003]",L4,nan
72131,190883501,t,91365019698520373,864691136236695823,91365019698533501,864691136534887842,1432,[193196 257444  26546],[193160 257462  26561],[193151 257433  26553],"[680.0924314264191, 696.5389227153473, 1061.8400000000001]",L6,nan
72143,186608956,t,91566161472485031,864691135407312329,91566161472492034,864691136534887842,16264,[194922 183226  25257],[194892 183170  25262],[194844 183166  25261],"[712.8442592830274, 401.3983335513842, 1010.2800000000002]",L5,nan
72161,115577341,t,85938242620707820,864691135618111631,85938242620700743,864691136534887842,15608,[154048 195140  26542],[154030 195218  26534],[154026 195154  26534],"[545.8169168474369, 434.6233727673734, 1061.6800000000003]",L5,nan
72178,129433630,t,86712299007587727,864691136482872620,86712299007597827,864691136534887842,2588,[159674 194890  27699],[159624 194854  27709],[159647 194866  27700],"[568.3224380760412, 435.58853090407496, 1107.9600000000003]",L5,nan
72207,80863025,t,82696675445022250,864691135497655315,82767044189172195,864691136534887842,4784,[130516 160822  20525],[130608 160826  20529],[130493 160860  20526],"[464.0111454239136, 289.66993841757176, 821.0000000000002]",L4,nan
72228,174394897,t,90433388879602939,864691135433701618,90433320160138901,864691136534887842,2276,[186542 131888  19470],[186626 131762  19479],[186620 131828  19475],"[697.3494190877092, 193.90629941194675, 778.8000000000002]",L2/3,nan
72261,162383786,t,89174929840352806,864691135617729935,89174929840359118,864691136534887842,2136,[177500 192888  25119],[177436 192918  25121],[177447 192902  25121],"[640.0530480166983, 433.82555684263536, 1004.7600000000002]",L5,tuned
72353,97471222,t,83898853233074259,864691135501533250,83898853233070515,864691136534887842,1300,[139134 204850  15161],[139238 204882  15161],[139204 204886  15159],"[483.0027968897567, 468.1162118519025, 606.4400000000002]",L5,nan
72369,496289236,t,118028520134918850,864691135137392566,118028588854420247,864691136534887842,404,[387330 211090  25179],[387208 211154  25170],[387262 211108  25175],"[1469.8335467010907, 579.5080584242635, 1007.1600000000003]",L6,nan
72390,346112671,t,104237069769340283,864691135695983002,104237069769369766,864691136534887842,480,[287220 216818  16779],[287196 216830  16789],[287224 216764  16786],"[1068.9204294193976, 567.4322257210694, 671.1600000000001]",L5,nan
72440,262405029,t,97409309859795015,864691136486810898,97409309859800326,864691136534887842,14660,[237362 201984  25174],[237358 202034  25188],[237390 202040  25182],"[875.4188015412398, 490.94037302744664, 1006.9600000000003]",L5,nan
72444,65142130,t,82128160019456291,864691136309979482,82128160019451069,864691136534887842,7796,[126200 119424  26832],[126246 119448  26822],[126200 119458  26827],"[461.2451339091279, 123.20340922836785, 1073.2800000000002]",L2/3,nan
72452,271443674,t,98384095704418611,864691136740749404,98384164423896640,864691136534887842,184,[244696 125096  25700],[244698 125198  25706],[244678 125122  25706],"[931.448092197987, 187.11550210917935, 1028.0000000000002]",L2/3,nan
72463,137005566,t,87475016211606885,864691134964627487,87475016211601671,864691136534887842,412,[165316 110552  25781],[165306 110544  25777],[165356 110600  25780],"[620.2067241499836, 101.48718791575759, 1031.2400000000002]",L2/3,nan
72495,176261182,t,90511936248165970,864691135497917715,90511936248154124,864691136534887842,7252,[187212 193164  27172],[187256 193052  27165],[187296 193101  27169],"[678.656999708173, 438.3111820835896, 1086.8800000000003]",L5,nan
72595,142159131,t,87557273425403402,864691135272249105,87557273425399752,864691136534887842,6112,[165630 198860  25893],[165610 198906  25889],[165618 198872  25889],"[590.6717473685462, 453.4845011249921, 1035.7200000000003]",L5,nan
72600,407268285,t,109730162417118826,864691135385701717,109730162417128190,864691136534887842,25116,[326790 249458  26394],[326690 249430  26395],[326722 249406  26394],"[1215.2190724602249, 711.2904164660271, 1055.7600000000002]",L6,nan
72651,142010017,t,87423408018729436,864691136361488098,87423408018732040,864691136534887842,292,[164794 250276  26785],[164818 250212  26788],[164792 250276  26790],"[569.4156736216729, 658.0744387095846, 1071.4000000000003]",L6,nan
72702,135911578,t,86932819674327685,864691136246136461,86932888393757755,864691136534887842,6692,[160940 265356  26761],[160858 265458  26753],[160902 265394  26760],"[548.8011017533519, 716.8213099682808, 1070.4400000000003]",unidentified,nan
72711,133744946,t,86639112362306331,864691135334473961,86639112362309138,864691136534887842,10032,[159212 174192  24687],[159170 174214  24688],[159275 174249  24692],"[573.6972685275317, 352.9505156470655, 987.4800000000002]",L4,nan
72716,237831241,t,95507978974830697,864691135538130290,95507978974844458,864691136534887842,7656,[223594 191998  22137],[223598 192004  22145],[223668 191998  22142],"[824.0377161162435, 446.34853094227094, 885.4800000000002]",L5,nan
72732,100521892,t,84666313825697880,864691135501821250,84666313825693451,864691136534887842,11800,[144882 155622  26425],[144916 155554  26425],[144930 155514  26431],"[523.069317004209, 273.95740629851485, 1057.0000000000002]",L2/3,nan
72736,176038935,t,90158786723325454,864691135660492272,90229155467497974,864691136534887842,4508,[184852 183134  26449],[184960 183036  26454],[184933 183096  26454],"[672.749610157223, 397.5211005846109, 1057.9600000000003]",L5,nan
72853,82369422,t,81366335564742236,864691135194385194,81366404284226595,864691136534887842,6208,[120792 210564  24202],[120786 210656  24201],[120788 210636  24202],"[407.921952623921, 484.4907953375773, 968.0800000000003]",L5,nan
72944,144703229,t,88175199161224076,864691135474595904,88175199161234670,864691136534887842,11140,[170118  84564  27192],[170060  84572  27207],[170045  84509  27204],"[648.4016456810346, -0.3951558335785521, 1087.6800000000003]",unidentified,untuned
72962,171725450,t,90160848374843196,864691136925340490,90160848374850343,864691136534887842,10080,[184510 198726  27075],[184444 198744  27082],[184496 198712  27080],"[665.9510864465475, 459.53254245911813, 1083.0000000000002]",L5,nan
73007,83786623,t,83121843317348084,864691135104015949,83121843317347159,864691136534887842,7800,[133624 182688  24103],[133506 182630  24109],[133576 182670  24108],"[468.77284802690895, 377.88463168530706, 964.1200000000002]",L5,nan
73018,331243993,t,103034823262016828,864691135569022342,102964454517885100,864691136534887842,10112,[278140 172492  22417],[278032 172500  22422],[278108 172562  22418],"[1048.1916997968362, 387.6374243940156, 896.6800000000003]",L5,nan
73086,184542666,t,91083201191179682,864691135606918340,91153569935357141,864691136534887842,10448,[191500 254856  26678],[191606 254858  26674],[191550 254888  26672],"[674.2364828434885, 685.6350506419013, 1067.1200000000003]",L6,nan
73127,337545991,t,103598529465085245,864691135207781241,103598529465089710,864691136534887842,248,[282340 178210  24831],[282322 178174  24835],[282324 178172  24833],"[1062.9343445766533, 411.8866060069308, 993.2400000000002]",L5,nan
73135,94611010,t,84094224047315892,864691135386742913,84094224047330528,864691136534887842,9032,[140400  87454  25093],[140378  87522  25099],[140360  87488  25091],"[528.9744691433096, 0.7604774244623841, 1003.7200000000003]",L1,nan
73147,209948305,t,93256179497005042,864691135155917412,93256179496988976,864691136534887842,1284,[207262 191900  25003],[207238 191876  24987],[207202 191836  24995],"[758.9924739304631, 440.26431225839997, 1000.1200000000002]",L5,nan
73156,468618734,t,114651851273696917,864691135535204338,114581482529527894,864691136534887842,196,[362602 218358  25700],[362508 218340  25704],[362578 218332  25702],"[1368.76414497028, 599.8486818605305, 1028.0000000000002]",L6,nan
73162,304583177,t,100773471843374841,864691135497931795,100843840587542123,864691136534887842,268,[262106 101178  25350],[262178 101192  25346],[262126 101250  25349],"[1009.1614551932502, 97.87708887829282, 1014.0000000000002]",L1,nan
73172,133125672,t,87136709422318393,864691135654032578,87136709422312015,864691136534887842,300,[162502 211474  19639],[162416 211494  19628],[162488 211464  19631],"[573.8098291499464, 502.65800815865055, 785.5600000000002]",L5,nan
73189,137838742,t,87701377765593176,864691135501743170,87771746509756196,864691136534887842,1276,[166894 224140  22933],[166972 224160  22939],[166932 224138  22938],"[586.8953190554547, 554.6603684313617, 917.3200000000003]",L5,nan
73271,89188617,t,83612844045639896,864691136911628785,83612843979140816,864691136534887842,1792,[137052 170816  24582],[136954 170788  24575],[137014 170814  24575],"[486.57152163874383, 331.7724174068821, 983.2800000000002]",L4,nan
73294,112147961,t,85164186367322717,864691136925757514,85164186367322711,864691136534887842,16640,[148326 194908  25697],[148246 194922  25697],[148288 194930  25695],"[523.0968931267829, 431.7040834475358, 1027.8800000000003]",L5,tuned
73306,248510063,t,96493966429875789,864691136925824330,96493966429870255,864691136534887842,2288,[230862 197906  25403],[230798 197896  25398],[230868 197910  25400],"[850.9394238665542, 472.42439580073506, 1016.1200000000002]",L5,nan
73338,132997242,t,86923817422803317,864691136521567633,86923817422790374,864691136534887842,19476,[161076 198028  26712],[161124 198044  26702],[161124 198027  26704],"[572.815119059971, 448.5815361598514, 1068.4800000000002]",L5,nan
73339,56505236,t,80951475680842520,864691135493952400,80951475680889576,864691136534887842,11408,[117370 264974  20994],[117328 264998  21011],[117338 265030  21003],"[375.31746374484084, 700.1096216235347, 839.7600000000002]",L6,nan
73343,281368326,t,98752912599508843,864691135589893131,98752912599516195,864691136534887842,16068,[246820 251334  21957],[246836 251420  21961],[246833 251336  21966],"[895.9022957410589, 690.8864824903866, 878.2800000000002]",L6,nan
73426,444007149,t,112261513129320002,864691134885031418,112261513129317439,864691136534887842,11644,[345392 234996  26953],[345354 234996  26955],[345360 234962  26953],"[1294.3857129623023, 660.1476300771835, 1078.1200000000003]",L6,nan
73448,153546607,t,88536319944521242,864691135776008621,88465951200325894,864691136534887842,5156,[172652 153330  26791],[172560 153434  26791],[172604 153380  26787],"[634.5256679177505, 274.50555321081964, 1071.6400000000003]",L2/3,nan
73504,296127570,t,100288036453359691,864691137196924737,100288036453357158,864691136534887842,4308,[258450 154512  17729],[258358 154550  17727],[258398 154526  17726],"[975.9996463935421, 309.1267154084517, 709.1600000000001]",L4,nan
73521,224190270,t,94098405537951501,864691136617335259,94098405537939729,864691136534887842,9772,[213136 175642  25855],[213090 175584  25841],[213100 175630  25847],"[788.0669768191924, 377.52758998369654, 1034.2000000000003]",L5,nan
73528,199343836,t,92478618819057316,864691135162213421,92478618819052716,864691136534887842,2456,[201582 165614  26522],[201570 165662  26518],[201602 165662  26516],"[745.5228338052784, 333.54023844701453, 1060.8800000000003]",L4,nan
73529,119783638,t,85871447221834056,864691135700291707,85801078477674425,864691136534887842,8628,[153184 221480  25661],[153112 221532  25661],[153112 221546  25659],"[533.1913389149386, 539.2812359113838, 1026.4400000000003]",L5,nan
73538,90307894,t,83547491823419985,864691135396489505,83547491823415442,864691136534887842,224,[136418 208194  24715],[136476 208218  24702],[136432 208266  24709],"[471.0143424746952, 480.49445214436724, 988.6000000000003]",L5,nan
73563,407472668,t,109513832430467585,864691136123676966,109513832430475243,864691136534887842,14208,[325312 210284  18028],[325442 210324  18033],[325470 210277  18020],"[1222.9865256706937, 554.6754273027186, 721.1200000000001]",L5,nan
73582,125887571,t,86572316628549206,864691135440640840,86572316628536565,864691136534887842,980,[158670 200402  21909],[158582 200430  21896],[158608 200452  21905],"[562.4001103524045, 457.2026141447272, 876.3600000000002]",L5,nan
73585,147450181,t,87768929279626930,864691135526062171,87768929279647259,864691136534887842,8012,[167392 203202  24986],[167360 203146  24996],[167408 203204  24993],"[596.1792066606555, 471.40068431633506, 999.4400000000003]",L5,nan
73633,98714495,t,83890814597585243,864691136296694043,83890814597586795,864691136534887842,1540,[139106 144718  26706],[139166 144746  26705],[139098 144786  26704],"[503.8546195751791, 228.49373206610343, 1068.2400000000002]",L2/3,nan
73715,101119028,t,84738263318893622,864691134939980899,84738263318891691,864691136534887842,14768,[145352 167322  27712],[145420 167332  27714],[145376 167324  27715],"[520.863274276031, 320.74317096557417, 1108.4800000000002]",L4,nan
73730,197036171,t,92061216180334134,864691135589884171,92061216180344331,864691136534887842,744,[198496 201492  22305],[198546 201498  22308],[198553 201475  22306],"[720.7179114988321, 475.4302814710801, 892.2000000000003]",L5,nan
73791,79991570,t,82846553362129470,864691135807284765,82846553362128810,864691136534887842,8420,[131282 228666  26301],[131252 228722  26302],[131250 228710  26300],"[443.4115091349782, 560.2803160026963, 1052.0400000000002]",L5,nan
73807,375611725,t,107103498059091235,864691136309993306,107103429339600246,864691136534887842,8648,[308070  77554  27857],[307968  77464  27855],[307986  77432  27856],"[1200.5536966722889, 19.764780926028617, 1114.2800000000002]",L1,nan
73818,176040167,t,90439849383239352,864691137197241409,90439849383240199,864691136534887842,7152,[186486 180228  26487],[186520 180230  26491],[186496 180204  26492],"[680.2738370576493, 386.5109833485911, 1059.4800000000002]",L5,nan
73820,147947810,t,88192722359776355,864691135909865129,88192722359766686,864691136534887842,2496,[170458 215170  25479],[170396 215180  25471],[170431 215156  25474],"[604.2242187212368, 520.1593949324404, 1019.1600000000003]",L5,nan
73821,183791268,t,90726340814502527,864691135939745025,90726340814525213,864691136534887842,4272,[188692 217738  25884],[188670 217660  25890],[188724 217734  25884],"[675.9874114317523, 536.749098124282, 1035.3600000000004]",L5,nan
73828,154357515,t,88618439719615230,864691135855554094,88618439719619320,864691136534887842,15344,[173580 241122  27082],[173576 241220  27081],[173636 241110  27088],"[607.6172347678576, 624.6607750673811, 1083.2800000000002]",L6,nan
73836,176781315,t,90091853416154357,864691135781047888,90091853416163416,864691136534887842,440,[184080 208932  22374],[184132 208814  22381],[184098 208868  22376],"[660.6795855238993, 500.0512869364896, 894.9600000000003]",L5,nan
73842,100573039,t,84451771753694499,864691135975883331,84451771753686842,864691136534887842,8700,[142946 129960  27617],[142950 129992  27608],[142908 129984  27607],"[524.3011479437481, 171.02507885695547, 1104.6800000000003]",L2/3,nan
73910,203488746,t,92342759876650486,864691135687232480,92342759876660375,864691136534887842,344,[200432 201930  22399],[200420 201982  22405],[200388 201948  22400],"[728.2797463795606, 477.8505486539747, 895.9600000000003]",L5,nan
73958,128789809,t,86649076887815853,864691135322985628,86649076887812853,864691136534887842,6632,[159212 248008  26306],[159090 248066  26306],[159064 248026  26302],"[547.9633153008872, 647.0909469844266, 1052.2400000000002]",L6,nan
74051,151869837,t,88745570482825843,864691136118794264,88745570482838267,864691136534887842,14944,[174222 139598  24824],[174202 139614  24835],[174192 139580  24830],"[645.5690612594101, 220.3339088984916, 992.9600000000003]",L2/3,nan
74090,492704146,t,117324695254487364,864691136118465560,117324695254488038,864691136534887842,208,[382318 209702  25458],[382378 209742  25450],[382348 209754  25452],"[1450.3457240774826, 572.2298871298533, 1018.3200000000003]",L5,nan
74147,147542691,t,88329267892559410,864691136143409204,88329267892562757,864691136534887842,1404,[171262 183606  24641],[171226 183590  24641],[171262 183570  24643],"[618.4319163266481, 394.66412999884545, 985.6400000000002]",L5,nan
74169,203373375,t,92479237428406245,864691135991785921,92479237428409848,864691136534887842,4688,[201690 170428  27393],[201756 170414  27401],[201771 170385  27397],"[744.2749189325052, 352.76061483433625, 1095.7200000000003]",L4,tuned
74170,306330327,t,100924585369094953,864691136194514764,100994954113233353,864691136534887842,3280,[263106 178838  20852],[263250 178720  20845],[263172 178784  20851],"[986.0721740584845, 407.68363286450335, 834.0800000000003]",L5,nan
74183,197400231,t,92136945043751443,864691135359233368,92136945043740263,864691136534887842,4016,[198850 241558  22308],[198776 241502  22308],[198778 241524  22301],"[708.1605952356192, 635.2078410977863, 892.3200000000003]",L6,nan
74223,85452755,t,83058552545173127,864691135418385650,83058552545169095,864691136534887842,2200,[132932 235432  23202],[132912 235366  23201],[132950 235406  23200],"[447.62761112066113, 587.8165572139858, 928.0800000000003]",L6,nan
74256,91688718,t,83334324073947245,864691135855686190,83334324073942736,864691136534887842,12764,[135106 192986  25416],[135188 193070  25418],[135146 193044  25414],"[471.0881708419353, 419.43654293211046, 1016.6400000000002]",L5,nan
74350,333778818,t,103386323183799350,864691135181760002,103386323183817360,864691136534887842,416,[280892 170100  20507],[280826 170032  20521],[280850 170062  20516],"[1059.99171718004, 379.06524393883996, 820.2800000000002]",L5,nan
74351,73521575,t,82490998789717723,864691135937148932,82491067509192372,864691136534887842,2492,[128742 201398  26519],[128672 201446  26518],[128676 201412  26520],"[442.79642217533865, 450.737865546117, 1060.7600000000002]",L5,nan
74377,214674462,t,93683683495662683,864691136309633114,93683683495659342,864691136534887842,2696,[210324 231490  25710],[210254 231496  25706],[210258 231470  25704],"[757.3918831711717, 599.089188185382, 1028.4000000000003]",L6,nan
74421,262247464,t,97830079081686237,864691136237007631,97759710337525368,864691136534887842,11076,[240230 191458  24209],[240128 191382  24210],[240184 191474  24210],"[890.5167525103957, 449.9964421397929, 968.3600000000002]",L5,nan
74471,157565037,t,89452350032763282,864691137053906294,89452350032762392,864691136534887842,984,[179500 162548  22889],[179520 162570  22882],[179542 162504  22892],"[658.599826541288, 313.6246142242024, 915.5600000000003]",L4,nan
74501,97184584,t,83895075205513873,864691136050822131,83895143924979853,864691136534887842,2644,[139146 176774  27011],[139086 176854  27017],[139160 176832  27018],"[492.838552768798, 356.24374595305903, 1080.4400000000003]",L4,nan
74512,143993480,t,88047312282269584,864691135472008498,88047312282258833,864691136534887842,4852,[169054 180128  27853],[169020 180126  27841],[168978 180062  27845],"[610.8460354462072, 380.0353098390457, 1114.1200000000003]",L5,nan
74523,177295106,t,90378276731788855,864691135569196422,90378276731789851,864691136534887842,2652,[186050 245606  26242],[186092 245714  26243],[186026 245666  26240],"[655.7442009067518, 646.8758516206078, 1049.6800000000003]",L6,nan
74528,154898408,t,88409875973241830,864691136031963579,88409875973224937,864691136534887842,14940,[171956 260152  25897],[172034 260086  25886],[172093 260219  25886],"[594.5116588711016, 699.9249517812359, 1035.8800000000003]",L6,nan
74709,137661124,t,87332353906847013,864691135564977239,87332353906846135,864691136534887842,2696,[163998  96126  20678],[163970  96150  20686],[163938  96106  20679],"[619.9840206811548, 43.543283981305784, 827.1200000000002]",L1,nan
74729,111050675,t,85375017856265620,864691135012523766,85375017856264464,864691136534887842,10900,[150048 193154  26834],[150034 193098  26834],[150062 193140  26839],"[530.5701668983563, 425.31511020177004, 1073.3600000000004]",L5,nan
74776,231397623,t,95084185895081283,864691135730158265,95084185895067307,864691136534887842,5848,[220212 179988  21988],[220230 180042  21984],[220174 179996  21985],"[814.748156122056, 397.3122947580531, 879.5200000000002]",L5,nan
74800,93727012,t,84319418041457202,864691134964418079,84319418041462100,864691136534887842,8284,[142218 192500  27619],[142250 192554  27625],[142221 192531  27623],"[499.59734837715075, 419.9793470087053, 1104.7600000000002]",L5,nan
74801,125544085,t,86565170339928193,864691134988385146,86565170339937204,864691136534887842,3844,[158624 147362  26015],[158694 147292  26022],[158682 147330  26018],"[580.7077729092987, 245.8339103409169, 1040.6000000000004]",L2/3,nan
74820,64206441,t,81919664993093592,864691135683562226,81919664993084701,864691136534887842,11980,[124696 138802  26072],[124790 138824  26065],[124776 138774  26065],"[448.4964106735515, 199.89612371848528, 1042.8800000000003]",L2/3,tuned
74836,106714488,t,84741561786878242,864691136237011471,84741561786882881,864691136534887842,10592,[145058 192026  27414],[145020 191976  27413],[145046 191980  27414],"[511.07936743572253, 419.08065109873684, 1096.5600000000002]",L5,nan
74918,358882384,t,105775768713677486,864691135739297940,105705399969509669,864691136534887842,1112,[298092 146784  25360],[297978 146762  25360],[298020 146754  25355],"[1136.6584056003694, 292.15245671705026, 1014.4000000000002]",L4,nan
75013,140022540,t,87486080114277763,864691135362836978,87486080114293667,864691136534887842,2128,[165106 193202  26128],[165078 193156  26128],[165116 193166  26127],"[590.5562320512108, 430.75594428098054, 1045.1200000000003]",L5,nan
75078,155353069,t,88618782981451840,864691136714019182,88618782981449820,864691136534887842,8956,[173152 243556  24560],[173162 243510  24559],[173218 243561  24556],"[605.0632011333332, 634.2105160164184, 982.4000000000002]",L6,nan
75112,356112798,t,104734325244785575,864691135968901221,104734325244778416,864691136534887842,524,[290632 251726  26696],[290592 251852  26690],[290626 251784  26692],"[1070.3467639876128, 707.722385382036, 1067.8400000000001]",L6,nan
75131,408102098,t,109659587648458735,864691136801807726,109659587581975317,864691136534887842,1356,[326432 247960  27143],[326520 247856  27137],[326484 247926  27142],"[1214.3147588631018, 705.1964108114466, 1085.7200000000003]",L6,nan
75147,102432742,t,84463522112738903,864691135876104531,84463522112738924,864691136534887842,1536,[143290 217702  22095],[143336 217722  22093],[143314 217708  22094],"[495.08303512766224, 520.77746595884, 883.8000000000003]",L5,nan
75159,130751614,t,86845476481530006,864691136008399020,86845476481535405,864691136534887842,172,[160594 138628  21414],[160658 138682  21420],[160656 138678  21414],"[591.6026601588939, 211.71763962123515, 856.5600000000003]",L2/3,untuned
75176,408402283,t,109517063319934266,864691135278559137,109517063319929833,864691136534887842,3664,[325208 234272  26522],[325202 234386  26517],[325212 234338  26519],"[1214.2093408481642, 650.226044185035, 1060.8800000000003]",L6,nan
75218,194623926,t,91843994384416136,864691135724597419,91843994384407608,864691136534887842,216,[197030 155850  26108],[197006 155860  26100],[196968 155842  26101],"[730.7880754311765, 293.04592655439404, 1044.3200000000002]",L4,nan
75299,167026112,t,89587864303772972,864691135730510265,89587933023261577,864691136534887842,192,[180746 124036  18594],[180658 124140  18589],[180708 124070  18592],"[676.9910287753685, 160.5971975944194, 743.7600000000001]",L2/3,nan
75335,217495617,t,93531744598765003,864691135807321629,93531744598767177,864691136534887842,5512,[209308 148084  25005],[209282 148036  25005],[209278 148036  25002],"[782.4205954365716, 266.38052729069506, 1000.2000000000003]",L2/3,nan
75380,106001576,t,84385457257146014,864691136124075046,84455826001299678,864691136534887842,9316,[142778 160040  25874],[142890 160024  25876],[142834 160038  25883],"[513.1451261392322, 290.82865627222793, 1034.9600000000003]",L4,nan
75396,99056327,t,84255440141529121,864691136989965461,84255440141541598,864691136534887842,1140,[141414 240028  27004],[141530 240054  27016],[141472 240068  27012],"[479.8242336628449, 609.087620583647, 1080.1600000000003]",L6,nan
75419,199858669,t,92833211520083799,864691135558757572,92833211520083349,864691136534887842,3096,[204074 186182  27856],[204032 186208  27856],[204060 186212  27855],"[748.2824252885217, 416.36793709212736, 1114.2400000000002]",L5,nan
75420,84296383,t,82777283727105551,864691136065227416,82777283727112041,864691136534887842,812,[131008 236980  23416],[130942 236896  23422],[130982 236968  23419],"[439.4212283650535, 593.3142441883837, 936.6400000000002]",L6,nan
75425,316231347,t,102186480717839283,864691135997404808,102186480784412874,864691136534887842,5012,[272252 143508  17908],[272226 143512  17923],[272238 143536  17915],"[1034.833810458572, 270.08990382285805, 716.3200000000002]",L2/3,nan
75428,75758121,t,82139910647599320,864691135644565999,82139910647595002,864691136534887842,2640,[126412 206828  24008],[126376 206932  24004],[126360 206896  24005],"[431.61886485664445, 471.56292286626166, 960.3200000000003]",L5,nan
75473,97428109,t,83967161600784521,864691136662172126,83967161600787784,864691136534887842,2068,[139646 189518  24206],[139550 189480  24209],[139574 189550  24206],"[490.388091022677, 407.2000783684791, 968.2400000000002]",L5,nan
75552,124223151,t,86631690860471634,864691136019352983,86631690860493579,864691136534887842,6832,[158870 118592  26566],[158944 118598  26574],[158933 118575  26569],"[591.7179113676214, 131.27758573538244, 1062.6400000000003]",L2/3,nan
75564,60795780,t,81437254065082552,864691135758837838,81437254065086771,864691136534887842,10328,[121316 214242  24528],[121360 214230  24533],[121348 214284  24531],"[408.72774142381775, 499.3294901727022, 981.1200000000002]",L5,untuned
75601,119817768,t,85653949943854679,864691135564530711,85653881224380135,864691136534887842,10092,[151986 173812  24725],[152056 173744  24727],[152062 173784  24727],"[545.0357337028643, 348.9171501175878, 989.0000000000002]",L4,nan
75629,92019828,t,83620609481227620,864691135873842830,83620609481235887,864691136534887842,2772,[137076 228678  25983],[137046 228684  25995],[137046 228666  25992],"[466.49513398230056, 562.3480548421243, 1039.3200000000002]",L5,nan
75679,114687582,t,85453358059565578,864691135941144180,85453358059576580,864691136534887842,17168,[150488 252414  26665],[150436 252408  26676],[150464 252408  26668],"[511.664072306093, 661.6064955446732, 1066.6000000000004]",L6,nan
75692,125180062,t,86425463710805271,864691136209300668,86425463710798849,864691136534887842,8316,[157496 155068  26547],[157552 155152  26543],[157546 155110  26542],"[573.5264538170549, 276.1473690036195, 1061.8800000000003]",L2/3,nan
75738,141927044,t,87353588896091755,864691136487230994,87353588896101201,864691136534887842,2536,[163878 254536  25672],[163976 254472  25674],[163916 254530  25668],"[564.2804823914447, 674.7302577236406, 1026.8800000000003]",L6,nan
75751,112561002,t,85370000394948567,864691136175033094,85370000394951093,864691136534887842,6416,[149670 155472  19671],[149576 155408  19674],[149596 155452  19670],"[542.2007313077106, 275.0288962647629, 786.8400000000003]",L2/3,nan
75756,133962006,t,86922030582417856,864691135434002930,86922030582411125,864691136534887842,14388,[161148 184888  25870],[161126 184948  25858],[161150 184916  25865],"[577.6829289718385, 396.2466436820607, 1034.8000000000002]",L5,nan
75782,209199794,t,93194675766277772,864691135473482738,93194675766298138,864691136534887842,8852,[206580 257864  26179],[206702 257856  26194],[206638 257882  26188],"[733.2782891356428, 702.87849965188, 1047.1600000000003]",L6,nan
