,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
5134,147403473,t,88324181980563178,864691135341357253,88324181980567140,864691135445930386,10804,[171364 145970  19814],[171396 146102  19827],[171282 146012  19818],"[631.959137899673, 244.72855491236265, 792.5600000000003]",L2/3
5145,206058216,t,93111868125981000,864691135946846049,93111868125963948,864691135445930386,2040,[206148 165532  21278],[206170 165438  21264],[206198 165474  21273],"[763.7459208548473, 334.8052990715838, 851.1200000000002]",L4
5152,236487918,t,95572300270947149,864691135730417081,95572300270936302,864691135445930386,6384,[223972 146952  21213],[223924 146966  21201],[223936 146996  21210],"[841.2480328510023, 266.9819649443422, 848.5200000000002]",L2/3
5156,174044654,t,90576737909614954,864691135517422218,90576737909623776,864691135445930386,9748,[187588 151462  21211],[187518 151544  21217],[187538 151502  21211],"[694.6935516703544, 272.2690191213941, 848.4400000000003]",L2/3
5158,198395519,t,92330183876607350,864691135700274555,92330183876597386,864691135445930386,9232,[200714 108694  19592],[200736 108634  19587],[200658 108712  19592],"[761.9076653222908, 106.42402484666609, 783.6800000000002]",L2/3
5173,180494867,t,90647931220303895,864691135581326788,90647931220304866,864691135445930386,2540,[188310 157818  20597],[188250 157862  20606],[188282 157830  20598],"[695.3547143548268, 297.847978910734, 823.8800000000002]",L4
5187,169513356,t,89669640682451231,864691135850849223,89669640682450755,864691135445930386,7896,[181070 208780  20140],[181036 208630  20146],[181004 208710  20149],"[648.7383920504652, 498.3962454173679, 805.6000000000003]",L5
5198,167806197,t,89730663645082408,864691135777108925,89730663645090851,864691135445930386,1852,[181600 139306  20821],[181680 139360  20827],[181651 139303  20826],"[675.0705570970229, 221.7424937710892, 832.8400000000003]",L2/3
5218,131995268,t,87129562932563555,864691135233289561,87129562932573081,864691135445930386,9308,[162532 158002  22457],[162500 157918  22465],[162458 157990  22461],"[592.5709400185285, 289.594375262333, 898.2800000000002]",L4
5237,153001192,t,88814839447086179,864691135526048603,88814839447062963,864691135445930386,10088,[174872 131770  22871],[174922 131728  22860],[174906 131770  22864],"[650.8881880913633, 189.36766544298672, 914.8400000000003]",L2/3
5285,145096416,t,88043944289925073,864691136617452251,88043944289915512,864691135445930386,6956,[169030 155000  22360],[169060 155106  22352],[169040 155087  22358],"[619.5105987702432, 279.8974213931444, 894.4000000000002]",L2/3
5312,192463678,t,91983769128511835,864691135782797107,91983769128519686,864691135445930386,1652,[197974 148952  20540],[197878 149032  20549],[197898 149010  20541],"[736.9545078650643, 265.8880225292617, 821.6000000000003]",L2/3
5317,189709474,t,91215554031235293,864691135462277277,91215554031250491,864691135445930386,3144,[192206 192336  20241],[192188 192318  20248],[192182 192314  20244],"[698.845644817234, 436.752808360637, 809.6400000000002]",L5
5336,167363264,t,89728739566546745,864691135544713512,89728739566545607,864691135445930386,8244,[181786 124888  21053],[181716 125026  21051],[181792 124968  21051],"[680.8381719481462, 164.3547970153464, 842.1200000000002]",L2/3
5379,167287618,t,89590269485360949,864691136209025980,89590200765875730,864691135445930386,2316,[180448 141580  18491],[180402 141458  18493],[180472 141513  18492],"[669.6873232921836, 230.40226708235062, 739.6400000000001]",L2/3
5384,195469540,t,91841864013000364,864691136296659739,91841864012994501,864691135445930386,480,[196832 140424  25122],[196750 140454  25132],[196772 140420  25125],"[735.3769471807893, 231.50770155508485, 1004.8800000000002]",L2/3
5389,188537757,t,91491737742213621,864691136236643599,91491737742202112,864691135445930386,2812,[194264 152842  21060],[194222 152876  21049],[194208 152816  21058],"[720.8148351882293, 280.095420809194, 842.4000000000002]",L2/3
5407,174398738,t,90153288561001358,864691134947702012,90153288561000273,864691135445930386,6056,[184378 142484  21651],[184438 142402  21651],[184360 142360  21657],"[685.0323487804103, 235.37459538664348, 866.0400000000003]",L2/3
5438,146470850,t,88042157650355999,864691135502342069,88042088930882033,864691135445930386,8588,[169314 141520  22614],[169176 141454  22610],[169244 141476  22615],"[625.3417135962289, 226.28161219579883, 904.5600000000003]",L2/3
5456,145096921,t,88114313034025947,864691135568086980,88114313034047871,864691135445930386,6476,[169550 155036  22298],[169606 155070  22312],[169631 155007  22303],"[621.5701333153182, 280.22215737458475, 891.9200000000003]",L2/3
5458,179117902,t,90713558253445522,864691135737745265,90713558253444257,864691135445930386,3816,[188654 122376  20051],[188672 122320  20051],[188652 122310  20047],"[709.0813735972511, 156.7393752536842, 802.0400000000003]",L2/3
5503,125815064,t,86070389906037032,864691135527047108,86070389906036946,864691135445930386,2444,[155030 131094  24429],[155078 131060  24430],[155042 131076  24429],"[572.0578764216074, 179.75657798895048, 977.1600000000003]",L2/3
5603,174187457,t,90221939184015429,864691135012873878,90221939184009569,864691135445930386,4644,[185100 129586  20600],[185166 129592  20599],[185126 129574  20602],"[692.4058981483363, 184.2306243077494, 824.0000000000002]",L2/3
5609,166592717,t,89944175260293697,864691136486938898,89944175260295614,864691135445930386,8888,[182986 156972  22066],[182878 156892  22074],[182916 156954  22067],"[674.434687097723, 292.6207873548374, 882.6400000000002]",L4
5620,145096894,t,88114313034053043,864691136911939569,88114313034047988,864691135445930386,4392,[169636 155242  22320],[169560 155172  22320],[169574 155170  22320],"[621.8410079594377, 281.07300338131756, 892.8000000000003]",L2/3
5670,166363035,t,89731350705342346,864691136329193962,89801719449534312,864691135445930386,15280,[181734 144384  19550],[181832 144400  19561],[181762 144370  19555],"[673.8342100085097, 242.0239159568415, 782.0000000000001]",L2/3
5720,150230950,t,88675476280901815,864691135194745898,88745845025102235,864691135445930386,2044,[174076 141882  22171],[174150 141954  22171],[174101 141956  22172],"[644.1910286899819, 229.38424470649306, 886.8400000000003]",L2/3
5732,199366244,t,92688762576386041,864691135809618124,92688762576369033,864691135445930386,4628,[203004 158802  23528],[202950 158844  23517],[202998 158874  23528],"[753.5640089264125, 306.8916671781594, 941.1200000000002]",L4
5745,193994066,t,92052832269716833,864691135585333116,92052832269719159,864691135445930386,8016,[198612 139286  21032],[198604 139228  21033],[198672 139220  21029],"[742.8665863721899, 227.59357217773453, 841.2800000000002]",L2/3
5751,182152296,t,91001218050407603,864691135490822119,91001218050406498,864691135445930386,300,[190606 168542  20736],[190696 168538  20737],[190622 168522  20736],"[700.7651337211978, 341.381185021472, 829.4400000000003]",L4
5760,187448612,t,91486446141383695,864691135946985057,91556814885585227,864691135445930386,3964,[194494 113536  19741],[194606 113538  19749],[194536 113572  19741],"[735.4343088082315, 123.54988887974532, 789.6400000000002]",L2/3
5809,145009386,t,88254431510129022,864691135269774245,88254431510114747,864691135445930386,2208,[170530 150392  18125],[170660 150302  18113],[170594 150340  18121],"[627.0942216091183, 262.0584951744034, 725.0000000000001]",L2/3
5832,181983187,t,91068769430316499,864691135207724921,90998400686104442,864691135445930386,2932,[191024 147254  21846],[190936 147228  21844],[190996 147254  21845],"[709.8522570628559, 256.6989384914377, 873.8400000000003]",L2/3
5835,151551616,t,88674239128946288,864691136175064326,88674239128961286,864691135445930386,200,[173956 132512  20581],[173878 132538  20590],[173958 132526  20586],"[646.9794524730802, 192.00503266549558, 823.2400000000002]",L2/3
5849,135833341,t,87618501741014617,864691135975734339,87618501741003823,864691135445930386,11172,[166158 131144  20285],[166176 131034  20286],[166198 131110  20285],"[616.3830636745175, 183.83529334975262, 811.4000000000002]",L2/3
5862,174678654,t,90223038763069637,864691135848178270,90223038763048655,864691135445930386,6824,[185100 137734  21392],[185050 137746  21378],[185050 137808  21384],"[689.5653181807047, 216.69860190795555, 855.6800000000003]",L2/3
5902,180875233,t,90786057368796331,864691136118628120,90786057368786094,864691135445930386,4676,[189110 138280  20814],[189096 138336  20807],[189118 138256  20808],"[705.3539329959355, 220.27226924226042, 832.5600000000003]",L2/3
5921,179116889,t,90643258228725262,864691135850444999,90643258228734561,864691135445930386,6544,[188194 122850  20032],[188174 122866  20039],[188156 122866  20035],"[707.0831280645126, 158.46779383461043, 801.2800000000002]",L2/3
5948,159340479,t,89171562317701548,864691135571131629,89171562317694014,864691135445930386,4796,[177498 167786  23195],[177418 167828  23186],[177432 167824  23188],"[648.7962122769203, 333.7989423506973, 927.8000000000003]",L4
5955,183341180,t,91005341151824702,864691135476174504,91005341151839270,864691135445930386,2368,[190756 199074  20210],[190736 199148  20219],[190760 199102  20211],"[690.718693989767, 463.0967445556692, 808.4000000000002]",L5
5962,184649335,t,91347014390131807,864691135428750896,91347014390134628,864691135445930386,4328,[193356 123482  20173],[193272 123360  20174],[193286 123420  20171],"[727.432226473045, 162.78576580764, 806.9200000000003]",L2/3
5976,114839886,t,85930202240387794,864691136379094741,85930202240381416,864691135445930386,1636,[153878 134856  24776],[153970 134912  24763],[153914 134912  24769],"[566.1558916359338, 194.34570214325382, 991.0400000000003]",L2/3
5982,181033746,t,90785713771122277,864691135775885229,90785713771125695,864691135445930386,6408,[189440 135734  20556],[189308 135714  20559],[189366 135704  20556],"[707.5565040815587, 210.2420680173209, 822.2400000000002]",L2/3
6006,166976541,t,89660707016192612,864691136065210264,89590338272001571,864691135445930386,4640,[180796 142468  19061],[180762 142526  19055],[180771 142504  19062],"[670.7644491136875, 234.06207144387713, 762.4400000000002]",L2/3
6027,161104253,t,89449325838765608,864691136672624007,89449325838761156,864691135445930386,4392,[179308 140188  18679],[179418 140180  18675],[179350 140216  18677],"[665.6299586445042, 224.45802481644643, 747.1600000000001]",L2/3
6034,146292632,t,87832700282587742,864691135730175417,87762331538422127,864691135445930386,7400,[167466 153968  19537],[167420 153942  19538],[167478 153948  19539],"[613.6381836450433, 275.2398833527923, 781.4800000000001]",L2/3
6045,181418074,t,90576600403634736,864691135440780360,90576669123107520,864691135445930386,984,[187856 150692  20769],[187810 150744  20767],[187838 150692  20768],"[696.0299120743715, 269.29417040749706, 830.7600000000002]",L2/3
6051,185122188,t,91209506717047922,864691135758717006,91209506717054431,864691135445930386,6452,[192190 147160  20045],[192252 147234  20045],[192242 147236  20049],"[714.531279694029, 256.7308636691303, 801.8000000000003]",L2/3
6099,173100724,t,90364188568033762,864691135502365877,90364119848552780,864691135445930386,1868,[185932 140526  21166],[185902 140428  21158],[185954 140490  21162],"[691.9072988009482, 228.11415860810837, 846.6400000000002]",L2/3
6134,184825217,t,91559357707278220,864691136577679636,91559357707271952,864691135445930386,5172,[194694 132534  21034],[194632 132416  21024],[194678 132483  21028],"[729.6081253638248, 199.32244097133128, 841.3600000000002]",L2/3
6165,203702077,t,92547750209682305,864691135446601300,92547750209675122,864691135445930386,7604,[201842 156768  23162],[201890 156790  23149],[201886 156726  23155],"[749.642795092677, 298.3815272221938, 926.4800000000002]",L4
6185,157154551,t,89449257119224142,864691135416073970,89449257119206733,864691135445930386,8204,[179556 139538  18610],[179596 139518  18603],[179560 139456  18603],"[666.844788716155, 221.95437709821348, 744.4000000000001]",L2/3
6188,206592886,t,93315002832268450,864691135736925828,93315002832278426,864691135445930386,2144,[207574 105880  20915],[207582 105850  20924],[207570 105872  20920],"[790.2242728782959, 97.60241090594116, 836.6000000000003]",L1
6241,158286885,t,89379575704137199,864691135987332611,89379575704144582,864691135445930386,4092,[179144 144692  19741],[179078 144724  19751],[179132 144710  19747],"[663.4062570612141, 242.3482943300248, 789.6400000000002]",L2/3
6281,203027914,t,92828606308866369,864691135012866038,92828606308865497,864691135445930386,6124,[203858 152140  20455],[203866 152202  20455],[203906 152198  20454],"[759.2895362478334, 280.6427948806367, 818.2000000000003]",L2/3
6285,146453511,t,87830982698727423,864691135476290216,87830982698722838,864691135445930386,6312,[167872 141368  22958],[167922 141260  22949],[167868 141316  22955],"[619.6486532692263, 225.17321149519057, 918.3200000000003]",L2/3
6286,143527596,t,88177878415996512,864691136116189604,88248178440707295,864691135445930386,3980,[170476 104160  21460],[170566 104120  21459],[170532 104138  21455],"[642.9965807491694, 77.81537640525949, 858.4000000000002]",L1
6300,159179575,t,89451868929302886,864691135103943757,89451868929302839,864691135445930386,6708,[179636 159212  22359],[179626 159126  22352],[179556 159204  22359],"[660.3047626882748, 300.37880489692077, 894.3600000000002]",L4
6302,167287582,t,89590269485459745,864691136740606300,89590269485459784,864691135445930386,4904,[180498 141602  18590],[180492 141664  18586],[180442 141664  18592],"[669.8788925264402, 230.50736336433218, 743.6000000000001]",L2/3
6318,124723546,t,86562695700598069,864691135577007109,86562626981075138,864691135445930386,7188,[158416 128754  20438],[158418 128628  20424],[158367 128721  20428],"[586.36611516468, 171.61263299458597, 817.5200000000002]",L2/3
6324,181394412,t,90575913208842042,864691136273616653,90575913208846404,864691135445930386,6020,[187874 145142  20753],[187840 145158  20758],[187820 145217  20753],"[698.0364955816322, 247.1849233233382, 830.1200000000002]",L2/3
6345,181312344,t,90857525624379354,864691135323237532,90857525624378185,864691135445930386,3200,[189492 146510  20631],[189478 146454  20633],[189470 146452  20632],"[704.0069514433667, 253.20017267835914, 825.2400000000002]",L2/3
6362,112030370,t,85511219322264784,864691135753561037,85511219322249144,864691135445930386,2712,[150628 159014  22708],[150654 159022  22693],[150604 158983  22697],"[544.7833268275493, 289.4769635535358, 908.3200000000003]",L4
6421,223651946,t,94237974728084501,864691135946705249,94237974728081741,864691135445930386,6008,[214066 166692  25337],[214070 166802  25336],[214076 166752  25336],"[794.89299668646, 342.18803915503327, 1013.4800000000002]",L4
6429,183550729,t,90794990766685153,864691136050855667,90794990766695656,864691135445930386,4848,[188976 204790  19948],[189020 204666  19956],[188927 204745  19949],"[681.6330588371712, 485.2531912444756, 797.9200000000003]",L5
6439,225195197,t,94027761311938739,864691136031655099,94027761311949347,864691135445930386,5288,[212688 173550  21332],[212584 173452  21332],[212616 173510  21333],"[787.0111151755245, 369.03524965906104, 853.2800000000002]",L4
6453,223802126,t,94168842464608724,864691135345539999,94168911184095899,864691135445930386,992,[213598 176278  21669],[213730 176344  21668],[213672 176294  21677],"[789.686220411716, 380.22297310823967, 866.7600000000002]",L5
6466,206058643,t,93252674333801098,864691136334141107,93182305589646315,864691135445930386,4616,[206960 165898  21291],[206866 165932  21282],[206884 165880  21290],"[766.8539652268668, 336.5468099620344, 851.6400000000002]",L4
6473,150987722,t,88539411851513770,864691135576940549,88539411851503139,864691135445930386,3904,[172702 176594  23430],[172784 176656  23423],[172722 176631  23429],"[626.6145420602429, 367.2248781849946, 937.2000000000003]",L4
6482,166944978,t,89449532265584173,864691135538378098,89519901009742813,864691135445930386,8448,[179640 141940  20655],[179774 141934  20649],[179659 141904  20652],"[666.3421177583944, 231.55510008704226, 826.2000000000003]",L2/3
6487,166591720,t,89803506491538846,864691136965771214,89803506491530325,864691135445930386,3600,[181990 157506  22171],[181986 157514  22169],[182001 157529  22171],"[670.2796827540164, 294.4014307508546, 886.8400000000003]",L4
6494,157119323,t,89094321290665063,864691135527748292,89094321290676865,864691135445930386,9312,[176854 116576  20946],[176824 116554  20954],[176872 116570  20951],"[664.0829970790663, 129.5139072002662, 837.8400000000003]",L2/3
6528,188624386,t,91137969875921849,864691135740557419,91137969875938915,864691135445930386,6756,[191962 138810  21026],[191964 138866  21040],[191946 138832  21033],"[716.533751937141, 223.37847471548017, 841.0400000000003]",L2/3
6558,200711153,t,92688831295915210,864691135725829183,92688831295905671,864691135445930386,9732,[203206 159188  23553],[203134 159140  23550],[203200 159108  23557],"[754.2343657756683, 308.5002136321533, 942.1200000000002]",L4
6610,223735912,t,94169323568090618,864691135937400836,94169323568104085,864691135445930386,4768,[213614 179530  22204],[213540 179610  22214],[213562 179598  22213],"[788.6162549707324, 393.1870517085528, 888.1600000000002]",L5
6661,130518056,t,87052940715963875,864691135341145265,86982571971781089,864691135445930386,1932,[161844 111558  22367],[161782 111580  22375],[161781 111604  22367],"[606.020857474069, 104.28545642559924, 894.6800000000003]",L2/3
6667,164184717,t,89871676346604893,864691135303197351,89871745066078805,864691135445930386,6680,[182412 141420  23118],[182518 141512  23108],[182497 141495  23115],"[677.5692085157507, 230.44939799059736, 924.7200000000003]",L2/3
6696,129124289,t,87199931274004523,864691135855783470,87199931274015643,864691135445930386,3120,[163212 158108  19315],[163170 157986  19320],[163160 158046  19314],"[595.243635562413, 290.2538254345975, 772.6000000000001]",L4
6709,202326754,t,92688693856715956,864691135155513444,92688762576188558,864691135445930386,6132,[203090 158396  23364],[203068 158418  23356],[203072 158452  23362],"[754.0482408287783, 305.3038285639636, 934.5600000000003]",L4
6710,119297325,t,85860451904458779,864691135564639319,85930820648674506,864691135445930386,5732,[153582 139940  24330],[153698 139934  24344],[153582 139930  24338],"[563.2039979288768, 214.50112512423442, 973.2000000000003]",L2/3
6712,166217467,t,89519900808249305,864691135864395902,89519900808253103,864691135445930386,8872,[179934 141520  18971],[180010 141622  18970],[179950 141574  18974],"[667.6600643711663, 229.98398814771937, 758.8400000000001]",L2/3
6717,157516937,t,89311268946579987,864691135754008013,89311268880108674,864691135445930386,1980,[178356 160020  22530],[178442 160086  22518],[178372 160056  22526],"[654.9225584734846, 303.1522687582853, 901.2000000000003]",L4
6744,181936632,t,91068769295787416,864691136023889209,91068769295804044,864691135445930386,4644,[191106 147216  20565],[191130 147160  20575],[191136 147226  20570],"[710.1922565967277, 256.5761039809491, 822.6000000000003]",L2/3
6753,168151806,t,89871882303697694,864691136039715070,89871882303688643,864691135445930386,8476,[182390 142602  21584],[182354 142620  21578],[182340 142604  21584],"[677.0694710306078, 235.15173681781343, 863.3600000000002]",L2/3
6760,171047480,t,90224069420726504,864691135396580129,90224069420736736,864691135445930386,6644,[184946 145472  20104],[184880 145460  20107],[184906 145462  20109],"[686.2540176971547, 247.47913226575875, 804.1600000000002]",L2/3
6766,166851423,t,89660500723882234,864691135013235606,89660500723869107,864691135445930386,4424,[180800 140640  18338],[180824 140648  18328],[180776 140656  18335],"[671.4176710198278, 226.7792903033143, 733.5200000000001]",L2/3
6770,158938851,t,89097207709808053,864691135837565843,89097207709809113,864691135445930386,1640,[176976 138290  22317],[177010 138368  22324],[177026 138308  22319],"[656.9991408996444, 216.08192590018368, 892.6800000000003]",L2/3
6778,209929324,t,92899387570860994,864691135937394997,92899387570881634,864691135445930386,3952,[204752 155112  21659],[204736 155128  21670],[204712 155060  21666],"[761.8158210184254, 292.7972263876168, 866.3600000000002]",L4
6798,174678934,t,90293476226614171,864691135994574250,90293476226623177,864691135445930386,10976,[185430 138076  21282],[185472 138186  21291],[185462 138093  21292],"[690.761066126107, 218.17644183537195, 851.2800000000002]",L2/3
6813,236301209,t,95150019086542710,864691134988384890,95150019086537930,864691135445930386,5184,[221062 146222  21331],[221148 146278  21323],[221074 146215  21323],"[829.9068213340375, 263.0585835803317, 853.2400000000002]",L2/3
6829,160734989,t,88957569464634250,864691135462597021,88957569464634282,864691135445930386,19652,[175762 146258  20238],[175662 146308  20241],[175766 146284  20241],"[649.3837916128577, 247.40941503098114, 809.5200000000002]",L2/3
6840,159340027,t,89101331012489558,864691135915170150,89101331012502926,864691135445930386,6144,[177046 168768  23204],[176948 168698  23219],[176998 168764  23211],"[646.6527445052577, 337.554417541914, 928.1600000000002]",L4
6859,164296103,t,89872156913393272,864691136617319643,89872156913403195,864691135445930386,4152,[182806 145040  19742],[182792 145010  19748],[182824 144996  19741],"[677.8771962049574, 245.01165466953623, 789.6800000000003]",L2/3
6877,179024798,t,90995720022663848,864691134885040122,90995720022663008,864691135445930386,1924,[190754 127470  17332],[190806 127492  17333],[190782 127490  17332],"[715.6735236469956, 177.76994666108192, 693.2800000000001]",L2/3
6907,196010741,t,92125812354047024,864691136903001010,92125812354031200,864691135445930386,5964,[198832 158468  21056],[198892 158512  21042],[198817 158434  21048],"[737.0559518769683, 304.10629602653586, 842.2400000000002]",L4
6957,201577792,t,92472502114187557,864691135987306755,92472502114175818,864691135445930386,4780,[201664 120154  21072],[201600 120148  21062],[201625 120142  21070],"[761.6979859274867, 152.42078162963287, 842.8800000000002]",L2/3
6989,178583441,t,91072411428258459,864691135571546917,91072411428259712,864691135445930386,1500,[191394 174614  20734],[191290 174616  20737],[191424 174583  20747],"[701.788300729728, 365.85147674986496, 829.3600000000002]",L4
7001,174186608,t,90080926817633104,864691135687221216,90080926817646927,864691135445930386,4632,[184348 127646  20492],[184332 127668  20501],[184318 127672  20495],"[690.0856730601982, 176.23798897637246, 819.6800000000003]",L2/3
7032,173102002,t,90504651178386435,864691136388605303,90504651178381449,864691135445930386,9620,[187320 138570  21082],[187406 138652  21075],[187347 138636  21078],"[698.1200782960112, 220.80381997397362, 843.2800000000002]",L2/3
7069,172780763,t,90363226025539345,864691134939978851,90363226025523574,864691135445930386,13008,[186008 133462  17542],[185996 133452  17530],[186010 133466  17535],"[694.6728146562459, 199.99217656462332, 701.6800000000002]",L2/3
7081,191041292,t,92189308882514195,864691135576926725,92189308882523704,864691135445930386,4880,[199388 107246  19387],[199264 107220  19398],[199320 107178  19391],"[757.1286547056066, 100.19179109578516, 775.4800000000001]",L2/3
7090,145289231,t,88042500778323510,864691135560628705,88042500778306229,864691135445930386,14452,[169304 144246  19363],[169294 144382  19356],[169306 144320  19361],"[624.3515195893848, 237.14063295408135, 774.5200000000001]",L2/3
7092,166606444,t,89873256827742794,864691135433762802,89873256827739669,864691135445930386,9768,[182736 153206  22847],[182772 153234  22847],[182762 153238  22847],"[674.751406508382, 277.52695468003566, 913.8800000000002]",L2/3
7114,184824036,t,91418826377371522,864691136422997807,91418826377353202,864691135445930386,3224,[193988 134138  21047],[194030 134112  21036],[193994 134130  21040],"[726.2356802909447, 205.46789833676857, 841.8800000000002]",L2/3
7225,148201495,t,88117611703341439,864691136100080501,88117611703343975,864691135445930386,5720,[169876 179546  23517],[169730 179620  23526],[169806 179580  23518],"[614.3244221826494, 378.0027366640425, 940.6800000000003]",L5
7268,222497178,t,94377199784004182,864691137019764078,94377199783999742,864691135445930386,3336,[215270 155648  20748],[215240 155726  20739],[215240 155684  20746],"[803.5408624440904, 298.59988422920514, 829.9200000000003]",L4
7286,150830538,t,88461483830205818,864691136175368966,88531852574335799,864691135445930386,4348,[172514 120238  22022],[172580 120192  22025],[172578 120208  22024],"[645.512399800426, 142.59314344381465, 880.8800000000002]",L2/3
7293,181916790,t,91139344265501817,864691137053813110,91139344265499887,864691135445930386,15268,[191756 148948  21068],[191676 148984  21066],[191710 148940  21065],"[712.1785478260103, 263.7043457804726, 842.7200000000003]",L2/3
7309,166746811,t,89943488199723957,864691135725762879,89943488199743841,864691135445930386,828,[182832 151884  23062],[182900 151952  23067],[182891 151905  23066],"[675.5948248400989, 272.2925449217415, 922.4800000000002]",L2/3
7311,215826230,t,93463986724835236,864691135501681986,93463986724831252,864691135445930386,13112,[208656 167598  21339],[208640 167472  21333],[208616 167548  21335],"[773.0194910080371, 343.91219846785845, 853.5600000000003]",L4
7325,216257416,t,93674818482213261,864691135476113832,93674818482207693,864691135445930386,4364,[210370 165390  24503],[210380 165476  24496],[210408 165446  24502],"[780.6191613781015, 335.71134666659015, 980.1200000000002]",L4
7343,222443846,t,94157503549896892,864691135323181212,94157503549909395,864691135445930386,764,[213622  91508  20398],[213626  91478  20413],[213588  91536  20407],"[819.3346243536089, 42.44164183059422, 815.9200000000003]",L1
7345,151556500,t,88885001898687709,864691135278563233,88885001898673166,864691135445930386,10284,[175172 129932  21931],[175146 129814  21919],[175186 129878  21923],"[652.7243907497542, 182.1482289139133, 877.2400000000002]",L2/3
7356,173859486,t,90083607011465035,864691135953791240,90083607011461231,864691135445930386,3696,[184228 147202  21522],[184272 147212  21516],[184242 147206  21521],"[682.7898287844215, 254.12248828338232, 860.8800000000002]",L2/3
7371,203701663,t,92477312745987191,864691135564946263,92477312746004145,864691135445930386,8936,[201446 156160  23113],[201546 156074  23122],[201523 156183  23117],"[748.276785457262, 295.8207270199225, 924.5200000000002]",L4
7462,181418313,t,90647381464673563,864691135233440857,90647450184130836,864691135445930386,1844,[188076 153728  20755],[188072 153816  20745],[188036 153736  20748],"[695.8481440687647, 281.4686558747412, 830.2000000000003]",L2/3
7464,209794551,t,91561969181990284,864691135415816378,91561969181993587,864691135445930386,6092,[194702 152102  22411],[194804 151990  22407],[194728 152042  22408],"[722.818149297819, 277.2993813641364, 896.4400000000003]",L2/3
7474,191552397,t,92187453321974811,864691136118685976,92187453321985568,864691135445930386,1036,[199562  93748  17934],[199438  93840  17945],[199510  93780  17939],"[762.52771907791, 46.46590735336801, 717.3600000000001]",L1
7503,167808463,t,89941976036020711,864691135462701118,89941976036020599,864691135445930386,6112,[183044 140600  20810],[183082 140556  20811],[183066 140602  20812],"[680.373459548739, 227.4022090985226, 832.4000000000002]",L2/3
7508,91115876,t,83399195058550918,864691136482911788,83399195058565118,864691135445930386,8468,[135206 151952  23770],[135210 152010  23777],[135198 152022  23772],"[485.79204371280167, 255.95999226322274, 950.8000000000003]",L2/3
7515,216927814,t,93460344592561750,864691135058735515,93460344592547794,864691135445930386,2492,[208682 140432  21352],[208690 140484  21346],[208686 140414  21348],"[782.5937868865701, 235.67076199166274, 854.0800000000003]",L2/3
7569,172741333,t,90573989063465006,864691135494493380,90574057782935445,864691135445930386,10236,[187518 131214  20690],[187502 131296  20687],[187488 131280  20694],"[701.473535071507, 191.56081452557822, 827.6000000000003]",L2/3
7578,182651991,t,91073373500822111,864691135809522892,91073373500814115,864691135445930386,3136,[191012 181650  20648],[191026 181618  20640],[191004 181634  20645],"[697.8132040071537, 393.75520635804054, 825.9200000000003]",L5
7581,158243295,t,88956332782629359,864691135639256123,88956332782642835,864691135445930386,1980,[175828 137190  22435],[175850 137266  22443],[175787 137229  22435],"[652.8081001140969, 211.29845005788277, 897.4000000000002]",L2/3
7615,160880729,t,88887269439937115,864691136010874787,88887269439929114,864691135445930386,10020,[175606 146768  20230],[175516 146664  20225],[175596 146740  20232],"[648.5843684060432, 249.3872670316138, 809.2000000000003]",L2/3
7625,150680662,t,88392145878356392,864691135571097837,88392145878358569,864691135445930386,5904,[171680 127918  22182],[171640 127938  22184],[171704 127940  22179],"[639.5116698703839, 172.90549301138702, 887.2800000000002]",L2/3
7633,174044761,t,90576737909525873,864691135807598109,90576737909548114,864691135445930386,14432,[187614 151304  21116],[187610 151264  21130],[187664 151226  21124],"[694.8522383483725, 271.64848826944603, 844.6400000000002]",L2/3
7653,91116740,t,83539932546752599,864691135941437044,83539932546746049,864691135445930386,12044,[136376 151978  23659],[136340 152060  23652],[136368 151986  23656],"[490.4451707026253, 256.4714853878832, 946.3600000000002]",L2/3
7715,174384217,t,90434144995223745,864691135771743563,90504513739423709,864691135445930386,1140,[186898 137778  21063],[186958 137804  21076],[186963 137830  21071],"[696.7146110386569, 217.5007562766609, 842.5200000000002]",L2/3
7716,152736701,t,88602633770105540,864691135815824975,88602633770125081,864691135445930386,6444,[173388 123500  23457],[173444 123390  23474],[173452 123430  23466],"[647.8578883335832, 155.89618834116163, 938.2800000000002]",L2/3
7723,182805919,t,91142917611400861,864691135386749313,91142917611392360,864691135445930386,4168,[191730 175696  20751],[191716 175698  20740],[191724 175632  20745],"[702.7499763493514, 370.28014472145884, 830.0400000000003]",L4
7730,215896791,t,93884824867387567,864691136756256622,93955193611571742,864691135445930386,2040,[211936 156938  21791],[212008 156962  21779],[211948 156911  21784],"[789.805886317761, 302.57793988607574, 871.6400000000002]",L4
7776,157311215,t,88887200519037515,864691136662432990,88887269238488552,864691135445930386,5176,[175546 146614  18622],[175492 146652  18621],[175508 146676  18622],"[648.3989696160337, 248.75269371932984, 744.8800000000001]",L2/3
7782,209014164,t,92967763383163770,864691135104019533,92967763383161745,864691135445930386,3592,[205204 140376  21192],[205322 140380  21197],[205260 140338  21193],"[768.7542491330933, 234.2351036861848, 847.6800000000003]",L2/3
