,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
1377,112849206,t,85443874168098126,864691135564561175,85443805448603615,864691136812258931,2672,[150140 181450  22334],[150298 181384  22324],[150220 181394  22330],"[535.0170497997284, 378.709332529238, 893.3600000000002]",L5
1383,154779299,t,88540098911954085,864691135644669167,88540098911952632,864691136812258931,3224,[172820 181578  22361],[172722 181634  22360],[172772 181614  22360],"[625.3472090703249, 387.12615319672864, 894.4400000000003]",L5
1387,152405523,t,88816419927598417,864691135118156253,88816419927581363,864691136812258931,11400,[175032 143380  22071],[175092 143384  22059],[175038 143342  22068],"[647.4782400049407, 235.6867268977259, 882.8400000000003]",L2/3
1389,161490379,t,89169363093440073,864691136065755032,89169294373968092,864691136812258931,3296,[177250 151246  21942],[177368 151136  21941],[177307 151188  21938],"[653.5742110765984, 267.8042426281418, 877.6800000000003]",L2/3
1401,164309682,t,89943487998629202,864691135909731753,89943487998626753,864691136812258931,7072,[183010 152112  21729],[182944 152172  21735],[183010 152152  21735],"[676.2246294277543, 273.26312937523755, 869.1600000000002]",L2/3
1411,118042498,t,86076643109916831,864691135373698889,86076643109921873,864691136812258931,1992,[154890 177612  22350],[154866 177552  22354],[154832 177650  22351],"[555.2827640261337, 365.0717106363391, 894.0000000000002]",L4
1420,145460000,t,87835655555984340,864691135739788436,87835655556001971,864691136812258931,1068,[167808 176130  22398],[167836 176096  22407],[167812 176120  22407],"[607.2747957089385, 363.66978000530827, 895.9200000000003]",L4
1429,158185746,t,89098169782184286,864691134988825210,89027801037987085,864691136812258931,10996,[176680 145556  22045],[176570 145472  22040],[176624 145544  22049],"[653.2865518698859, 244.93213620610902, 881.8000000000003]",L2/3
1442,147793432,t,88116305898973907,864691135560731873,88116305898962887,864691136812258931,6112,[169696 170114  22406],[169722 170106  22405],[169740 170110  22409],"[616.895373862407, 340.3555509596586, 896.2400000000002]",L4
1444,112849138,t,85443805448571726,864691134988717434,85443874168058696,864691136812258931,6628,[150204 181412  22296],[150164 181454  22294],[150182 181448  22299],"[535.2853233153377, 378.58022280527143, 891.8400000000003]",L5
1453,136297111,t,87345135997768051,864691136311739709,87345135997778821,864691136812258931,2220,[163882 191426  22564],[163906 191478  22571],[163950 191468  22568],"[586.298017205833, 423.2522626292443, 902.5600000000003]",L5
1469,143740451,t,88187293118482787,864691135807661341,88187293118490584,864691136812258931,4268,[170384 174688  22441],[170310 174590  22451],[170346 174644  22443],"[618.0423002022443, 358.82178175998683, 897.6400000000002]",L4
1473,147111353,t,88326518778216289,864691135256183471,88326518778219921,864691136812258931,3556,[171268 163320  22284],[171274 163182  22288],[171266 163258  22287],"[625.5279905889182, 313.8309991547147, 891.3600000000002]",L4
1481,148006547,t,87907055092280741,864691135546221508,87836686348067717,864691136812258931,14852,[168008 183956  22373],[167910 183980  22363],[167930 183994  22365],"[605.3434280964392, 394.9243834285703, 894.9200000000003]",L5
1486,185338899,t,91563480674978644,864691135472023858,91563480674985918,864691136812258931,2988,[195066 163324  19874],[195010 163348  19882],[195088 163366  19878],"[720.3563617977837, 322.14346773351934, 794.9600000000003]",L4
1547,154658125,t,88610536375456329,864691135730172089,88610536375458029,864691136812258931,2792,[173178 182312  22209],[173182 182190  22214],[173238 182252  22210],"[626.517870617285, 390.17578785394056, 888.3600000000002]",L5
1580,151556646,t,88884658301152199,864691135660742896,88884658301156611,864691136812258931,496,[175302 127424  21791],[175338 127390  21798],[175301 127377  21792],"[654.1167584040064, 172.1997246888858, 871.6400000000002]",L2/3
1583,112848653,t,85373505423893570,864691135528885700,85373505423902777,864691136812258931,9564,[149642 181674  22307],[149644 181680  22322],[149566 181684  22315],"[532.9545384156278, 379.4283087391749, 892.2800000000002]",L5
1595,149711423,t,88812709008797612,864691135856060718,88812709008810285,864691136812258931,960,[175114 115662  21622],[175114 115580  21629],[175106 115630  21629],"[657.4681233758333, 125.26521541451908, 864.8800000000002]",L2/3
1601,143799366,t,87977011519667412,864691135687121632,87906642775471771,864691136812258931,5072,[168484 180708  22431],[168468 180754  22425],[168470 180752  22428],"[608.3725102113834, 382.14776644515393, 897.2400000000002]",L5
1617,173627629,t,90507537597945387,864691135755038418,90507537597926533,864691136812258931,2932,[187020 160246  22783],[187006 160198  22774],[187043 160180  22776],"[689.3678931391082, 307.07329818602307, 911.3200000000003]",L4
1627,153095570,t,88815595293866935,864691136361731554,88815595293871017,864691136812258931,11760,[174804 137200  22076],[174710 137184  22083],[174732 137188  22082],"[648.7242004010033, 210.98130792351202, 883.0400000000003]",L2/3
1628,155339875,t,88681592247184971,864691135575425822,88681523527741281,864691136812258931,4476,[173620 187088  21633],[173642 187054  21638],[173646 187062  21636],"[626.6141195340601, 409.3611827194631, 865.3200000000003]",L5
1636,147813109,t,88258005526699944,864691134988855162,88328374270887064,864691136812258931,4488,[170996 176900  22533],[171100 176904  22547],[171030 176818  22538],"[619.7098308113417, 367.8494697069489, 901.3200000000003]",L4
1639,174947949,t,90365906621997660,864691136273654541,90365906621995539,864691136812258931,23704,[186230 153738  21620],[186284 153698  21624],[186243 153737  21622],"[688.4887561883453, 280.8649456582161, 864.8000000000003]",L2/3
1656,136647490,t,87345204717307419,864691136812572014,87345204717307272,864691136812258931,10180,[164224 192010  22618],[164178 191916  22617],[164214 191988  22616],"[587.457215737764, 425.6986025000654, 904.7200000000003]",L5
1680,143799649,t,87977011519596820,864691136031898299,87977011519598134,864691136812258931,604,[168870 180542  22367],[168754 180624  22370],[168806 180604  22370],"[609.9685062384216, 381.62086163242344, 894.6800000000003]",L5
1685,152922022,t,88466775230191635,864691135488475194,88466775230187826,864691136812258931,3904,[172406 159848  22281],[172448 159854  22276],[172452 159853  22278],"[631.2730878099113, 300.3925801286039, 891.2400000000002]",L4
1698,162089779,t,89385554835680595,864691136194368982,89385554835680470,864691136812258931,292,[178902 189420  23990],[178808 189348  23988],[178880 189382  23993],"[646.8487323469923, 420.49511339603544, 959.6000000000003]",L5
1720,139713390,t,87274629747959808,864691136328892394,87274698467430396,864691136812258931,5380,[163812 190634  22456],[163694 190682  22458],[163720 190671  22455],"[586.2951920833918, 420.07191421772035, 898.2400000000002]",L5
1739,181916323,t,91068975521430572,864691136065399960,91068975521435857,864691136812258931,6664,[191318 148930  21173],[191204 148892  21176],[191250 148890  21173],"[710.4394899284314, 263.47992290091605, 846.9200000000003]",L2/3
1743,115333357,t,85725074266910145,864691136676067812,85725074266915312,864691136812258931,1804,[152112 179710  22328],[152132 179782  22332],[152146 179764  22334],"[543.4816375477999, 372.46330192931305, 893.1200000000002]",L5
1782,122588522,t,86641723300204702,864691136118616344,86641723300210878,864691136812258931,2344,[158852 193524  22009],[158804 193500  22014],[158863 193504  22009],"[565.5231688870887, 429.8587549915474, 880.3600000000002]",L5
1791,195253358,t,91774655627032460,864691135677735620,91704286882828047,864691136812258931,2844,[196176 163632  19940],[196106 163732  19936],[196140 163692  19936],"[724.672090382246, 323.7577510993679, 797.6000000000003]",L4
1807,115333916,t,85795374291642783,864691135991522753,85795374291629714,864691136812258931,10016,[152744 179382  22359],[152734 179398  22351],[152756 179368  22358],"[546.1143660790607, 371.3766242030827, 894.3600000000002]",L5
1811,154657917,t,88540167631281462,864691136698271086,88540167631300003,864691136812258931,3848,[173038 182106  22230],[173030 182140  22243],[173044 182172  22235],"[626.0318179183777, 389.30611620677433, 889.2000000000003]",L5
1820,125803142,t,86290017017744055,864691135415916218,86290017017729975,864691136812258931,3900,[156514 194280  21532],[156542 194262  21517],[156560 194240  21525],"[555.9431971044659, 432.0561672524007, 861.2800000000002]",L5
1823,199399766,t,92618805746384599,864691135941409652,92618805746386759,864691136812258931,3032,[202756 161810  20402],[202702 161714  20401],[202758 161744  20401],"[751.5271258891657, 318.7914232887936, 816.0800000000003]",L4
1852,160450148,t,88892698613856795,864691135753722061,88963067358031486,864691136812258931,1748,[175606 187092  22561],[175694 187144  22561],[175672 187160  22562],"[634.5264957238168, 410.06948705502003, 902.4400000000003]",L5
1861,174946478,t,90154594231037022,864691137053906294,90154594231033342,864691136812258931,2932,[184508 151932  21629],[184554 151950  21623],[184558 151940  21632],"[682.2565801934985, 273.0681064031555, 865.1600000000002]",L2/3
1876,174948094,t,90436275366185259,864691135866948630,90436275366186753,864691136812258931,8712,[186532 153660  21623],[186442 153674  21625],[186428 153635  21629],"[689.7193519753773, 280.65941704965076, 864.9200000000003]",L2/3
1920,161490571,t,89169363093419776,864691135113141657,89169363093423065,864691136812258931,3328,[177478 151566  21927],[177532 151488  21932],[177528 151552  21931],"[654.3711812905411, 269.1588578790851, 877.0800000000003]",L2/3
1926,164308737,t,89802819229813623,864691135512232644,89802819229822582,864691136812258931,9900,[181926 152562  21796],[181918 152632  21803],[181972 152566  21798],"[671.7482488798828, 274.6783725312489, 871.8400000000003]",L2/3
1950,164309618,t,89943556718096455,864691135155513444,89943556718102536,864691136812258931,10592,[182894 152416  21740],[182876 152370  21738],[182934 152344  21739],"[675.6564137046587, 274.43406186348216, 869.6000000000003]",L2/3
1964,154410199,t,88535975743044240,864691136011157155,88535975743025674,864691136812258931,9348,[172630 151192  22072],[172632 151200  22062],[172640 151218  22068],"[635.1833586962965, 265.9784264473773, 882.8800000000002]",L2/3
1965,124968484,t,86357980647636475,864691136723341821,86357980647631863,864691136812258931,2324,[157038 176376  22324],[157026 176434  22317],[157051 176416  22324],"[564.2729668642824, 360.8953661906614, 892.9600000000003]",L4
1978,150727387,t,88598991503543070,864691135988318464,88598991503543698,864691136812258931,2764,[173504  96140  22431],[173558  96030  22431],[173564  96088  22426],"[657.8584471598015, 46.913080846635914, 897.2400000000002]",L1
1994,132494852,t,86712092111086360,864691135589895691,86712092111080008,864691136812258931,8448,[159726 193516  22177],[159764 193408  22169],[159708 193460  22175],"[569.0086545353854, 430.13157323785424, 887.0800000000003]",L5
1997,143739706,t,88116786935363234,864691135292203702,88116786935357484,864691136812258931,532,[169984 173372  22445],[169992 173316  22441],[169994 173328  22441],"[616.9071765151213, 353.43836368083566, 897.8000000000003]",L4
2023,129343032,t,87131555797157226,864691135609711111,87131555797162428,864691136812258931,1992,[162644 172746  22200],[162754 172830  22201],[162691 172750  22196],"[587.8771381589878, 348.38499954974276, 888.0000000000002]",L4
2032,146791569,t,87908292109717646,864691135837547667,87837923365540644,864691136812258931,6756,[167996 192914  22648],[167888 192846  22650],[167940 192894  22644],"[602.1726461767968, 430.6158483749418, 905.9200000000003]",L5
2034,154658537,t,88680973838993570,864691135476109992,88680973839007034,864691136812258931,3852,[173644 182500  22120],[173658 182478  22131],[173633 182479  22123],"[628.3092364159819, 391.08738457138713, 884.8000000000003]",L5
2057,149847855,t,88458047655323691,864691136758464622,88458047655334358,864691136812258931,1936,[172174  94460  20773],[172248  94596  20783],[172182  94524  20775],"[653.1443779572178, 39.75498392404185, 830.9200000000003]",L1
2068,199400841,t,92829774539963976,864691136286579907,92829774539956312,864691136812258931,4436,[203942 160702  20428],[203964 160736  20420],[203914 160660  20429],"[756.6393477887705, 314.78975523044596, 817.1200000000002]",L4
2078,155127382,t,88682485734705532,864691135776160685,88682485734721048,864691136812258931,628,[173992 194172  22745],[174006 194056  22761],[173986 194114  22754],"[625.6268121183228, 437.71904342979946, 909.8000000000003]",L5
2113,195984616,t,91844749560117554,864691135064978756,91774380815916964,864691136812258931,3824,[196670 161918  20165],[196616 161978  20169],[196628 161958  20164],"[727.2381108779532, 317.10005999692027, 806.6000000000003]",L4
2121,188876860,t,91631719316279134,864691136020261368,91631788035735902,864691136812258931,3916,[195204 147554  21030],[195312 147666  21023],[195258 147634  21024],"[726.4040455236527, 259.35161614788865, 841.2000000000003]",L2/3
2124,189177381,t,91563755552625948,864691135730446009,91563755552626689,864691136812258931,4092,[194828 165516  19665],[194844 165442  19655],[194802 165442  19659],"[718.643802892789, 330.79513057929194, 786.6000000000003]",L4
2128,174947996,t,90365975341520412,864691135334764521,90365975341512555,864691136812258931,748,[186230 154200  21661],[186254 154178  21653],[186238 154156  21656],"[688.3276923757476, 282.70591346028965, 866.4400000000003]",L2/3
2147,165207714,t,89803575278240202,864691134964428063,89803575278222113,864691136812258931,336,[182198 158048  22787],[182290 158088  22777],[182272 158070  22779],"[670.919563092552, 296.6336944342836, 911.4800000000002]",L4
