id,theta,rate
1463,9,0.30302992
1463,10,0.43304643
1463,11,0.58436054
1463,12,0.44176745
1463,13,0.25698143
1463,14,0.18307781
1463,15,0.58240885
1464,0,0.5949372
1464,1,0.12635818
1464,2,0.25129706
1464,3,0.028490704
1464,4,0.16239685
1464,5,0.097574785
1464,6,0.036371715
1464,7,0.8080508
1464,8,0.31190723
1464,9,0.22194299
1464,10,0.09678604
1464,11,0.115493916
1464,12,0.06231422
1464,13,0.2068954
1464,14,0.12736678
1464,15,0.12541063
1465,0,1.6906631
1465,1,2.9906423
1465,2,1.7344694
1465,3,1.1196073
1465,4,0.8159199
1465,5,0.41843948
1465,6,0.50729585
1465,7,0.39584857
1465,8,1.3724748
1465,9,1.1269879
1465,10,0.3739311
1465,11,1.3174438
1465,12,0.9981569
1465,13,0.8270127
1465,14,0.17865168
1465,15,0.43905735
1466,0,2.6102667
1466,1,1.6531675
1466,2,1.3364912
1466,3,0.98938674
1466,4,1.1536416
1466,5,0.821712
1466,6,0.58976394
1466,7,1.728479
1466,8,2.0060256
1466,9,2.8364823
1466,10,1.5836977
1466,11,0.6521413
1466,12,0.8598347
1466,13,0.6812341
1466,14,1.0240114
1466,15,1.3168999
1467,0,1.4002883
1467,1,2.7377613
1467,2,1.5663635
1467,3,1.078389
1467,4,0.43989024
1467,5,0.2038914
1467,6,0.10085535
1467,7,1.4860458
1467,8,4.661259
1467,9,5.5456476
1467,10,5.2909727
1467,11,2.2913425
1467,12,1.4960918
1467,13,1.0563653
1467,14,0.4022699
1467,15,0.754573
1468,0,0.687367
1468,1,1.3324578
1468,2,1.8149582
1468,3,4.865175
1468,4,5.5884724
1468,5,3.011043
1468,6,1.1749297
1468,7,1.8760992
1468,8,1.6386564
1468,9,1.1284171
1468,10,1.2066919
1468,11,3.1877084
1468,12,6.967759
1468,13,3.9347374
1468,14,1.4414446
1468,15,1.0578902
1469,0,0.42424187
1469,1,0.31989828
1469,2,0.11114744
1469,3,0.060024153
1469,4,0.07287586
1469,5,0.056267224
1469,6,0.17128812
1469,7,0.067301735
1469,8,0.38608402
1469,9,0.47272855
1469,10,0.26457065
1469,11,0.11848563
1469,12,0.14114088
1469,13,0.0392732
1469,14,0.17485633
1469,15,0.14874187
1470,0,0.55966693
1470,1,1.4296092
1470,2,0.4311633
1470,3,1.3599266
1470,4,3.0921094
1470,5,1.6880955
1470,6,0.38811034
1470,7,0.017168522
1470,8,0.8528842
1470,9,0.2640483
1470,10,0.44144306
1470,11,2.0699065
1470,12,4.301795
1470,13,2.363341
1470,14,0.49740204
1470,15,0.9479715
1471,0,1.414855
1471,1,1.4162643
1471,2,0.8330673
1471,3,0.6080186
1471,4,0.2884745
1471,5,0.36230052
1471,6,1.0462047
1471,7,0.9327261
1471,8,2.0576246
1471,9,1.2409378
1471,10,0.9939151
1471,11,0.50554204
1471,12,0.59486955
1471,13,0.61940783
1471,14,0.46703282
1471,15,1.5625257
1472,0,1.1184037
1472,1,0.97763854
1472,2,1.0248071
1472,3,1.2591648
1472,4,1.7795595
1472,5,1.0295743
1472,6,1.0559806
1472,7,0.6628676
1472,8,0.5453342
1472,9,0.7597031
1472,10,0.6900483
1472,11,0.69571483
1472,12,1.4255111
1472,13,1.6033573
1472,14,1.2662998
1472,15,1.3266194
1473,0,1.506029
1473,1,2.2655683
1473,2,0.9651171
1473,3,0.25028425
1473,4,0.20436993
1473,5,0.3540846
1473,6,1.1061828
1473,7,1.0072831
1473,8,1.4846926
1473,9,1.3890668
1473,10,0.34197482
1473,11,0.29803914
1473,12,0.28416952
1473,13,0.48342213
1473,14,0.6851612
1473,15,1.8872553
1474,0,0.17747585
1474,1,0.49472672
1474,2,0.6154028
1474,3,0.23521599
1474,4,0.53810173
1474,5,1.2072495
1474,6,0.62122524
1474,7,0.44123912
1474,8,0.55286235
1474,9,0.49592298
1474,10,1.0157545
1474,11,0.7376641
1474,12,1.2733161
1474,13,0.4684736
1474,14,0.4484887
1474,15,0.23963971
1475,0,1.5153714
1475,1,1.1528156
1475,2,0.5406772
1475,3,0.6840237
1475,4,0.297988
1475,5,0.5416895
1475,6,0.38356617
1475,7,1.2129893
1475,8,1.9062078
1475,9,1.158776
1475,10,0.952011
1475,11,0.8139349
1475,12,0.7995351
1475,13,0.52344304
1475,14,0.46714678
1475,15,1.3580939
1476,0,0.6998513
1476,1,0.4757226
1476,2,0.32344896
1476,3,0.8570749
1476,4,0.50993574
1476,5,0.7174832
1476,6,1.6655295
1476,7,0.44240385
1476,8,0.42000502
1476,9,0.7837621
1476,10,0.48490754
1476,11,0.2932014
1476,12,0.55518866
1476,13,0.80578214
1476,14,0.40104914
1476,15,1.3761051
1477,0,0.822674
1477,1,0.90635455
1477,2,0.4795188
1477,3,0.47488946
1477,4,0.4766776
1477,5,0.45152584
1477,6,1.0115412
1477,7,0.9592063
1477,8,0.9503533
1477,9,0.9548375
1477,10,0.5339255
1477,11,0.440991
1477,12,0.43988514
1477,13,0.6892389
1477,14,0.5584639
1477,15,0.75858074
1478,0,1.9284723
1478,1,3.0068495
1478,2,2.157818
1478,3,5.0802317
1478,4,6.529847
1478,5,5.4761996
1478,6,6.4658804
1478,7,1.3976319
1478,8,0.5130884
1478,9,0.69881344
1478,10,1.922705
1478,11,5.776582
1478,12,4.345017
1478,13,5.523238
1478,14,4.1169996
1478,15,2.3713078
1479,0,0.76994497
1479,1,3.8175068
1479,2,8.514099
1479,3,5.110957
1479,4,1.3059032
1479,5,0.85585624
1479,6,0.25762245
1479,7,0.54590625
1479,8,1.6139402
1479,9,5.7600894
1479,10,8.436308
1479,11,5.309942
1479,12,1.3529633
1479,13,1.1622189
1479,14,0.4761997
1479,15,0.2958276
1480,0,1.3471296
1480,1,1.7882302
1480,2,2.3971984
1480,3,4.9474263
1480,4,4.7807274
1480,5,2.363887
1480,6,2.0241375
1480,7,0.91386926
1480,8,1.1469402
1480,9,1.2357773
1480,10,3.8612819
1480,11,7.129565
1480,12,5.0518236
1480,13,2.864803
1480,14,2.0109131
1480,15,1.7504609
1481,0,0.43144122
1481,1,0.4560522
1481,2,0.45863557
1481,3,0.36689442
1481,4,0.331844
1481,5,0.43221307
1481,6,0.48287377
1481,7,0.58663255
1481,8,0.39558914
1481,9,0.68496394
1481,10,0.66950405
1481,11,0.26780474
1481,12,0.53531736
1481,13,0.59394294
1481,14,1.0877818
1481,15,0.59362996
1482,0,4.9118834
1482,1,3.98382
1482,2,1.9623649
1482,3,0.5739763
1482,4,1.0105417
1482,5,0.54761875
1482,6,1.3938394
1482,7,1.1256182
1482,8,2.7707105
1482,9,2.3810349
1482,10,2.2962022
1482,11,0.68895644
1482,12,0.8810649
1482,13,0.7725415
1482,14,0.9819501
1482,15,1.9182103
1483,0,1.9391531
1483,1,0.90010023
1483,2,0.72051156
1483,3,1.0699857
1483,4,0.5315119
1483,5,0.27913207
1483,6,0.5936806
1483,7,0.9305016
1483,8,1.0700048
1483,9,0.75414264
1483,10,1.0697582
1483,11,0.7851428
1483,12,0.62324023
1483,13,1.0204623
1483,14,0.7530553
1483,15,1.8431566
1484,0,3.5522094
1484,1,2.486087
1484,2,3.4451976
1484,3,8.074961
1484,4,7.7123847
1484,5,6.356929
1484,6,5.7192855
1484,7,1.8843597
1484,8,2.407441
1484,9,1.8020728
1484,10,2.0810952
1484,11,8.007221
1484,12,9.435326
1484,13,8.808079
1484,14,8.299981
1484,15,7.8787355
1485,0,0.681071
1485,1,1.07821
1485,2,0.46418706
1485,3,0.2967509
1485,4,0.39529246
1485,5,0.54390514
1485,6,0.7689202
1485,7,0.544531
1485,8,0.76023155
1485,9,1.3594468
1485,10,0.4815682
1485,11,0.40726346
1485,12,0.4263522
1485,13,0.16817763
1485,14,0.20952658
1485,15,0.35497728
1486,0,1.7569227
1486,1,0.7101222
1486,2,0.45449314
1486,3,0.43503657
1486,4,0.46470094
1486,5,0.669601
1486,6,1.2286656
1486,7,1.5924888
1486,8,2.760062
1486,9,0.52329624
1486,10,0.29172367
1486,11,0.37783545
1486,12,0.5801741
1486,13,0.4557043
1486,14,0.8417231
1486,15,2.7498431
1487,0,0.3133576
1487,1,0.37254047
1487,2,0.30195042
1487,3,0.5494691
1487,4,0.827106
1487,5,0.34645152
1487,6,0.26514885
1487,7,0.45252356
1487,8,0.47620758
1487,9,0.42217165
1487,10,0.50174576
1487,11,0.72872555
1487,12,0.9077686
1487,13,0.7959572
1487,14,0.22768167
1487,15,0.3265272
1488,0,1.2018992
1488,1,1.3055986
1488,2,1.1571717
1488,3,2.3027673
1488,4,2.363827
1488,5,2.667292
1488,6,5.3375
1488,7,6.094813
1488,8,3.1119733
1488,9,2.301085
1488,10,2.469348
1488,11,2.9689138
1488,12,2.198513
1488,13,2.690164
1488,14,4.017917
1488,15,5.067917
1489,0,3.85325
1489,1,1.2172476
1489,2,0.9100604
1489,3,0.41745013
1489,4,0.5074901
1489,5,0.20314029
1489,6,0.7995993
1489,7,1.4913373
1489,8,3.6704438
1489,9,1.5783112
1489,10,1.2819436
1489,11,0.33928362
1489,12,0.2427667
1489,13,0.2003216
1489,14,0.31034315
1489,15,2.3803458
1490,0,0.3038898
1490,1,0.24650745
1490,2,0.5533627
1490,3,1.0406573
1490,4,1.2601378
1490,5,0.8068425
1490,6,0.31356674
1490,7,0.36140227
1490,8,0.31360787
1490,9,0.6263002
1490,10,0.5327643
1490,11,0.78454727
1490,12,1.0577481
1490,13,1.0214942
1490,14,0.50899273
1490,15,0.20785896
1491,0,1.1209961
1491,1,0.50858474
1491,2,0.3011412
1491,3,0.30790573
1491,4,0.27823803
1491,5,0.60133946
1491,6,0.7205732
1491,7,1.7320074
1491,8,0.71296036
1491,9,0.3774093
1491,10,0.34935927
1491,11,0.36549085
1491,12,0.49572474
1491,13,0.46407065
1491,14,0.855871
1491,15,1.3257744
1492,0,1.6448275
1492,1,1.274811
1492,2,0.2639443
1492,3,1.2512418
1492,4,1.2476137
1492,5,0.43513626
1492,6,1.188123
1492,7,1.5120811
1492,8,1.0546938
1492,9,0.79949987
1492,10,1.5018089
1492,11,0.739534
1492,12,1.8537886
1492,13,1.5170097
1492,14,0.9558466
1492,15,0.6844564
1493,0,0.645285
1493,1,0.629783
1493,2,0.45705026
1493,3,0.8083848
1493,4,1.3107965
1493,5,0.88342965
1493,6,0.42397127
1493,7,0.2720382
1493,8,0.44944715
1493,9,0.46170455
1493,10,0.56589305
1493,11,1.4237227
1493,12,1.6029819
1493,13,1.2869414
1493,14,0.739284
1493,15,0.6028938
1494,0,0.47676316
1494,1,0.22736573
1494,2,0.30827522
1494,3,0.4421483
1494,4,0.7511657
1494,5,0.5613428
1494,6,0.4069933
1494,7,0.31577447
1494,8,0.27809775
1494,9,0.20322077
1494,10,0.11746249
1494,11,0.60539573
1494,12,0.3848597
1494,13,0.5178541
1494,14,0.40974206
1494,15,0.26558995
1495,0,0.41644734
1495,1,0.40364352
1495,2,0.29377812
1495,3,0.19277743
1495,4,0.13126889
1495,5,0.18789843
1495,6,0.26076728
1495,7,0.4783883
1495,8,0.6537859
1495,9,0.6054355
1495,10,0.59126973
1495,11,0.14637148
1495,12,0.08411626
1495,13,0.1419554
1495,14,0.18148738
1495,15,0.111286536
1496,0,0.21690948
1496,1,1.8275375
1496,2,3.0332193
1496,3,2.6983013
1496,4,0.86479914
1496,5,0.5626193
1496,6,0.22288978
1496,7,1.1256915
1496,8,1.2632406
1496,9,1.5274432
1496,10,3.2802403
1496,11,3.201788
1496,12,1.7085316
1496,13,0.85220563
1496,14,0.5872132
1496,15,0.14261898
1497,0,0.6250034
1497,1,1.1202242
1497,2,1.4408649
1497,3,1.5720593
1497,4,2.5906312
1497,5,1.4454052
1497,6,1.8335896
1497,7,0.9452814
1497,8,0.9930264
1497,9,1.337538
1497,10,0.6400532
1497,11,0.898409
1497,12,1.7210821
1497,13,2.441033
1497,14,1.941118
1497,15,1.1047388
1498,0,0.4754644
1498,1,0.37423703
1498,2,0.31504136
1498,3,0.3913222
1498,4,0.877583
1498,5,1.0271063
1498,6,2.0376394
1498,7,1.3127644
1498,8,0.5480429
1498,9,0.6904712
1498,10,0.35215065
1498,11,0.41185498
1498,12,0.44527784
1498,13,0.9462864
1498,14,1.1001624
1498,15,1.1819886
1499,0,3.399189
1499,1,3.0589483
1499,2,2.9644334
1499,3,3.9432259
1499,4,3.131341
1499,5,3.367416
1499,6,3.188163
1499,7,3.8857746
1499,8,3.855714
1499,9,3.011189
1499,10,2.598063
1499,11,2.6670806
1499,12,4.332814
1499,13,3.6441064
1499,14,3.9707565
1499,15,4.446172
1500,0,0.19020021
1500,1,0.5450042
1500,2,0.22404929
1500,3,0.42501158
1500,4,0.5741111
1500,5,0.30028957
1500,6,0.37159953
1500,7,0.76967514
1500,8,1.0542312
1500,9,0.93666255
1500,10,0.38459846
1500,11,0.379261
1500,12,0.76413214
1500,13,0.51358473
1500,14,0.25203604
1500,15,0.20865929
1501,0,2.3177547
1501,1,0.659286
1501,2,1.7639039
1501,3,0.8812925
1501,4,0.93597937
1501,5,1.009845
1501,6,1.0537426
1501,7,1.9439045
1501,8,2.8115468
1501,9,1.7532619
1501,10,1.1613511
1501,11,1.474982
1501,12,1.2970082
1501,13,0.79713607
1501,14,0.25010085
1501,15,0.8740066
1502,0,1.3632326
1502,1,0.30333254
1502,2,0.86162585
1502,3,0.77901816
1502,4,0.9906292
1502,5,0.9054483
1502,6,1.2486488
1502,7,0.39841586
1502,8,0.5710294
1502,9,0.33860865
1502,10,0.6622087
1502,11,0.5410746
1502,12,0.9396596
1502,13,1.2049053
1502,14,0.8551084
1502,15,0.97170305
1503,0,0.3176039
1503,1,0.34110522
1503,2,0.43596393
1503,3,0.6941453
1503,4,0.48418942
1503,5,0.874821
1503,6,0.42180008
1503,7,0.1663957
1503,8,0.39595324
1503,9,0.45243245
1503,10,0.3455569
1503,11,0.47091824
1503,12,0.5788957
1503,13,0.6248044
1503,14,0.6106898
1503,15,0.668419
1504,0,0.8700522
1504,1,1.203726
1504,2,1.2838973
1504,3,1.3288304
1504,4,0.58317864
1504,5,0.6608385
1504,6,0.7805578
1504,7,0.7751492
1504,8,0.94217634
1504,9,2.0570254
1504,10,1.9834058
1504,11,1.6223377
1504,12,0.48587117
1504,13,0.5275776
1504,14,0.97548693
1504,15,0.8624469
1505,0,0.3334538
1505,1,0.4413441
1505,2,0.50480986
1505,3,0.40654555
1505,4,0.4033516
1505,5,0.46463156
1505,6,0.620273
1505,7,0.42209107
1505,8,0.7484677
1505,9,0.6811959
1505,10,0.6283103
1505,11,0.619872
1505,12,0.4826812
1505,13,0.45348686
1505,14,0.3956562
1505,15,0.6405416
1506,0,0.3273137
1506,1,0.4773264
1506,2,1.4781845
1506,3,2.942173
1506,4,6.6053705
1506,5,3.263391
1506,6,0.7390459
1506,7,0.39357615
1506,8,0.33709207
1506,9,0.37383264
1506,10,1.1209519
1506,11,4.226431
1506,12,7.4211473
1506,13,4.8289423
1506,14,3.0051367
1506,15,1.3634713
1507,0,0.5198058
1507,1,1.1778028
1507,2,2.1270869
1507,3,3.7115865
1507,4,0.9560515
1507,5,0.6459454
1507,6,0.5599776
1507,7,0.5738441
1507,8,0.4273908
1507,9,1.2607281
1507,10,1.2682834
1507,11,1.1266929
1507,12,1.3283178
1507,13,0.89529544
1507,14,0.7036719
1507,15,0.5223611
1508,0,0.8642807
1508,1,1.0802803
1508,2,2.313463
1508,3,2.8362813
1508,4,1.9011796
1508,5,1.6536396
1508,6,0.7358361
1508,7,1.1519216
1508,8,1.406585
1508,9,3.1388292
1508,10,2.2129455
1508,11,4.054435
1508,12,2.7300363
1508,13,1.5842321
1508,14,2.2905407
1508,15,0.78575355
1509,0,2.0394301
1509,1,3.2276585
1509,2,2.161021
1509,3,0.36227876
1509,4,0.34877416
1509,5,0.28385675
1509,6,0.32077545
1509,7,0.4322184
1509,8,1.1075227
1509,9,3.792989
1509,10,4.3833094
1509,11,0.3945421
1509,12,0.3265805
1509,13,0.44220775
1509,14,0.33253056
1509,15,0.5062099
1510,0,3.972981
1510,1,1.7538102
1510,2,0.45993656
1510,3,0.7515403
1510,4,0.5834516
1510,5,0.13597369
1510,6,1.9576027
1510,7,3.7999618
1510,8,5.2213163
1510,9,4.5268164
1510,10,0.2777298
1510,11,0.7106561
1510,12,0.5294437
1510,13,1.2500551
1510,14,1.7218472
1510,15,5.58001
1511,0,0.3851356
1511,1,0.318317
1511,2,0.22205988
1511,3,0.15391174
1511,4,0.20404296
1511,5,0.28163996
1511,6,0.30180818
1511,7,0.37008664
1511,8,0.48263502
1511,9,0.28870562
1511,10,0.2953144
1511,11,0.2001665
1511,12,0.23119381
1511,13,0.294836
1511,14,0.22510707
1511,15,0.37395892
1512,0,0.66238296
1512,1,0.5673032
1512,2,0.5927963
1512,3,1.0443612
1512,4,0.73384494
1512,5,0.54320806
1512,6,0.39321846
1512,7,1.1669079
1512,8,1.5197195
1512,9,0.40786248
1512,10,1.4630725
1512,11,1.7396953
1512,12,2.114377
1512,13,0.9159726
1512,14,0.29190373
1512,15,1.4655321
1513,0,1.4256067
1513,1,2.1041512
1513,2,0.97744524
1513,3,0.6495375
1513,4,0.6256808
1513,5,0.60580266
1513,6,0.99999535
1513,7,1.1796718
1513,8,1.5090697
1513,9,1.5594528
1513,10,0.84193057
1513,11,0.6668264
1513,12,0.7107218
1513,13,0.50456965
1513,14,0.6246508
1513,15,1.3100587
1514,0,0.20207968
1514,1,0.56277764
1514,2,0.41392317
1514,3,0.20799026
1514,4,0.20243256
1514,5,0.19781779
1514,6,0.21602969
1514,7,0.6135111
1514,8,0.66457593
1514,9,0.7312651
1514,10,0.4703619
1514,11,0.26777884
1514,12,0.3277433
1514,13,0.31092107
1514,14,0.30136555
1514,15,0.15615419
1515,0,0.4888348
1515,1,0.38548586
1515,2,1.0331007
1515,3,1.988959
1515,4,1.9181616
1515,5,0.93501395
1515,6,0.64142394
1515,7,0.381172
1515,8,0.38308835
1515,9,0.16114397
1515,10,1.5644186
1515,11,1.7255024
1515,12,1.2145355
1515,13,0.6138932
1515,14,0.83717453
1515,15,0.47915405
1516,0,1.1091163
1516,1,2.158574
1516,2,1.314236
1516,3,2.2942977
1516,4,1.8941429
1516,5,2.1214583
1516,6,2.6330855
1516,7,1.814893
1516,8,1.3490517
1516,9,1.7565401
1516,10,1.2882242
1516,11,2.3076153
1516,12,1.0688843
1516,13,1.612812
1516,14,1.9445117
1516,15,1.4564879
1517,0,0.37861854
1517,1,0.56111205
1517,2,0.5139164
1517,3,0.22781613
1517,4,0.2506655
1517,5,0.24882078
1517,6,0.16785201
1517,7,0.31799334
1517,8,0.29086596
1517,9,0.68952835
1517,10,0.3979736
1517,11,0.31604034
1517,12,0.24100538
1517,13,0.10576899
1517,14,0.22309308
1517,15,0.19209734
1518,0,5.63413
1518,1,3.366333
1518,2,0.9781184
1518,3,0.42436543
1518,4,0.95099545
1518,5,0.6721412
1518,6,1.1571003
1518,7,1.3624918
1518,8,3.8345218
1518,9,3.3644242
1518,10,1.6206967
1518,11,0.77123016
1518,12,0.8005236
1518,13,0.511987
1518,14,0.40343395
1518,15,1.9271259
1519,0,0.35168114
1519,1,0.804288
1519,2,0.52245367
1519,3,0.3263921
1519,4,0.28505075
1519,5,0.3053478
1519,6,0.20902474
1519,7,0.3276811
1519,8,0.3763504
1519,9,0.6977598
1519,10,0.3735787
1519,11,0.4025026
1519,12,0.33287165
1519,13,0.28061986
1519,14,0.31449145
1519,15,0.2736593
1520,0,0.4378121
1520,1,0.099501505
1520,2,0.28150222
1520,3,0.55383337
1520,4,0.17207494
1520,5,0.15354761
1520,6,0.15706548
1520,7,0.21937028
1520,8,0.12768431
1520,9,0.21098046
1520,10,0.66142553
1520,11,0.43138424
1520,12,0.4766802
1520,13,0.26451686
1520,14,0.16048633
1520,15,0.16791584
1521,0,0.82105076
1521,1,2.533374
1521,2,1.7511625
1521,3,0.53496474
1521,4,0.5235132
1521,5,0.4549768
1521,6,0.31805757
1521,7,0.5204053
1521,8,0.4562315
1521,9,2.6643653
1521,10,0.84300345
1521,11,0.33057398
1521,12,0.68205696
1521,13,0.6072637
1521,14,0.47157764
1521,15,0.5398847
1522,0,0.8001523
1522,1,0.6747134
1522,2,0.39786673
1522,3,0.46203595
1522,4,0.29272357
1522,5,0.32013473
1522,6,0.29977113
1522,7,0.47876254
1522,8,0.9562936
1522,9,0.72838616
1522,10,0.36865225
1522,11,0.11264628
1522,12,0.13605878
1522,13,0.2611273
1522,14,0.33876565
1522,15,1.0274969
1523,0,0.14555727
1523,1,0.2119977
1523,2,0.087412484
1523,3,0.09388239
1523,4,0.23389354
1523,5,0.18731263
1523,6,0.081214294
1523,7,0.2240041
1523,8,0.14891666
1523,9,0.07351579
1523,10,0.18100166
1523,11,0.13858774
1523,12,0.32599968
1523,13,0.14788634
1523,14,0.267167
1523,15,0.16689506
1524,0,0.14892697
1524,1,0.14118919
1524,2,0.2133683
1524,3,0.2270877
1524,4,0.1382899
1524,5,0.07156755
1524,6,0.1261581
1524,7,0.2710411
1524,8,0.240006
1524,9,0.17901957
1524,10,0.24004412
1524,11,0.13718678
1524,12,0.1345228
1524,13,0.1904071
1524,14,0.082000345
1524,15,0.12663777
1525,0,1.4861337
1525,1,0.8824043
1525,2,1.2901529
1525,3,0.27512196
1525,4,0.3181557
1525,5,0.43956703
1525,6,0.3897238
1525,7,0.5942158
1525,8,3.5175376
1525,9,0.7762608
1525,10,0.20593233
1525,11,0.3924012
1525,12,0.36056337
1525,13,0.37594444
1525,14,0.15453035
1525,15,0.45286494
1526,0,13.2530575
1526,1,6.718577
1526,2,2.1953273
1526,3,2.1129167
1526,4,2.298926
1526,5,2.2162127
1526,6,1.83542
1526,7,10.695857
1526,8,7.2368407
1526,9,7.9252334
1526,10,1.2962477
1526,11,1.949694
1526,12,3.811192
1526,13,2.322083
1526,14,4.865847
1526,15,3.213461
1527,0,3.213346
1527,1,4.855508
1527,2,1.6392692
1527,3,0.54760635
1527,4,0.46400866
1527,5,1.075008
1527,6,0.9845109
1527,7,1.154352
1527,8,3.0665464
1527,9,0.5179523
1527,10,1.3223462
1527,11,0.5938043
1527,12,0.30726704
1527,13,0.35739404
1527,14,0.3358592
1527,15,0.6802376
1528,0,1.9571651
1528,1,1.7361038
1528,2,4.735371
1528,3,2.8707023
1528,4,3.4761195
1528,5,1.1083132
1528,6,0.16365908
1528,7,2.3864207
1528,8,2.174655
1528,9,1.6788237
1528,10,4.0612936
1528,11,5.1999674
1528,12,1.2653291
1528,13,1.4190162
1528,14,0.22601911
1528,15,2.1640627
1529,0,0.68848526
1529,1,1.3817343
1529,2,1.2674148
1529,3,0.25851828
1529,4,0.37321925
1529,5,0.22759119
1529,6,0.55534136
1529,7,0.7199078
1529,8,1.0426679
1529,9,0.98219347
1529,10,0.29258364
1529,11,0.23582098
1529,12,0.43204913
1529,13,0.20851736
1529,14,0.54395574
1529,15,0.7038391
1530,0,0.6684866
1530,1,1.1883929
1530,2,0.9045013
1530,3,1.718404
1530,4,1.202988
1530,5,0.59132063
1530,6,0.3442567
1530,7,0.3579313
1530,8,1.0439546
1530,9,1.2896583
1530,10,0.8138261
1530,11,1.1882477
1530,12,0.98412704
1530,13,1.1048195
1530,14,0.66688645
1530,15,0.7657073
1531,0,0.9133747
1531,1,0.85951596
1531,2,0.53855973
1531,3,0.11905831
1531,4,0.099426895
1531,5,0.1363967
1531,6,0.68654287
1531,7,0.691769
1531,8,0.7779764
1531,9,0.4228986
1531,10,0.29155406
1531,11,0.26503405
1531,12,0.32409033
1531,13,0.43624586
1531,14,0.51598686
1531,15,1.5243843
1532,0,0.18427077
1532,1,0.56218886
1532,2,0.5521931
1532,3,0.26044577
1532,4,0.4183239
1532,5,0.79296106
1532,6,1.3390282
1532,7,1.3851144
1532,8,1.232126
1532,9,0.9710666
1532,10,0.5510559
1532,11,0.5331956
1532,12,0.42581877
1532,13,0.36297113
1532,14,1.678209
1532,15,1.5156698
1533,0,2.4114985
1533,1,2.7483609
1533,2,1.0071838
1533,3,1.2568268
1533,4,1.7841909
1533,5,1.6213503
1533,6,2.4393144
1533,7,1.8427435
1533,8,3.247233
1533,9,2.2431812
1533,10,1.7276068
1533,11,1.4479783
1533,12,1.005478
1533,13,1.8687102
1533,14,2.345682
1533,15,2.9299533
1534,0,5.54675
1534,1,2.1367078
1534,2,1.3304001
1534,3,0.9159381
1534,4,0.22481816
1534,5,0.9883653
1534,6,1.9358816
1534,7,1.44574
1534,8,3.4618545
1534,9,4.229051
1534,10,3.2655468
1534,11,0.6694268
1534,12,2.3300261
1534,13,0.6085181
1534,14,3.5011544
1534,15,5.0997133
1535,0,11.776027
1535,1,5.225765
1535,2,3.603021
1535,3,3.6981654
1535,4,2.5797362
1535,5,6.342134
1535,6,11.411638
1535,7,16.526152
1535,8,12.894048
1535,9,7.6276727
1535,10,4.7124543
1535,11,5.7877264
1535,12,4.2520895
1535,13,8.159934
1535,14,18.097248
1535,15,10.204601
1536,0,0.7359022
1536,1,0.73959124
1536,2,0.6475861
1536,3,0.87479573
1536,4,1.5933938
1536,5,3.537075
1536,6,2.1133084
1536,7,1.3893465
1536,8,0.2034568
1536,9,0.68292415
1536,10,0.42208487
1536,11,0.967157
1536,12,2.504712
1536,13,2.6655185
1536,14,0.6999787
1536,15,0.56455505
1537,0,2.878275
1537,1,0.34971893
1537,2,0.74535257
1537,3,0.4860044
1537,4,0.57583326
1537,5,0.9092212
1537,6,1.8162801
1537,7,0.79409087
1537,8,0.9953701
1537,9,0.3990497
1537,10,0.4468642
1537,11,0.8336986
1537,12,1.0489686
1537,13,0.4351748
1537,14,4.4552817
1537,15,2.3143077
1538,0,1.1721852
1538,1,1.209769
1538,2,1.1822349
1538,3,0.7183122
1538,4,0.46035594
1538,5,0.56402314
1538,6,0.44707912
1538,7,0.51222146
1538,8,1.6124961
1538,9,1.5761081
1538,10,1.0518029
1538,11,0.75444657
1538,12,0.631128
1538,13,0.32843703
1538,14,0.24388842
1538,15,1.4602467
1539,0,0.5986441
1539,1,0.7572109
1539,2,0.805534
1539,3,2.2992654
1539,4,0.90826356
1539,5,0.83775616
1539,6,0.51045334
1539,7,0.30777514
1539,8,0.28422892
1539,9,1.5854198
1539,10,0.87044543
1539,11,0.9379265
1539,12,0.560638
1539,13,0.4225247
1539,14,0.8630854
1539,15,0.5750493
1540,0,0.97977865
1540,1,2.011932
1540,2,0.92124873
1540,3,0.14434963
1540,4,0.32640988
1540,5,0.3395729
1540,6,0.46147996
1540,7,0.58095676
1540,8,0.88190734
1540,9,1.3514881
1540,10,1.1824961
1540,11,0.41009578
1540,12,0.29682156
1540,13,0.41142362
1540,14,0.3014294
1540,15,0.59885466
1541,0,1.9393008
1541,1,2.9679503
1541,2,3.6912308
1541,3,3.1689782
1541,4,0.7776278
1541,5,0.36084196
1541,6,0.8752143
1541,7,1.2612191
1541,8,0.42327553
1541,9,1.4491973
1541,10,1.7061802
1541,11,0.5993718
1541,12,0.70204175
1541,13,0.60296303
1541,14,0.53098667
1541,15,0.92856777
1542,0,1.0189861
1542,1,1.2904849
1542,2,0.95379144
1542,3,0.5377773
1542,4,0.49107236
1542,5,0.56205034
1542,6,0.5258907
1542,7,0.694468
1542,8,0.8903769
1542,9,1.2918234
1542,10,0.68007463
1542,11,0.58958375
1542,12,0.56880367
1542,13,0.49320215
1542,14,0.36836895
1542,15,0.7662067
1543,0,3.2075088
1543,1,5.3362265
1543,2,6.149744
1543,3,7.8271627
1543,4,12.674345
1543,5,8.878182
1543,6,2.2706103
1543,7,1.7218943
1543,8,2.6709735
1543,9,3.535627
1543,10,3.5396748
1543,11,8.209786
1543,12,8.931481
1543,13,9.784252
1543,14,4.5821204
1543,15,4.453973
