pt_root_id,cell_type,tuning_type,layer,position_original,axon_proof,dendr_proof,pref_ori,osi
864691135609761031,exc,,L4,[196288 172256  25511],non,non,,
864691135609839111,inh,,L23,[238960 118976  26962],non,non,,
864691135610013703,exc,,L23,[139936 124752  18401],non,non,,
864691135610017543,exc,,L23,[236848 109968  18164],non,non,,
864691135610025735,exc,,L23,[263888 132048  21520],non,non,,
864691135610027015,exc,,L4,[255792 161056  23966],non,non,,
864691135610035975,exc,,L4,[157056 163984  26162],non,non,,
864691135610036487,exc,,L23,[148080 124704  22990],non,non,,
864691135610117639,exc,,L23,[192720 131232  22625],clean,clean,,
864691135610127111,exc,,L23,[183328 115392  22480],clean,extended,,
864691135610146567,exc,,L23,[156992 146064  18147],non,non,,
864691135610209287,exc,,L4,[116880 167808  21351],non,non,,
864691135610249479,exc,,L23,[150480 140128  17307],non,non,,
864691135610285831,exc,,L23,[119424 156160  19360],non,non,,
864691135610292487,exc,,L23,[272016 114272  18446],non,non,,
864691135610296327,exc,,L23,[105264 153472  17969],non,non,,
864691135610302727,exc,,L4,[128256 166912  20795],non,non,,
864691135610308871,exc,,L23,[192016 144448  25533],non,non,,
864691135610315527,exc,,L23,[195040 148992  22162],non,non,,
864691135610329351,exc,,L23,[239568 114992  24150],non,non,,
864691135610339079,exc,,L23,[148512 153104  15721],non,non,,
864691135610339591,exc,,L23,[186848 152368  25028],non,non,,
864691135610353159,exc,,L23,[117600 149312  18630],non,non,,
864691135610369031,exc,,L4,[103184 172944  21266],non,non,,
864691135610370823,exc,,L23,[153568 134384  16659],non,non,,
864691135610406407,exc,,L23,[140800 118480  16540],non,non,,
864691135610411271,exc,,L23,[188352 143088  16309],non,non,,
864691135610411783,exc,,L23,[112384 143984  22379],non,non,,
864691135610416135,exc,,L23,[123040 141968  24399],non,non,,
864691135610419719,exc,,L4,[188400 166320  25406],non,non,,
864691135610420487,exc,,L4,[158496 166832  16391],non,non,,
864691135610421255,exc,,L23,[175984 114656  16851],non,non,,
864691135610430727,exc,,L4,[162208 159808  16010],non,non,,
864691135610431751,exc,,L4,[224768 153152  21673],non,non,,
864691135610466823,exc,,L23,[254256 133184  17932],non,non,,
864691135610492423,inh,,L23,[250144 122144  26728],non,non,,
864691135610493703,exc,,L23,[111392 157968  17979],non,non,,
864691135610494727,exc,,L23,[235008 145824  21781],non,non,,
864691135610501639,exc,,L23,[ 84512 159056  19324],non,non,,
864691135610504711,exc,,L4,[266224 156656  21040],non,non,,
864691135610505991,exc,,L23,[120416 122784  22337],non,non,,
864691135610508551,exc,,L23,[166016 146752  19880],non,non,,
864691135610523399,exc,,L23,[231104 118880  17853],non,non,,
864691135610561031,exc,,L4,[140304 163024  20158],non,non,,
864691135610562311,exc,,L23,[220368 112480  24403],non,non,,
864691135610581255,exc,,L23,[266128 113312  17864],non,non,,
864691135610581511,exc,,L4,[211216 158784  16529],non,non,,
864691135610582791,exc,,L23,[141568 115696  21839],non,non,,
864691135612901033,exc,,L23,[ 91248 157840  15294],non,non,,
864691135614128075,exc,,L23,[106208 141328  21273],non,non,,
864691135614145483,exc,,L23,[ 79888 121248  19370],non,non,,
864691135614159051,exc,,L23,[163952 113264  16571],non,non,,
864691135614159307,exc,,L4,[125584 169600  21168],non,non,,
864691135614161611,exc,,L23,[ 97104 137536  16033],non,non,,
864691135614168011,exc,,L23,[124784 116928  20302],non,non,,
864691135614237643,exc,,L23,[100208 147456  21394],non,non,,
864691135614305995,exc,,L4,[139552 173824  24285],non,non,,
864691135614367179,exc,,L23,[232176 112032  20883],non,non,,
864691135614385867,exc,,L23,[198688 120496  25393],non,non,,
864691135614459339,exc,,L4,[163840 160992  26368],non,non,,
864691135614771147,exc,,L23,[180976 143888  22162],extended,extended,,
864691135614790859,exc,,L23,[204624 137152  21207],non,non,,
864691135614796491,exc,,L23,[246128 124256  16376],non,non,,
864691135614836171,exc,,L23,[238320 138240  25513],non,non,,
864691135614869963,exc,,L4,[ 86080 167184  15659],non,non,,
864691135614880971,exc,,L23,[252352 124016  26035],non,non,,
864691135614891467,exc,,L23,[230032 140032  18793],non,non,,
864691135614905291,exc,,L23,[247504 130512  15576],non,non,,
864691135614909387,exc,,L23,[179344 120016  26656],non,non,,
864691135614932939,exc,,L4,[269040 154352  21923],non,non,,
864691135614944459,exc,,L23,[162480 124352  26143],non,non,,
864691135614953163,exc,,L23,[253808 132288  18234],non,non,,
864691135614966731,exc,,L23,[169632 122160  16669],non,non,,
864691135614982859,exc,,L23,[109952 159280  17551],non,non,,
864691135614989003,exc,,L4,[208960 167248  17133],non,non,,
864691135614992843,exc,,L23,[226032 121584  19640],non,non,,
864691135615012299,exc,,L23,[176448 111072  24477],non,non,,
864691135615018699,exc,,L23,[209936 143104  20566],non,non,,
864691135615021771,exc,,L23,[221712 139520  20056],non,non,,
864691135615027403,exc,,L23,[113152 149184  25507],non,non,,
864691135615033803,exc,,L23,[242544 149168  19383],non,non,,
864691135615059403,exc,,L23,[124768 142256  22645],non,non,,
864691135615084747,exc,,L4,[124672 174656  17356],non,non,,
864691135615087819,exc,,L23,[189296 142336  23108],non,non,,
864691135615089867,exc,,L4,[267648 152624  19676],non,non,,
864691135615097803,exc,,L23,[237440 109200  19408],non,non,,
864691135615104459,exc,,L23,[249040 111568  23600],non,non,,
864691135615105739,exc,,L4,[212352 159760  27067],non,non,,
864691135615106251,exc,,L4,[264512 163920  15466],non,non,,
864691135615107275,exc,,L23,[203376 150176  25955],non,non,,
864691135615108811,exc,,L4,[226112 159680  16085],non,non,,
864691135615109835,exc,,L23,[135296 148736  24524],non,non,,
864691135615110347,exc,,L23,[151520 144528  19217],non,non,,
864691135615112395,exc,,L4,[143328 172528  20278],non,non,,
864691135615114443,exc,,L23,[132352 138128  18778],non,non,,
864691135615175883,exc,,L4,[200544 160320  20798],non,non,,
864691135615208139,inh,,L23,[168992 130400  23516],non,non,,
864691135615222475,exc,,L23,[178240 148752  20455],clean,clean,,
864691135615271115,exc,,L23,[173600 148096  24088],non,non,,
864691135615276747,exc,,L4,[176544 155584  22495],clean,clean,,
864691135615759977,inh,,L23,[141008 115872  22513],non,non,,
864691135615777129,exc,,L4,[258880 156304  15228],non,non,,
864691135615789929,exc,,L23,[211296 136112  27535],non,non,,
864691135615794025,inh,,L23,[ 77104 160400  19912],non,non,,
864691135615805289,exc,,L23,[109280 144560  21684],non,non,,
864691135615874883,exc,,L4,[253888 165728  17964],non,non,,
864691135616011625,exc,,L23,[163024 122240  17234],non,non,,
864691135616150633,exc,,L4,[141024 171744  24797],non,non,,
864691135616414057,inh,,L23,[160992 114720  24022],non,non,,
864691135616421225,exc,,L23,[127280 141232  17284],non,non,,
864691135616427625,exc,,L23,[268000 106320  17062],non,non,,
864691135616449129,exc,,L23,[155328 147328  20016],non,non,,
864691135616587369,exc,,L4,[134736 166496  18852],non,non,,
864691135616599657,exc,,L4,[227104 160816  24207],non,non,,
864691135616602985,exc,,L23,[247136 138048  16854],non,non,,
864691135616603241,exc,,L23,[136912 143280  18632],non,non,,
864691135616607337,exc,,L23,[208720 131632  16103],non,non,,
864691135616623721,exc,,L4,[ 84448 170896  16498],non,non,,
864691135616649833,exc,,L23,[206720 138048  18150],non,non,,
864691135616657257,exc,,L23,[172992 145520  24561],non,non,,
864691135616663401,exc,,L4,[166448 158112  24975],non,non,,
864691135616669033,exc,,L23,[199040 109824  27208],non,non,,
864691135616670313,exc,,L23,[ 95408 124736  17240],non,non,,
864691135616671593,inh,,L23,[220848 136256  27246],non,non,,
864691135616672105,exc,,L4,[106048 165376  20405],non,non,,
864691135616675177,exc,,L23,[244560 115968  19162],non,non,,
864691135616691049,exc,,L4,[228656 163760  21028],non,non,,
864691135616698729,exc,,L23,[121904 128864  19224],non,non,,
864691135616706665,exc,,L4,[220448 160880  15113],non,non,,
864691135616712297,exc,,L23,[241504 130384  17593],non,non,,
864691135616714345,exc,,L23,[104528 136320  19083],non,non,,
864691135616714857,exc,,L23,[212384 109488  16828],non,non,,
864691135616717417,exc,,L4,[103344 170624  18157],non,non,,
864691135616717673,exc,,L23,[262032 129760  16689],non,non,,
864691135616719465,exc,,L23,[131184 140592  23805],non,non,,
864691135616723561,exc,,L4,[134080 171936  17105],non,non,,
864691135616727913,exc,,L23,[167680 115520  20623],non,non,,
864691135616735593,exc,,L23,[200288 146320  16218],non,non,,
864691135616743273,exc,,L23,[104880 153360  19527],non,non,,
864691135616747625,exc,,L23,[197520 117136  17353],non,non,,
864691135616765033,inh,,L23,[203376 145744  16218],non,non,,
864691135616775017,exc,,L23,[243712 107952  20353],non,non,,
864691135616797801,exc,,L23,[138656 119024  19060],non,non,,
864691135616821097,exc,,L23,[106112 128832  21152],non,non,,
864691135616834153,exc,,L4,[173360 157600  18892],non,non,,
864691135616836457,exc,,L23,[242640 106736  19246],non,non,,
864691135616839273,exc,,L4,[169584 159536  26841],non,non,,
864691135616869481,exc,,L4,[155360 157040  19600],non,non,,
864691135616871273,exc,,L23,[148528 141408  20052],non,non,,
864691135616872041,exc,,L4,[154784 165136  22733],non,non,,
864691135616884841,exc,,L23,[265632 111280  20474],non,non,,
864691135616891753,inh,,L23,[160944 128464  26425],non,non,,
864691135616893545,exc,,L4,[130480 178496  22504],non,non,,
864691135616894313,exc,,L23,[251744 136016  22360],non,non,,
864691135616895337,exc,,L4,[120144 174560  23135],non,non,,
864691135616897385,exc,,L4,[110512 164256  15693],non,non,,
864691135616899689,exc,,L23,[129472 152528  18843],non,non,,
864691135616900969,exc,,L4,[129008 171408  15483],non,non,,
864691135616901481,inh,,L23,[231280 144608  26935],non,non,,
864691135616902249,exc,,L23,[147824 156960  24870],non,non,,
864691135616903529,exc,,L23,[155328 115952  17344],non,non,,
864691135616906345,exc,,L4,[205440 170208  25552],non,non,,
864691135616907113,inh,,L23,[130512 136688  23649],non,non,,
864691135616907625,exc,,L4,[164080 172592  18890],non,non,,
864691135616908649,exc,,L4,[267328 155824  15503],non,non,,
864691135616928873,exc,,L23,[222000 149808  22837],non,non,,
864691135616931433,exc,,L23,[239184 120224  19853],non,non,,
864691135616965225,exc,,L23,[221088 143664  19296],non,non,,
864691135617000297,exc,,L23,[211232 135840  20333],non,non,,
864691135617044585,exc,,L4,[160416 177360  20543],non,non,,
864691135617054313,exc,,L23,[129008 138464  22105],non,non,,
864691135617626537,exc,,L23,[ 83440 156368  19026],non,non,,
864691135617729679,exc,,L4,[114000 174848  24004],non,non,,
864691135617730191,exc,,L4,[106688 177360  21892],non,non,,
864691135617737103,inh,,L23,[ 70384 158976  20150],non,non,,
864691135617801103,exc,,L4,[133552 161088  17023],non,non,,
864691135618101391,exc,,L23,[197824 147488  25569],non,non,,
864691135618114447,exc,,L23,[220720 111632  15579],non,non,,
864691135618239631,exc,,L23,[145376 113776  16335],non,non,,
864691135618293647,exc,,L23,[243712 119296  21635],non,non,,
864691135618421647,exc,,L23,[185552 117744  21870],clean,clean,,
864691135618464655,exc,,L4,[138688 170896  15551],non,non,,
864691135618469775,exc,,L23,[148848 135568  17873],non,non,,
864691135618500495,exc,,L4,[232256 153888  15214],non,non,,
864691135618501775,exc,,L23,[110544 125248  22791],non,non,,
864691135618507919,exc,,L23,[ 98400 138352  19796],non,non,,
864691135618517135,exc,,L23,[263360 110736  20124],non,non,,
864691135618523023,exc,,L23,[121888 148032  18518],non,non,,
864691135618525327,exc,,L23,[ 96800 159952  19238],non,non,,
864691135618526607,inh,,L23,[266640 118816  21216],non,non,,
864691135618537359,exc,,L23,[225008 126256  18035],non,non,,
864691135618542223,exc,,L23,[106608 146976  15442],non,non,,
864691135618546319,exc,,L23,[173904 150624  19647],non,non,,
864691135618552463,exc,,L23,[232016 149584  21567],non,non,,
864691135618562959,exc,,L4,[189376 159632  25468],non,non,,
864691135618567055,exc,,L23,[157328 146928  17089],non,non,,
864691135618575759,exc,,L23,[158384 146384  22738],non,non,,
864691135618576783,exc,,L23,[261584 113632  21223],non,non,,
864691135618579599,exc,,L23,[225216 150512  19729],non,non,,
864691135618595471,exc,,L4,[144912 170496  23057],non,non,,
864691135618597775,exc,,L23,[ 91632 138128  20333],non,non,,
864691135618612367,exc,,L4,[121776 177488  25462],non,non,,
864691135618615439,exc,,L4,[202304 160608  17691],non,non,,
864691135618615695,exc,,L4,[270896 160864  20439],non,non,,
864691135618631311,exc,,L23,[215856 115504  16385],non,non,,
864691135618634127,exc,,L4,[249312 157696  24076],non,non,,
864691135618638223,exc,,L23,[177392 141856  24375],non,non,,
864691135618639759,exc,,L23,[153744 137872  19586],non,non,,
864691135618669199,exc,,L23,[120080 130880  26540],non,non,,
864691135618674063,exc,,L23,[210064 145648  24014],non,non,,
864691135618686607,exc,,L23,[125968 117216  24771],non,non,,
864691135618689935,exc,,L23,[146528 112640  23059],non,non,,
864691135618690703,exc,,L4,[172816 167824  17173],non,non,,
864691135618692751,exc,,L4,[176576 160240  15179],non,non,,
864691135618703759,exc,,L23,[219536 132672  21226],non,non,,
864691135618708879,exc,,L23,[250064 128288  20184],non,non,,
864691135618711183,exc,,L23,[153920 152384  23048],non,non,,
864691135618711695,exc,,L23,[165312 153472  21378],non,non,,
864691135618713487,exc,,L23,[214880 111200  15730],non,non,,
864691135618713999,exc,,L23,[195984 108928  21690],non,non,,
864691135618714255,exc,,L23,[214192 137024  26465],non,non,,
864691135618719887,exc,,L4,[139856 168416  21561],non,non,,
864691135618723727,exc,,L4,[201232 167440  20990],non,non,,
864691135618754447,exc,,L23,[193504 120304  20668],non,non,,
864691135618867855,exc,,L23,[235280 146064  15621],non,non,,
864691135618870415,exc,,L23,[147472 146064  22628],non,non,,
864691135618893455,exc,,L23,[234944 113744  20643],non,non,,
864691135622527401,exc,,L23,[ 80992 161440  21434],non,non,,
864691135622549929,exc,,L23,[ 76608 149248  20512],non,non,,
864691135624737091,inh,,L23,[257904 112976  18404],non,non,,
864691135625188675,inh,,L23,[271184 102768  20951],non,non,,
864691135638988859,exc,,L23,[234208 147712  24505],non,non,,
864691135638991931,exc,,L23,[271088 143152  19729],non,non,,
864691135638998075,exc,,L23,[103296 150496  17045],non,non,,
864691135639001915,exc,,L4,[158608 164224  17449],non,non,,
864691135639423547,inh,,L23,[127600 146656  23979],non,non,,
864691135639588411,exc,,L23,[128416 119856  24360],non,non,,
864691135639601723,exc,,L23,[138576 126352  24656],non,non,,
864691135639611451,inh,,L23,[187056 143072  26536],non,non,,
864691135639615035,exc,,L23,[140848 131088  21733],non,non,,
864691135639620155,exc,,L23,[165824 124976  26741],non,non,,
864691135639645243,exc,,L23,[175056 154080  17369],non,non,,
864691135639652923,exc,,L4,[228240 155776  21375],non,non,,
864691135639675451,exc,,L4,[213696 156128  24458],non,non,,
864691135639689019,exc,,L4,[269168 167536  15306],non,non,,
864691135639715387,exc,,L4,[176224 172096  22961],non,non,,
864691135639733819,exc,,L23,[108896 150400  17416],non,non,,
864691135639737147,exc,,L23,[268912 109360  18203],non,non,,
864691135639740731,exc,,L23,[183904 153536  19924],non,non,,
864691135639743035,exc,,L23,[248368 137808  25729],non,non,,
864691135639745083,exc,,L23,[197632 126656  17611],non,non,,
864691135639761723,exc,,L23,[128496 145216  15812],non,non,,
864691135639766587,exc,,L23,[205344 133984  22281],non,non,,
864691135639777339,exc,,L23,[105552 128000  18827],non,non,,
864691135639778107,exc,,L23,[230096 118512  24706],non,non,,
864691135639783995,exc,,L4,[129376 172080  20252],non,non,,
864691135639815739,exc,,L23,[223616 117008  27109],non,non,,
864691135639824955,exc,,L4,[240192 153056  22511],non,non,,
864691135639825211,exc,,L23,[214272 114672  21697],non,non,,
864691135639826491,exc,,L23,[148752 112592  20474],non,non,,
864691135639830331,exc,,L4,[204992 173536  19645],non,non,,
864691135639859515,exc,,L23,[180032 121104  18180],non,non,,
864691135639866683,exc,,L23,[141152 121520  15315],non,non,,
864691135639868475,exc,,L4,[207056 172864  15773],non,non,,
864691135639869499,exc,,L23,[143920 124192  24326],non,non,,
864691135639870779,exc,,L4,[223248 163936  19216],non,non,,
864691135639873851,exc,,L4,[123040 167424  16372],non,non,,
864691135639874107,exc,,L4,[ 96320 173232  16502],non,non,,
864691135639877179,exc,,L4,[244112 163264  15792],non,non,,
864691135639882043,exc,,L23,[200976 136000  21808],non,non,,
864691135639886139,exc,,L23,[223344 128544  17991],non,non,,
864691135639888955,exc,,L4,[224080 163920  25624],non,non,,
864691135639892795,exc,,L23,[253552 142784  25678],non,non,,
864691135639893051,exc,,L23,[144160 128800  22455],non,non,,
864691135639894075,exc,,L4,[191424 168672  24776],non,non,,
864691135639896123,exc,,L23,[190400 113600  26771],non,non,,
864691135639905851,exc,,L4,[152992 169568  19551],non,non,,
864691135639908155,exc,,L23,[214656 132416  24226],non,non,,
864691135639909179,exc,,L23,[201056 150880  19905],non,non,,
864691135639943227,exc,,L23,[262848 145344  19077],non,non,,
864691135639945019,exc,,L23,[265360 133456  19550],non,non,,
864691135640038459,exc,,L23,[106272 133440  16501],non,non,,
864691135640038971,exc,,L23,[167024 109696  22578],non,non,,
864691135640043323,exc,,L23,[193840 129568  22010],non,non,,
864691135640063803,exc,,L23,[207600 147952  16336],non,non,,
864691135640879697,exc,,L4,[164688 170608  15940],non,non,,
864691135642156228,exc,,L4,[231104 155792  26660],non,non,,
864691135642267332,exc,,L23,[248192 121920  25955],non,non,,
864691135642439761,exc,,L4,[161232 165344  18419],non,non,,
864691135643679940,exc,,L23,[248640 132928  26283],non,non,,
864691135644589295,inh,,L23,[241712 122608  16333],non,non,,
864691135644637935,inh,,L23,[255184 118192  25013],non,non,,
864691135644638447,exc,,L4,[236256 154448  24149],non,non,,
864691135644652271,exc,,L4,[202016 170272  15119],non,non,,
864691135644654319,exc,,L23,[247872 130416  23261],non,non,,
864691135644659183,exc,,L23,[105424 128512  18045],non,non,,
864691135644661231,exc,,L23,[255296 103008  19917],non,non,,
864691135644662767,inh,,L23,[248112 130464  17468],non,non,,
864691135644663023,exc,,L4,[184928 159056  27429],non,non,,
864691135644697583,exc,,L23,[144672 112464  16215],non,non,,
864691135644885231,exc,,L23,[143952 145808  16135],non,non,,
864691135644963311,exc,,L23,[234752 110768  23339],non,non,,
864691135645154031,exc,,L23,[192496 113024  17463],non,non,,
864691135645163857,exc,,L23,[143584 124352  19668],non,non,,
864691135645256687,exc,,L4,[207744 154320  18418],non,non,,
864691135645257711,exc,,L4,[185376 162128  26373],non,non,,
864691135645287407,exc,,L23,[205632 120480  16623],non,non,,
864691135645291503,exc,,L4,[ 95376 174576  18186],non,non,,
864691135645291759,exc,,L4,[243456 158400  21355],non,non,,
864691135645301999,exc,,L23,[249696 121424  16536],non,non,,
864691135645303791,exc,,L23,[189632 111888  15591],non,non,,
864691135645341935,exc,,L23,[128832 152160  25432],non,non,,
864691135645344239,inh,,L23,[155376 143328  15626],non,non,,
864691135645354479,exc,,L23,[137296 137088  21332],non,non,,
864691135645356271,exc,,L23,[179216 139280  17497],non,non,,
864691135645357295,exc,,L23,[238512 125888  16156],non,non,,
864691135645358063,exc,,L23,[117472 124544  18362],non,non,,
864691135645359599,exc,,L23,[246064 119952  16732],non,non,,
864691135645364207,exc,,L23,[223040 135376  15515],non,non,,
864691135645367535,exc,,L23,[220448 122800  16354],non,non,,
864691135645381359,exc,,L4,[144208 170448  18118],non,non,,
864691135645385967,exc,,L23,[114688 135984  16024],non,non,,
864691135645387759,exc,,L4,[218336 163312  17925],non,non,,
864691135645388015,exc,,L23,[152240 124304  25010],non,non,,
864691135645391087,exc,,L23,[266624 144576  19152],non,non,,
864691135645396207,exc,,L23,[267056 140688  16585],non,non,,
864691135645401583,exc,,L23,[154592 135536  21762],non,non,,
864691135645402351,exc,,L4,[242128 159152  23302],non,non,,
864691135645402607,exc,,L4,[177616 157328  15732],non,non,,
864691135645406447,exc,,L23,[216768 128000  23836],non,non,,
864691135645425903,exc,,L4,[120688 175792  16149],non,non,,
864691135645430511,exc,,L23,[163712 123536  15326],non,non,,
864691135645430767,exc,,L23,[200016 135744  17376],non,non,,
864691135645443567,exc,,L23,[108272 151616  22866],non,non,,
864691135645444847,exc,,L23,[152080 147040  16705],non,non,,
864691135645446639,exc,,L23,[206064 140912  23689],non,non,,
864691135645451247,exc,,L4,[206032 167168  20772],non,non,,
864691135645452527,exc,,L23,[136928 138816  17540],non,non,,
864691135645468143,exc,,L4,[104672 179824  21352],non,non,,
864691135645470191,exc,,L4,[210640 165312  15955],non,non,,
864691135645470959,exc,,L23,[264096 132272  20109],non,non,,
864691135645471727,exc,,L23,[195216 149552  15242],non,non,,
864691135645474031,exc,,L4,[139600 166992  23539],non,non,,
864691135645491951,exc,,L4,[268592 162256  15446],non,non,,
864691135645496559,exc,,L23,[107648 134976  17730],non,non,,
864691135645502447,exc,,L23,[178192 154752  18267],non,non,,
864691135645503727,exc,,L4,[194448 174784  16790],non,non,,
864691135645517295,exc,,L23,[233024 137584  25055],non,non,,
864691135645521903,exc,,L23,[254688 109024  19474],non,non,,
864691135645531375,exc,,L4,[110512 178800  22529],non,non,,
864691135645531631,exc,,L23,[234048 122080  25830],non,non,,
864691135645532655,exc,,L23,[242384 112192  18921],non,non,,
864691135645532911,exc,,L4,[194976 173856  23047],non,non,,
864691135645533167,exc,,L4,[251008 151792  15990],non,non,,
864691135645538031,exc,,L23,[121920 152480  23601],non,non,,
864691135645538543,exc,,L4,[264688 163808  19660],non,non,,
864691135645540335,exc,,L23,[235248 107152  22938],non,non,,
864691135645541103,inh,,L23,[138176 131680  22482],non,non,,
864691135645544943,exc,,L23,[229408 130528  22658],non,non,,
864691135645545967,exc,,L23,[263184 133824  18497],non,non,,
864691135645546223,exc,,L23,[181968 146016  25005],non,non,,
864691135645655279,exc,,L23,[198608 140896  17638],non,non,,
864691135645672943,exc,,L23,[258880 116304  20161],non,non,,
864691135647803971,exc,,L4,[218064 159312  24318],non,non,,
864691135649221187,exc,,L4,[243600 168048  27192],non,non,,
864691135650064707,inh,,L23,[264320 121136  18418],non,non,,
864691135654027970,exc,,L23,[189664 147312  27527],non,non,,
864691135654032578,exc,,L23,[139664 143936  17463],non,non,,
864691135654035650,exc,,L23,[263040 109280  18228],non,non,,
864691135654043586,exc,,L23,[247312 124384  24793],non,non,,
864691135654073282,exc,,L4,[221712 157872  15700],non,non,,
864691135654073538,exc,,L23,[131696 151184  15855],non,non,,
864691135654077378,exc,,L23,[223200 119152  25516],non,non,,
864691135654077890,exc,,L4,[198832 163408  22112],non,non,,
864691135654090178,exc,,L23,[208576 145520  24173],non,non,,
864691135654090434,exc,,L23,[ 77504 150896  21246],non,non,,
864691135654097346,inh,,L23,[121088 144896  23948],non,non,,
864691135654099650,exc,,L23,[ 89584 147616  17363],non,non,,
864691135654455490,exc,,L23,[131136 137840  16864],non,non,,
864691135654567362,exc,,L4,[157680 165776  24486],non,non,,
864691135654570690,exc,,L23,[232608 125248  19615],non,non,,
864691135654622658,exc,,L23,[192272 113456  16021],non,non,,
864691135654685378,exc,,L23,[125040 124064  22758],non,non,,
864691135654838466,exc,,L23,[210896 143728  15276],non,non,,
864691135654845378,exc,,L23,[145536 148688  24913],non,non,,
864691135654865090,exc,,L23,[161104 156080  26606],non,non,,
864691135654871746,exc,,L23,[145648 151936  18222],non,non,,
864691135654877890,exc,,L23,[108576 118208  21144],non,non,,
864691135654879426,exc,,L23,[107120 142336  24043],non,non,,
864691135654880194,exc,,L23,[115312 155088  16958],non,non,,
864691135654891202,exc,,L23,[218480 109408  20881],non,non,,
864691135654926274,exc,,L23,[154880 128816  18876],non,non,,
864691135654930114,exc,,L23,[214160 133616  15714],non,non,,
864691135654944194,exc,,L4,[119040 179728  15330],non,non,,
864691135654948546,exc,,L4,[135824 173328  24085],non,non,,
864691135654959810,exc,,L4,[275600 152256  15225],non,non,,
864691135654980802,exc,,L23,[ 91920 118720  18281],non,non,,
864691135655002818,exc,,L23,[123440 134000  26934],non,non,,
864691135655007682,exc,,L23,[164144 128800  17206],non,non,,
864691135655028930,exc,,L23,[181152 138368  25001],non,non,,
864691135655038402,inh,,L23,[170176 123232  24336],non,non,,
864691135655042242,exc,,L23,[107904 128960  16635],non,non,,
864691135655046594,exc,,L4,[250624 164336  20045],non,non,,
864691135655051202,exc,,L23,[230560 132000  27331],non,non,,
864691135655061954,exc,,L23,[213232 116976  21511],non,non,,
864691135655069122,exc,,L23,[220848 135520  24317],non,non,,
864691135655078850,exc,,L4,[ 97168 167952  17583],non,non,,
864691135655092418,exc,,L4,[223376 162480  27043],non,non,,
864691135655099074,exc,,L23,[116496 157360  21132],non,non,,
864691135655103682,exc,,L23,[122736 140816  16581],non,non,,
864691135655104194,exc,,L23,[187360 108992  25582],non,non,,
864691135655104450,exc,,L4,[120320 169440  23223],non,non,,
864691135655108290,exc,,L4,[197520 166784  25646],non,non,,
864691135655123906,exc,,L23,[208960 148496  19644],non,non,,
864691135655126722,exc,,L23,[142608 140704  19653],non,non,,
864691135655129538,exc,,L23,[134832 131056  23616],non,non,,
864691135655130562,exc,,L23,[256032 131792  24487],non,non,,
864691135655131842,exc,,L23,[194208 151888  16483],non,non,,
864691135655133122,exc,,L23,[157280 137472  19948],non,non,,
864691135655134658,exc,,L4,[215312 169952  18602],non,non,,
864691135655135682,exc,,L4,[184176 171680  24101],non,non,,
864691135655139522,inh,,L23,[222288 140704  17709],non,non,,
864691135655141314,exc,,L23,[219984 114928  20131],non,non,,
864691135655144386,exc,,L23,[223104 143984  18011],non,non,,
864691135655145154,exc,,L23,[216816 131744  26245],non,non,,
864691135655153602,exc,,L4,[150432 159632  16311],non,non,,
864691135655157186,exc,,L23,[191712 136320  16621],non,non,,
864691135655160258,exc,,L4,[111952 176704  18914],non,non,,
864691135655162050,exc,,L23,[229920 113808  15411],non,non,,
864691135655165122,exc,,L23,[158512 138592  19860],non,non,,
864691135655166402,exc,,L23,[170256 139104  16619],non,non,,
864691135655168706,exc,,L23,[223392 126800  23100],non,non,,
864691135655169218,exc,,L4,[166432 174512  19863],non,non,,
864691135655169730,exc,,L23,[204224 128544  24207],non,non,,
864691135655172802,exc,,L23,[210704 148912  19731],non,non,,
864691135655173570,exc,,L23,[111056 140192  19583],non,non,,
864691135655197378,exc,,L23,[264160 142112  17398],non,non,,
864691135655356866,exc,,L23,[170144 155552  23518],non,non,,
864691135655359938,exc,,L4,[184576 174800  19834],non,non,,
864691135657776514,exc,,L23,[169776 131936  15079],non,non,,
864691135657785474,exc,,L23,[214896 127168  22851],non,non,,
864691135657808770,exc,,L23,[237728 121008  22853],non,non,,
864691135657839746,exc,,L23,[ 85744 152384  20931],non,non,,
864691135658198658,exc,,L4,[131936 162912  15984],non,non,,
864691135658253442,exc,,L4,[231472 164800  19458],non,non,,
864691135658416002,exc,,L23,[129088 142288  18451],non,non,,
864691135658586498,exc,,L23,[179968 148256  15639],non,non,,
864691135658596738,exc,,L23,[135088 113680  17053],non,non,,
864691135658606466,exc,,L4,[130256 166752  25164],non,non,,
864691135658612866,exc,,L4,[135824 163472  19361],non,non,,
864691135658613634,exc,,L23,[104080 151216  22302],non,non,,
864691135658615938,inh,,L23,[182976 121696  23054],non,non,,
864691135658616450,exc,,L23,[142928 157200  26650],non,non,,
864691135658617986,exc,,L23,[253648 131392  22129],non,non,,
864691135658640258,exc,,L23,[269552 112192  15606],non,non,,
864691135658645378,exc,,L23,[191696 120880  16584],non,non,,
864691135658657410,exc,,L23,[188176 136544  15827],non,non,,
864691135658688642,exc,,L23,[216144 150288  22176],non,non,,
864691135658703234,inh,,L23,[230704 104432  25785],non,non,,
864691135658713474,exc,,L23,[160256 128256  20865],non,non,,
864691135658713986,exc,,L23,[177008 142624  16177],non,non,,
864691135658715522,exc,,L23,[163728 125584  21423],non,non,,
864691135658738562,exc,,L4,[190176 171136  19589],non,non,,
